ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2026-04-06 11:38:37,400044410902659.5,400294155693377.5,402979347867706.9,400044410902659.5,400044410902659.5,1586057649413.8884,1586057649413.8884,1586057649413.8884,-12762030475.781078,-12762030475.781078,-12762030475.781078,1598819679889.6694,1598819679889.6694,1598819679889.6694,0.0,0.0,0.0,396126021838720.0
2026-04-06 12:38:37,400065474682819.2,400345309482869.94,402996602120677.4,400065474682819.2,400065474682819.2,1612486125027.9119,1612486125027.9119,1612486125027.9119,-4992197154.055459,-4992197154.055459,-4992197154.055459,1617478322181.9673,1617478322181.9673,1617478322181.9673,0.0,0.0,0.0,396173514094493.75
2026-04-06 13:38:37,400086538462978.94,400403280905259.0,403164469580420.75,400086538462978.94,400086538462978.94,1626702050655.0422,1626702050655.0422,1626702050655.0422,-9946960695.5437,-9946960695.5437,-9946960695.5437,1636649011350.586,1636649011350.586,1636649011350.586,0.0,0.0,0.0,396208793800280.6
2026-04-06 14:38:37,400107602243138.56,400452288134902.7,403110142734200.6,400107602243138.56,400107602243138.56,1632698811558.4192,1632698811558.4192,1632698811558.4192,-23633770456.458252,-23633770456.458252,-23633770456.458252,1656332582014.8772,1656332582014.8772,1656332582014.8772,0.0,0.0,0.0,396235854341343.6
2026-04-06 15:38:37,400128666023298.2,400490338814797.9,403140607666596.56,400128666023298.2,400128666023298.2,1645348676787.8977,1645348676787.8977,1645348676787.8977,-31178517723.017082,-31178517723.017082,-31178517723.017082,1676527194510.9146,1676527194510.9146,1676527194510.9146,0.0,0.0,0.0,396269567986732.7
2026-04-06 16:38:37,400149729803457.9,400455234915917.94,403298707620872.8,400149729803457.9,400149729803457.9,1673123583497.3542,1673123583497.3542,1673123583497.3542,-24104772072.711308,-24104772072.711308,-24104772072.711308,1697228355570.0657,1697228355570.0657,1697228355570.0657,0.0,0.0,0.0,396318406673601.9
2026-04-06 17:38:37,400170793583617.6,400509374488844.8,403335109547148.06,400170793583617.6,400170793583617.6,1708464145609.1018,1708464145609.1018,1708464145609.1018,-9964803340.470695,-9964803340.470695,-9964803340.470695,1718428948949.5725,1718428948949.5725,1718428948949.5725,0.0,0.0,0.0,396374811015873.4
2026-04-06 18:38:37,400191857363777.25,400509521367874.1,403236405057410.25,400191857363777.25,400191857363777.25,1735745349463.2622,1735745349463.2622,1735745349463.2622,-4373926375.512953,-4373926375.512953,-4373926375.512953,1740119275838.7751,1740119275838.7751,1740119275838.7751,0.0,0.0,0.0,396423155999887.1
2026-04-06 19:38:37,400212921143936.9,400671539722097.8,403320014839107.56,400212921143936.9,400212921143936.9,1748225759879.1245,1748225759879.1245,1748225759879.1245,-14061344959.347027,-14061344959.347027,-14061344959.347027,1762287104838.4717,1762287104838.4717,1762287104838.4717,0.0,0.0,0.0,396456700190462.6
2026-04-06 20:38:37,400233984924096.56,400594409165070.56,403418992145377.06,400233984924096.56,400233984924096.56,1755931718776.6248,1755931718776.6248,1755931718776.6248,-28986012508.77529,-28986012508.77529,-28986012508.77529,1784917731285.4001,1784917731285.4001,1784917731285.4001,0.0,0.0,0.0,396485469929519.8
2026-04-06 21:38:37,400255048704256.3,400667809817063.3,403374087439129.06,400255048704256.3,400255048704256.3,1775783495009.7266,1775783495009.7266,1775783495009.7266,-32210550656.58023,-32210550656.58023,-32210550656.58023,1807994045666.3071,1807994045666.3071,1807994045666.3071,0.0,0.0,0.0,396526385485912.7
2026-04-06 22:38:37,400276112484415.94,400745457154219.1,403394744945385.75,400276112484415.94,400276112484415.94,1813828276760.9634,1813828276760.9634,1813828276760.9634,-17668334047.355812,-17668334047.355812,-17668334047.355812,1831496610808.319,1831496610808.319,1831496610808.319,0.0,0.0,0.0,396585494047823.5
2026-04-06 23:38:37,400297176264575.56,400750106449568.56,403601732255810.94,400297176264575.56,400297176264575.56,1858106521810.6611,1858106521810.6611,1858106521810.6611,2702774324.113845,2702774324.113845,2702774324.113845,1855403747486.547,1855403747486.547,1855403747486.547,0.0,0.0,0.0,396650836073032.9
2026-04-07 00:38:37,400318240044735.25,400849039577643.4,403501102077428.06,400318240044735.25,400318240044735.25,1890270157451.6453,1890270157451.6453,1890270157451.6453,10578529313.838348,10578529313.838348,10578529313.838348,1879691628137.807,1879691628137.807,1879691628137.807,0.0,0.0,0.0,396704063488833.5
2026-04-07 01:38:37,400339303824894.9,400839632049580.56,403640490193001.3,400339303824894.9,400339303824894.9,1904835953569.4878,1904835953569.4878,1904835953569.4878,501575357.98813236,501575357.98813236,501575357.98813236,1904334378211.4998,1904334378211.4998,1904334378211.4998,0.0,0.0,0.0,396739693065111.0
2026-04-07 02:38:37,400360367605054.6,400903764970035.06,403636666105796.1,400360367605054.6,400360367605054.6,1916417575201.7246,1916417575201.7246,1916417575201.7246,-12886609602.325602,-12886609602.325602,-12886609602.325602,1929304184804.0503,1929304184804.0503,1929304184804.0503,0.0,0.0,0.0,396772338466903.0
2026-04-07 03:38:37,400381431385214.25,401063417406870.9,403777561347739.2,400381431385214.25,400381431385214.25,1946546453359.87,1946546453359.87,1946546453359.87,-8024958694.897874,-8024958694.897874,-8024958694.897874,1954571412054.7678,1954571412054.7678,1954571412054.7678,0.0,0.0,0.0,396823531125220.75
2026-04-07 04:38:37,400402495165373.94,401104150007994.56,403765090893351.06,400402495165373.94,400402495165373.94,2002007914653.1218,2002007914653.1218,2002007914653.1218,21903191762.435352,21903191762.435352,21903191762.435352,1980104722890.6868,1980104722890.6868,1980104722890.6868,0.0,0.0,0.0,396900056366673.7
2026-04-07 05:38:37,400423558945533.56,401046934891363.5,403897041712874.56,400423558945533.56,400423558945533.56,2065800397958.046,2065800397958.046,2065800397958.046,59929191397.758484,59929191397.758484,59929191397.758484,2005871206560.2876,2005871206560.2876,2005871206560.2876,0.0,0.0,0.0,396984912630138.25
2026-04-07 06:38:37,400444622725693.3,401285759798997.6,403980234144515.75,400444622725693.3,400444622725693.3,2110346584850.8901,2110346584850.8901,2110346584850.8901,78510073354.505,78510073354.505,78510073354.505,2031836511496.385,2031836511496.385,2031836511496.385,0.0,0.0,0.0,397050522597190.8
2026-04-07 07:38:37,400465686505852.94,401192484665961.25,403967365454349.6,400465686505852.94,400465686505852.94,2121289060430.8308,2121289060430.8308,2121289060430.8308,63324077527.13183,63324077527.13183,63324077527.13183,2057964982903.699,2057964982903.699,2057964982903.699,0.0,0.0,0.0,397082528852930.4
2026-04-07 08:38:37,400486750286012.6,401263041678140.06,404056297709752.0,400486750286012.6,400486750286012.6,2109821065239.365,2109821065239.365,2109821065239.365,25601260662.66061,25601260662.66061,25601260662.66061,2084219804576.7043,2084219804576.7043,2084219804576.7043,0.0,0.0,0.0,397092124637898.6
2026-04-07 09:38:37,400507814066172.25,401203761382962.6,403841342348956.25,400507814066172.25,400507814066172.25,2102254692284.4617,2102254692284.4617,2102254692284.4617,-8308452064.234031,-8308452064.234031,-8308452064.234031,2110563144348.6958,2110563144348.6958,2110563144348.6958,0.0,0.0,0.0,397105622045103.3
2026-04-07 10:38:37,400528877846331.9,401206821446640.25,403970699918048.6,400528877846331.9,400528877846331.9,2117008869712.7642,2117008869712.7642,2117008869712.7642,-19947432872.071655,-19947432872.071655,-19947432872.071655,2136956302584.8357,2136956302584.8357,2136956302584.8357,0.0,0.0,0.0,397141440002691.25
2026-04-07 11:38:37,400549941626491.6,401323131900989.7,404083796137442.2,400549941626491.6,400549941626491.6,2150597832665.1672,2150597832665.1672,2150597832665.1672,-12762030475.8626,-12762030475.8626,-12762030475.8626,2163359863141.0298,2163359863141.0298,2163359863141.0298,0.0,0.0,0.0,397196092745803.44
2026-04-07 12:38:37,400571005406651.3,401457405553859.75,404179956711944.8,400571005406651.3,400571005406651.3,2184741649062.2078,2184741649062.2078,2184741649062.2078,-4992197153.8372555,-4992197153.8372555,-4992197153.8372555,2189733846216.045,2189733846216.045,2189733846216.045,0.0,0.0,0.0,397251300342360.1
2026-04-07 13:38:37,400592069186810.94,401444688624912.8,404154384520348.25,400592069186810.94,400592069186810.94,2206090901740.209,2206090901740.209,2206090901740.209,-9946960696.238174,-9946960696.238174,-9946960696.238174,2216037862436.447,2216037862436.447,2216037862436.447,0.0,0.0,0.0,397293713375197.75
2026-04-07 14:38:37,400613132966970.6,401441916019005.06,404013195994949.75,400613132966970.6,400613132966970.6,2218597497176.473,2218597497176.473,2218597497176.473,-23633770456.615463,-23633770456.615463,-23633770456.615463,2242231267633.0884,2242231267633.0884,2242231267633.0884,0.0,0.0,0.0,397327283750793.75
2026-04-07 15:38:37,400634196747130.3,401402549981428.94,404215543120017.5,400634196747130.3,400634196747130.3,2237094799960.6226,2237094799960.6226,2237094799960.6226,-31178517723.108967,-31178517723.108967,-31178517723.108967,2268273317683.7314,2268273317683.7314,2268273317683.7314,0.0,0.0,0.0,397366844833737.56
2026-04-07 16:38:37,400655260527290.0,401567880308523.7,404319809178247.3,400655260527290.0,400655260527290.0,2270018550729.5283,2270018550729.5283,2270018550729.5283,-24104772072.67707,-24104772072.67707,-24104772072.67707,2294123322802.2056,2294123322802.2056,2294123322802.2056,0.0,0.0,0.0,397420832364666.1
2026-04-07 17:38:37,400676324307449.7,401600647572599.5,404331363983158.3,400676324307449.7,400676324307449.7,2309775997367.6836,2309775997367.6836,2309775997367.6836,-9964803340.951086,-9964803340.951086,-9964803340.951086,2319740800708.635,2319740800708.635,2319740800708.635,0.0,0.0,0.0,397481653591464.0
2026-04-07 18:38:37,400697388087609.3,401670278737409.94,404365204868992.5,400697388087609.3,400697388087609.3,2340711701727.7495,2340711701727.7495,2340711701727.7495,-4373926375.37603,-4373926375.37603,-4373926375.37603,2345085628103.1255,2345085628103.1255,2345085628103.1255,0.0,0.0,0.0,397533653075983.7
2026-04-07 19:38:37,400718451867769.0,401782251450885.0,404565928224877.8,400718451867769.0,400718451867769.0,2356056844854.2866,2356056844854.2866,2356056844854.2866,-14061344959.509512,-14061344959.509512,-14061344959.509512,2370118189813.796,2370118189813.796,2370118189813.796,0.0,0.0,0.0,397570061999269.94
2026-04-07 20:38:37,400739515647928.6,401803572569403.0,404488018174048.3,400739515647928.6,400739515647928.6,2365813512616.0728,2365813512616.0728,2365813512616.0728,-28986012508.323692,-28986012508.323692,-28986012508.323692,2394799525124.3965,2394799525124.3965,2394799525124.3965,0.0,0.0,0.0,397600882447191.3
2026-04-07 21:38:37,400760579428088.4,401829261783685.6,404546707465774.0,400760579428088.4,400760579428088.4,2386880920031.026,2386880920031.026,2386880920031.026,-32210550656.824432,-32210550656.824432,-32210550656.824432,2419091470687.85,2419091470687.85,2419091470687.85,0.0,0.0,0.0,397643013634766.0
2026-04-07 22:38:37,400781643208248.0,401770776825210.94,404596386009035.75,400781643208248.0,400781643208248.0,2425288465453.139,2425288465453.139,2425288465453.139,-17668334046.958443,-17668334046.958443,-17668334046.958443,2442956799500.0977,2442956799500.0977,2442956799500.0977,0.0,0.0,0.0,397702484960347.75
2026-04-07 23:38:37,400802706988407.7,401922544572154.5,404639902774856.4,400802706988407.7,400802706988407.7,2469062129744.746,2469062129744.746,2469062129744.746,2702774323.460706,2702774323.460706,2702774323.460706,2466359355421.285,2466359355421.285,2466359355421.285,0.0,0.0,0.0,397767322404799.06
2026-04-08 00:38:37,400823770768567.3,402001220899893.25,404700728503188.4,400823770768567.3,400823770768567.3,2499842712094.1943,2499842712094.1943,2499842712094.1943,10578529313.915874,10578529313.915874,10578529313.915874,2489264182780.2783,2489264182780.2783,2489264182780.2783,0.0,0.0,0.0,397819166767308.1
2026-04-08 01:38:37,400844834548727.06,401901058618253.6,404705771871024.1,400844834548727.06,400844834548727.06,2512139225891.448,2512139225891.448,2512139225891.448,501575358.24106246,501575358.24106246,501575358.24106246,2511637650533.2075,2511637650533.2075,2511637650533.2075,0.0,0.0,0.0,397852527061265.1
2026-04-08 02:38:37,400865898328886.7,401951107654452.56,404832681223096.6,400865898328886.7,400865898328886.7,2520560960980.2847,2520560960980.2847,2520560960980.2847,-12886609602.269436,-12886609602.269436,-12886609602.269436,2533447570582.554,2533447570582.554,2533447570582.554,0.0,0.0,0.0,397882012576513.6
2026-04-08 03:38:37,400886962109046.4,402032933737465.44,404881145064381.1,400886962109046.4,400886962109046.4,2546638351126.554,2546638351126.554,2546638351126.554,-8024958695.615325,-8024958695.615325,-8024958695.615325,2554663309822.17,2554663309822.17,2554663309822.17,0.0,0.0,0.0,397929153746819.56
2026-04-08 04:38:37,400908025889206.0,402106097694217.8,404974725158052.9,400908025889206.0,400908025889206.0,2597159087253.7676,2597159087253.7676,2597159087253.7676,21903191760.929214,21903191760.929214,21903191760.929214,2575255895492.8384,2575255895492.8384,2575255895492.8384,0.0,0.0,0.0,398000738263106.4
2026-04-08 05:38:37,400929089669365.6,402106788597351.75,405001619012124.44,400929089669365.6,400929089669365.6,2655127304909.9404,2655127304909.9404,2655127304909.9404,59929191398.4619,59929191398.4619,59929191398.4619,2595198113511.4785,2595198113511.4785,2595198113511.4785,0.0,0.0,0.0,398079770260922.2
2026-04-08 06:38:37,400950153449525.4,402199553036437.3,405064830763167.56,400950153449525.4,400950153449525.4,2692974672785.004,2692974672785.004,2692974672785.004,78510073354.42702,78510073354.42702,78510073354.42702,2614464599430.5767,2614464599430.5767,2614464599430.5767,0.0,0.0,0.0,398138681408957.0
2026-04-08 07:38:37,400971217229685.06,402288597050198.44,405044092214758.25,400971217229685.06,400971518863536.6,2696355999261.189,2696355999261.189,2696355999261.189,63324077528.31809,63324077528.31809,63324077528.31809,2633031921732.8706,2633031921732.8706,2633031921732.8706,0.0,0.0,0.0,398163126515592.9
2026-04-08 08:38:37,400992281009844.7,402339094832718.25,405038650517421.3,400992281009844.7,400994661801391.8,2676479917826.5464,2676479917826.5464,2676479917826.5464,25601260661.8181,25601260661.8181,25601260661.8181,2650878657164.728,2650878657164.728,2650878657164.728,0.0,0.0,0.0,398164314214317.9
2026-04-08 09:38:37,401013344790004.3,402309992798271.25,405082819994699.94,401013344790004.3,401019282339124.25,2659677005855.741,2659677005855.741,2659677005855.741,-8308452064.1235285,-8308452064.1235285,-8308452064.1235285,2667985457919.8647,2667985457919.8647,2667985457919.8647,0.0,0.0,0.0,398168575082506.7
2026-04-08 10:38:37,401034408570164.06,402398375590545.2,405199973709075.94,401034408570164.06,401041654957615.0,2664387677540.1377,2664387677540.1377,2664387677540.1377,-19947432872.0779,-19947432872.0779,-19947432872.0779,2684335110412.216,2684335110412.216,2684335110412.216,0.0,0.0,0.0,398194349534350.8
2026-04-08 11:38:37,401055472350323.75,402315814396930.8,405224444509745.44,401055286013071.44,401065031959046.2,2687150555057.0386,2687150555057.0386,2687150555057.0386,-12762030475.59931,-12762030475.59931,-12762030475.59931,2699912585532.6377,2699912585532.6377,2699912585532.6377,0.0,0.0,0.0,398238176192027.44
2026-04-08 12:38:37,401076536130483.4,402471018407268.06,405211831228700.56,401075754149513.0,401094569082194.3,2709712883047.8516,2709712883047.8516,2709712883047.8516,-4992197153.619053,-4992197153.619053,-4992197153.619053,2714705080201.47,2714705080201.47,2714705080201.47,0.0,0.0,0.0,398281802300177.9
2026-04-08 13:38:37,401097599910643.0,402494723226894.3,405246808780191.8,401093884683342.3,401125186383420.8,2718755089458.1274,2718755089458.1274,2718755089458.1274,-9946960696.256502,-9946960696.256502,-9946960696.256502,2728702050154.384,2728702050154.384,2728702050154.384,0.0,0.0,0.0,398311908286747.75
2026-04-08 14:38:37,401118663690802.75,402357649702033.06,405326494855231.8,401108697143159.3,401147495179270.5,2718261463439.9053,2718261463439.9053,2718261463439.9053,-23633770457.006954,-23633770457.006954,-23633770457.006954,2741895233896.912,2741895233896.912,2741895233896.912,0.0,0.0,0.0,398332478440889.25
2026-04-08 15:38:37,401139727470962.44,402373481278276.94,405211677009835.56,401131012410267.8,401170663150984.25,2723100150060.425,2723100150060.425,2723100150060.425,-31178517723.200844,-31178517723.200844,-31178517723.200844,2754278667783.6255,2754278667783.6255,2754278667783.6255,0.0,0.0,0.0,398358380907669.5
2026-04-08 16:38:37,401160791251122.06,402394528882726.8,405362900710547.94,401149417964542.94,401205222172764.3,2741743920179.482,2741743920179.482,2741743920179.482,-24104772071.92092,-24104772071.92092,-24104772071.92092,2765848692251.403,2765848692251.403,2765848692251.403,0.0,0.0,0.0,398398088457948.2
2026-04-08 17:38:37,401181855031281.7,402497092130171.94,405447527280830.94,401166344082251.6,401233481476721.9,2766639145898.244,2766639145898.244,2766639145898.244,-9964803340.918728,-9964803340.918728,-9964803340.918728,2776603949239.163,2776603949239.163,2776603949239.163,0.0,0.0,0.0,398444047463826.56
2026-04-08 18:38:37,401202918811441.44,402565334364134.2,405423954888280.3,401182052751181.56,401260881889701.3,2782171444518.432,2782171444518.432,2782171444518.432,-4373926375.473384,-4373926375.473384,-4373926375.473384,2786545370893.9053,2786545370893.9053,2786545370893.9053,0.0,0.0,0.0,398480643542606.5
2026-04-08 19:38:37,401223982591601.1,402598820660362.7,405649867241076.94,401193930843573.56,401285298236459.9,2781614814680.621,2781614814680.621,2781614814680.621,-14061344959.671991,-14061344959.671991,-14061344959.671991,2795676159640.293,2795676159640.293,2795676159640.293,0.0,0.0,0.0,398501150692928.4
2026-04-08 20:38:37,401245046371760.75,402660249218047.7,405557208877888.0,401204123121931.94,401326851956931.06,2775015747300.0728,2775015747300.0728,2775015747300.0728,-28986012508.33253,-28986012508.33253,-28986012508.33253,2804001759808.405,2804001759808.405,2804001759808.405,0.0,0.0,0.0,398515615405707.44
2026-04-08 21:38:37,401266110151920.44,402552644846576.44,405519659392000.44,401223292076937.56,401354524514221.06,2779319270302.544,2779319270302.544,2779319270302.544,-32210550657.229156,-32210550657.229156,-32210550657.229156,2811529820959.773,2811529820959.773,2811529820959.773,0.0,0.0,0.0,398540982708869.6
2026-04-08 22:38:37,401287173932080.1,402622755273477.56,405580371160754.9,401236173432799.5,401378757026057.56,2800601819096.361,2800601819096.361,2800601819096.361,-17668334046.561073,-17668334046.561073,-17668334046.561073,2818270153142.922,2818270153142.922,2818270153142.922,0.0,0.0,0.0,398583329037823.1
2026-04-08 23:38:37,401308237712239.8,402784328870305.5,405665536398723.4,401247158744028.1,401414038973853.7,2826937448654.07,2826937448654.07,2826937448654.07,2702774323.6483216,2702774323.6483216,2702774323.6483216,2824234674330.4214,2824234674330.4214,2824234674330.4214,0.0,0.0,0.0,398630728447540.5
2026-04-09 00:38:37,401329301492399.5,402598373844482.06,405648272956954.0,401261692918773.4,401437238525749.9,2840015879597.9087,2840015879597.9087,2840015879597.9087,10578529313.702888,10578529313.702888,10578529313.702888,2829437350284.206,2829437350284.206,2829437350284.206,0.0,0.0,0.0,398664870658644.06
2026-04-09 01:38:37,401350365272559.1,402751781943115.56,405646717033275.75,401273150137779.9,401469980403265.5,2834395702528.0547,2834395702528.0547,2834395702528.0547,501575357.8178465,501575357.8178465,501575357.8178465,2833894127170.2363,2833894127170.2363,2833894127170.2363,0.0,0.0,0.0,398680314261733.8
2026-04-09 02:38:37,401371429052718.8,402845284464653.44,405638142247181.9,401287233573773.6,401535225782687.5,2824736247643.9365,2824736247643.9365,2824736247643.9365,-12886609601.984276,-12886609601.984276,-12886609601.984276,2837622857245.921,2837622857245.921,2837622857245.921,0.0,0.0,0.0,398691718587009.4
2026-04-09 03:38:37,401392492832878.56,402637884493209.9,405797013384814.8,401305632571073.0,401572206348666.75,2832618259263.483,2832618259263.483,2832618259263.483,-8024958695.228347,-8024958695.228347,-8024958695.228347,2840643217958.711,2840643217958.711,2840643217958.711,0.0,0.0,0.0,398720664378788.7
2026-04-09 04:38:37,401413556613038.2,402775995639156.8,405690838289886.44,401311764745178.25,401600212001245.2,2864879816618.0474,2864879816618.0474,2864879816618.0474,21903191761.01919,21903191761.01919,21903191761.01919,2842976624857.0283,2842976624857.0283,2842976624857.0283,0.0,0.0,0.0,398773989716302.9
2026-04-09 05:38:37,401434620393197.8,402756745757450.1,405871940306437.4,401315284631217.2,401627899896257.44,2904575330075.667,2904575330075.667,2904575330075.667,59929191397.18724,59929191397.18724,59929191397.18724,2844646138678.4795,2844646138678.4795,2844646138678.4795,0.0,0.0,0.0,398834749009920.1
2026-04-09 06:38:37,401455684173357.5,402862494831056.06,405780262075942.06,401330396759276.3,401670234092671.1,2924186440421.577,2924186440421.577,2924186440421.577,78510073354.5183,78510073354.5183,78510073354.5183,2845676367067.0586,2845676367067.0586,2845676367067.0586,0.0,0.0,0.0,398875423900425.7
2026-04-09 07:38:37,401476747953517.1,402941406809561.75,405964286659729.7,401342644570054.44,401700069779948.2,2909417438848.9277,2909417438848.9277,2909417438848.9277,63324077527.73457,63324077527.73457,63324077527.73457,2846093361321.1934,2846093361321.1934,2846093361321.1934,0.0,0.0,0.0,398881718679012.7
2026-04-09 08:38:37,401497811733676.9,402885545080927.5,405895777840319.94,401351790256310.94,401730163974440.1,2871525769319.2524,2871525769319.2524,2871525769319.2524,25601260663.397243,25601260663.397243,25601260663.397243,2845924508655.8555,2845924508655.8555,2845924508655.8555,0.0,0.0,0.0,398864890789642.75
2026-04-09 09:38:37,401518875513836.5,402898652748515.4,405801665595664.56,401368344300679.44,401764002095338.5,2836889968347.4253,2836889968347.4253,2836889968347.4253,-8308452063.177494,-8308452063.177494,-8308452063.177494,2845198420410.603,2845198420410.603,2845198420410.603,0.0,0.0,0.0,398851318768830.56
2026-04-09 10:38:37,401539939293996.2,402749750472563.44,405959642008083.7,401378010825670.2,401793950925873.2,2823997383836.0654,2823997383836.0654,2823997383836.0654,-19947432872.13385,-19947432872.13385,-19947432872.13385,2843944816708.199,2843944816708.199,2843944816708.199,0.0,0.0,0.0,398859489964478.9
2026-04-09 11:38:37,401561003074155.8,402884373752745.2,405947588550746.6,401392974217920.1,401822098344586.3,2829432377569.3076,2829432377569.3076,2829432377569.3076,-12762030476.021723,-12762030476.021723,-12762030476.021723,2842194408045.329,2842194408045.329,2842194408045.329,0.0,0.0,0.0,398885988738371.75
2026-04-09 12:38:37,401582066854315.56,402892705512749.5,405967873459984.75,401404232026703.25,401858944415275.6,2834986577141.2354,2834986577141.2354,2834986577141.2354,-4992197153.70903,-4992197153.70903,-4992197153.70903,2839978774294.9443,2839978774294.9443,2839978774294.9443,0.0,0.0,0.0,398912606718103.44
2026-04-09 13:38:37,401603130634475.2,402968684647449.56,406136358080026.25,401415489835486.2,401894074653631.06,2827383280942.843,2827383280942.843,2827383280942.843,-9946960695.809574,-9946960695.809574,-9946960695.809574,2837330241638.6523,2837330241638.6523,2837330241638.6523,0.0,0.0,0.0,398926067202064.6
2026-04-09 14:38:37,401624194414634.9,402939123758907.56,406031197481767.1,401427099807520.3,401931617763751.4,2810647987475.684,2810647987475.684,2810647987475.684,-23633770457.16416,-23633770457.16416,-23633770457.16416,2834281757932.848,2834281757932.848,2834281757932.848,0.0,0.0,0.0,398930395688757.2
2026-04-09 15:38:37,401645258194794.5,402945724618447.2,406058895262998.6,401433882222079.56,401965238045655.8,2799688249271.0547,2799688249271.0547,2799688249271.0547,-31178517723.187294,-31178517723.187294,-31178517723.187294,2830866766994.242,2830866766994.242,2830866766994.242,0.0,0.0,0.0,398940499730712.2
2026-04-09 16:38:37,401666321974954.1,402936131561713.3,406058787056296.6,401443589087257.3,401998283060426.25,2803014310277.1865,2803014310277.1865,2803014310277.1865,-24104772072.433067,-24104772072.433067,-24104772072.433067,2827119082349.62,2827119082349.62,2827119082349.62,0.0,0.0,0.0,398964889571877.94
2026-04-09 17:38:37,401687385755113.9,402935096829534.44,406076146939354.4,401453183003883.2,402047390973560.25,2813107957557.916,2813107957557.916,2813107957557.916,-9964803340.886368,-9964803340.886368,-9964803340.886368,2823072760898.8022,2823072760898.8022,2823072760898.8022,0.0,0.0,0.0,398996046999318.44
2026-04-09 18:38:37,401708449535273.56,403006659614942.5,406229604562690.44,401468740852102.25,402081723580980.25,2814388050673.6816,2814388050673.6816,2814388050673.6816,-4373926375.570746,-4373926375.570746,-4373926375.570746,2818761977049.2524,2818761977049.2524,2818761977049.2524,0.0,0.0,0.0,399018390872593.9
2026-04-09 19:38:37,401729513315433.2,403024732000192.8,406227620336831.06,401480123832139.06,402117958148375.2,2800159552798.792,2800159552798.792,2800159552798.792,-14061344959.078794,-14061344959.078794,-14061344959.078794,2814220897757.871,2814220897757.871,2814220897757.871,0.0,0.0,0.0,399025226154878.6
2026-04-09 20:38:37,401750577095592.8,402892465912912.56,406276100013596.1,401479739652853.25,402153414751747.06,2780497546498.3257,2780497546498.3257,2780497546498.3257,-28986012509.06331,-28986012509.06331,-28986012509.06331,2809483559007.389,2809483559007.389,2809483559007.389,0.0,0.0,0.0,399026627928737.75
2026-04-09 21:38:37,401771640875752.56,402955067595710.8,406146714658446.9,401488632855326.9,402191426163122.1,2772373193494.4395,2772373193494.4395,2772373193494.4395,-32210550656.95774,-32210550656.95774,-32210550656.95774,2804583744151.3975,2804583744151.3975,2804583744151.3975,0.0,0.0,0.0,399039567355893.6
2026-04-09 22:38:37,401792704655912.25,403003019756220.4,406325003934447.7,401494472990969.56,402222506735914.06,2781886530574.5903,2781886530574.5903,2781886530574.5903,-17668334046.397987,-17668334046.397987,-17668334046.397987,2799554864620.9883,2799554864620.9883,2799554864620.9883,0.0,0.0,0.0,399070144473133.44
2026-04-09 23:38:37,401813768436071.9,403080247746145.2,406168946823925.9,401498542309502.8,402258674713758.6,2797132617740.3467,2797132617740.3467,2797132617740.3467,2702774323.8359323,2702774323.8359323,2702774323.8359323,2794429843416.5107,2794429843416.5107,2794429843416.5107,0.0,0.0,0.0,399106454340458.9
2026-04-10 00:38:37,401834832216231.5,403215815313035.0,406313634838390.56,401506795316197.2,402295858295164.5,2799819531126.155,2799819531126.155,2799819531126.155,10578529313.489902,10578529313.489902,10578529313.489902,2789241001812.665,2789241001812.665,2789241001812.665,0.0,0.0,0.0,399130205034004.25
2026-04-10 01:38:37,401855895996391.25,403028317917867.2,406364731794460.94,401514084266915.8,402338578344120.25,2784521525060.0967,2784521525060.0967,2784521525060.0967,501575357.39462715,501575357.39462715,501575357.39462715,2784019949702.702,2784019949702.702,2784019949702.702,0.0,0.0,0.0,399135970808098.0
2026-04-10 02:38:37,401876959776550.9,403057628647496.2,406243324607247.5,401523463399449.2,402376439038445.5,2765910870358.74,2765910870358.74,2765910870358.74,-12886609602.162394,-12886609602.162394,-12886609602.162394,2778797479960.903,2778797479960.903,2778797479960.903,0.0,0.0,0.0,399138423933556.25
2026-04-10 03:38:37,401898023556710.56,402989570820297.75,406339385382212.3,401514392421940.94,402406706472228.75,2765578508499.7397,2765578508499.7397,2765578508499.7397,-8024958695.186175,-8024958695.186175,-8024958695.186175,2773603467194.926,2773603467194.926,2773603467194.926,0.0,0.0,0.0,399159155351856.94
2026-04-10 04:38:37,401919087336870.2,403092521635708.25,406372775350302.4,401523191211694.56,402436973906011.9,2790369963013.757,2790369963013.757,2790369963013.757,21903191761.831093,21903191761.831093,21903191761.831093,2768466771251.926,2768466771251.926,2768466771251.926,0.0,0.0,0.0,399205010586530.56
2026-04-10 05:38:37,401940151117029.94,403122780432916.6,406522910613188.3,401512070268173.75,402466871366028.9,2823344337171.013,2823344337171.013,2823344337171.013,59929191397.890656,59929191397.890656,59929191397.890656,2763415145773.1226,2763415145773.1226,2763415145773.1226,0.0,0.0,0.0,399259048740847.56
2026-04-10 06:38:37,401961214897189.56,403139554107644.8,406374337986355.06,401515416118588.2,402495890074023.5,2836985225489.834,2836985225489.834,2836985225489.834,78510073354.60956,78510073354.60956,78510073354.60956,2758475152135.225,2758475152135.225,2758475152135.225,0.0,0.0,0.0,399293753409326.0
