time_index,historical_tb,forecast_mlp_tb,forecast_lstm_tb,forecast_gru_tb,forecast_pint_tb,forecast_tfkan_tb,forecast_exp_tb,forecast_arima_tb,forecast_prophet_tb,forecast_moe_tb
503,335.64108413568,,,,,,,,,
504,335.64392507488,,,,,,,,,
505,335.64515540288,,,,,,,,,
506,335.64596070848,,,,,,,,,
507,335.65267158848,,,,,,,,,
508,335.65119519488,,,,,,,,,
509,335.65459537408,,,,,,,,,
510,335.65812977088,,,,,,,,,
511,335.65880085888,,,,,,,,,
512,335.85838243008,,,,,,,,,
513,335.85668234048,,,,,,,,,
514,335.85592177408,,,,,,,,,
515,335.85793503808,,,,,,,,,
516,335.86775529248,,,,,,,,,
517,335.87985724608,,,,,,,,,
518,335.90211499808,,,,,,,,,
519,335.93014410688,,,,,,,,,
520,335.93110599968,,,,,,,,,
521,335.88517002608,,,,,,,,,
522,335.87587545728,,,,,,,,,
523,335.87598730528,,,,,,,,,
524,335.85225315968,,,,,,,,,
525,335.86219644688,,,,,,,,,
526,335.86889614208,,,,,,,,,
527,335.87770976448,,,,,,,,,
528,335.88084150848,,,,,,,,,
529,335.88983408768,,,,,,,,,
530,335.89581795568,,,,,,,,,
531,335.91278529728,,,,,,,,,
532,335.91640917248,,,,,,,,,
533,335.92128574528,,,,,,,,,
534,335.93025595488,,,,,,,,,
535,335.93618389888,,,,,,,,,
536,335.93251528448,,,,,,,,,
537,335.92965197568,,,,,,,,,
538,335.93551281088,,,,,,,,,
539,335.94186577728,,,,,,,,,
540,335.94996357248,,,,,,,,,
541,335.95756923648,,,,,,,,,
542,335.94829703728,,,,,,,,,
543,335.95850875968,,,,,,,,,
544,335.96208789568,,,,,,,,,
545,335.97586756928,,,,,,,,,
546,335.98145996928,,,,,,,,,
547,335.99340533568,,,,,,,,,
548,335.99642523168,,,,,,,,,
549,336.00078730368,,,,,,,,,
550,336.01152471168,,,,,,,,,
551,336.01626706688,,,,,,,,,
552,336.02244107648,,,,,,,,,
553,336.03843534048,,,,,,,,,
554,336.04722659328,,,,,,,,,
555,336.05657708608,,,,,,,,,
556,336.06964093248,,,,,,,,,
557,336.07580375728,,,,,,,,,
558,336.08076980848,,,,,,,,,
559,336.08399103088,,,,,,,,,
560,336.09199934768,,,,,,,,,
561,336.09555611408,,,,,,,,,
562,336.10014188208,,,,,,,,,
563,336.09754700848,,,,,,,,,
564,336.10058927408,,,,,,,,,
565,336.11185236768,,,,,,,,,
566,336.11640458128,,,,,,,,,
567,336.12347337488,,,,,,,,,
568,336.13358443408,,,,,,,,,
569,336.13993740048,,,,,,,,,
570,336.14730818368,,,,,,,,,
571,336.15843705968,,,,,,,,,
572,336.15927591968,,,,,,,,,
573,336.16773162848,,,,,,,,,
574,336.18066125728,,,,,,,,,
575,336.17424118208,,,,,,,,,
576,336.07599389888,,,,,,,,,
577,336.05725935888,,,,,,,,,
578,336.05033596768,,,,,,,,,
579,336.04568309088,,,,,,,,,
580,336.04903853088,,,,,,,,,
581,336.04796479008,,,,,,,,,
582,336.03752937168,,,,,,,,,
583,336.04191381328,,,,,,,,,
584,336.24548835808,,,,,,,,,
585,336.23891169568,,,,,,,,,
586,336.23954922928,,,,,,,,,
587,336.23957159888,,,,,,,,,
588,336.23375550288,,,,,,,,,
589,336.24822863408,,,,,,,,,
590,336.26042006608,,,,,,,,,
591,336.28030664048,,,,,,,,,
592,336.29305731248,,,,,,,,,
593,336.31596378288,,,,,,,,,
594,336.33920579728,,,,,,,,,
595,336.36999755168,,,,,,,,,
596,336.37791639008,,,,,,,,,
597,336.40548692208,,,,,,,,,
598,336.42553008368,,,,,,,,,
599,336.42378525488,,,,,,,,,
600,336.42378525488,,,,,,,,,
601,336.43755374368,,,,,,,,,
602,336.43595431728,,,,,,,,,
603,336.44575220208,,,,,,,,,
604,336.45402895408,,,,,,,,,
605,336.46167935728,,,,,,,,,
606,336.46391631728,,,,,,,,,
607,336.47496689968,,,,,,,,,
608,336.67808286768,,,,,,,,,
609,336.68774653488,,,,,,,,,
610,336.69839446448,,,,,,,,,
611,336.69020719088,,,,,,,,,
612,336.61791982848,,,,,,,,,
613,336.60816668288,,,,,,,,,
614,336.61916134128,,,,,,,,,
615,336.64229150768,,,,,,,,,
616,336.65924766448,,,,,,,,,
617,336.66530982608,,,,,,,,,
618,336.67627093008,,,,,,,,,
619,336.70357302688,,,,,,,,,
620,336.72835854368,,,,,,,,,
621,336.75029193648,,,,,,,,,
622,336.77154305648,,,,,,,,,
623,336.77928293808,,,,,,,,,
624,336.77284049328,,,,,,,,,
625,336.76948505328,,,,,,,,,
626,336.76800865968,,,,,,,,,
627,336.76152147568,,,,,,,,,
628,336.76322156528,,,,,,,,,
629,336.76362421808,,,,,,,,,
630,336.76241625968,,,,,,,,,
631,336.76076090928,,,,,,,,,
632,336.95448164528,,,,,,,,,
633,336.95470534128,,,,,,,,,
634,336.95841869488,,,,,,,,,
635,336.95591329968,,,,,,,,,
636,336.94979521408,,,,,,,,,
637,336.95613699568,,,,,,,,,
638,336.97363002288,,,,,,,,,
