Real_TB,MLP_TB,LSTM_TB,GRU_TB,TFKAN_TB,PINT_TB,EXP_TB,ARIMA_TB,PROPHET_TB,MOE_TB
390.95074,390.9181,366.4821,391.1343,388.5984,387.54486,381.17844,388.71484,390.89772350408265,387.89642
390.97403,390.9542,366.49857,391.18488,388.6189,387.5484,381.1922,388.74295,390.91869012326737,387.9279
390.97055,390.98526,366.5132,391.2122,388.6218,387.55447,381.20596,388.7711,390.92122012113407,387.94965
390.9766,391.001,366.5322,391.22403,388.61066,387.5624,381.21976,388.79916,390.91969635593335,387.96136
390.9586,390.9999,366.55182,391.2369,388.59317,387.57172,381.23352,388.82727,390.93575054078957,387.97012
390.9512,391.0172,366.57224,391.2478,388.61563,387.58157,381.24728,388.85538,390.97656591062645,387.99152
390.9484,391.04443,366.5895,391.2621,388.6295,387.59155,381.26102,388.88348,391.02550769345913,388.0171
390.94788,391.0466,366.6015,391.2791,388.62347,387.60132,381.27478,388.9116,391.05502034470993,388.03198
390.95697,391.05093,366.6188,391.297,388.62198,387.61084,381.28854,388.9397,391.05042196195154,388.0426
390.9578,391.06808,366.6369,391.31653,388.63113,387.62012,381.3023,388.9678,391.0225764761015,388.05508
390.9718,391.07828,366.65417,391.33383,388.63272,387.62906,381.31607,388.99588,390.9977797939328,388.06488
390.98206,391.0938,366.67154,391.3528,388.64374,387.63785,381.3298,389.02402,390.994775396512,388.08047
390.9441,391.1203,366.68536,391.37122,388.653,387.6465,381.34357,389.05212,391.01046457158344,388.10205
390.91162,391.13364,366.69354,391.3784,388.6474,387.65442,381.35733,389.08023,391.0267013693882,388.11703
390.9035,391.12302,366.6942,391.38446,388.63214,387.66104,381.3711,389.10834,391.02996924277676,388.1233
390.90228,391.11844,366.6915,391.3973,388.62448,387.6665,381.38486,389.1364,391.02399921936507,388.13263
390.9126,391.1043,366.6877,391.41403,388.61154,387.67126,381.39862,389.16455,391.02363023993917,388.1402
390.91943,391.111,366.68503,391.4335,388.60205,387.67584,381.41238,389.19266,391.037565822266,388.1564
390.9016,391.11374,366.68286,391.45203,388.59503,387.6802,381.42615,389.22073,391.0584811233759,388.17245
390.868,391.1166,366.68024,391.4641,388.59106,387.68402,381.4399,389.24887,391.0707647811855,388.18646
390.84445,391.11032,366.6765,391.4711,388.57755,387.6869,381.45367,389.27695,391.067455441838,388.19385
390.83038,391.10355,366.6725,391.4802,388.57236,387.6887,381.4674,389.30505,391.0583763865083,388.20157
390.82727,391.1081,366.67468,391.49295,388.57657,387.68945,381.48117,389.3332,391.0605026885157,388.21472
390.83118,391.11176,366.7451,391.50912,388.5714,387.68936,381.49493,389.36127,391.0801730246831,388.21814
391.01047,391.18155,366.89987,391.52713,388.65408,387.6887,381.5087,389.38937,391.1056851022797,388.2373
391.00137,391.21704,366.91516,391.57962,388.67233,387.68927,381.52246,389.41748,391.11866607662176,388.26764
390.95615,391.24857,366.91656,391.60056,388.66385,387.69183,381.5362,389.4456,391.1133607569826,388.2879
390.90787,391.24722,366.9137,391.6011,388.64108,387.6954,381.54996,389.47366,391.10416043098246,388.29358
390.894,391.22394,366.90482,391.5998,388.60965,387.6988,381.56372,389.5018,391.1126991396259,388.29504
390.87714,391.23175,366.90207,391.6099,388.63538,387.702,381.5775,389.5299,391.14613879602393,388.31628
391.10245,391.24216,366.90607,391.62405,388.6376,387.70468,381.59128,389.55798,391.1878236026878,388.33633
391.10764,391.26456,366.9129,391.68536,388.64618,387.7105,381.60504,389.58612,391.21019558768825,388.36664
391.06546,391.2883,366.92276,391.7129,388.64078,387.71884,381.61877,389.6142,391.19859360476784,388.3844
391.02728,391.29642,366.92847,391.71466,388.6226,387.7282,381.63254,389.64233,391.16388946613296,388.38895
391.01675,391.28305,366.9265,391.71448,388.58157,387.73764,381.6463,389.67044,391.13237343886584,388.38623
391.01974,391.30887,366.9138,391.72458,388.62457,387.74664,381.66006,389.69852,391.12277433077924,388.41068
391.0304,391.34222,366.89816,391.74225,388.6184,387.7552,381.67383,389.72665,391.13197622035983,388.43634
391.05527,391.3415,366.88913,391.763,388.61194,387.76385,381.68756,389.75473,391.1418247723043,388.45166
391.06247,391.32373,366.8889,391.78625,388.60144,387.7728,381.70132,389.78284,391.1388030558215,388.45908
391.07047,391.33865,366.89346,391.80502,388.60522,387.78186,381.7151,389.81097,391.1266510927612,388.47455
391.09076,391.34402,366.89764,391.822,388.6049,387.79092,381.72885,389.83905,391.1202060208484,388.48724
391.1237,391.3624,366.89883,391.84137,388.6133,387.8001,381.7426,389.86716,391.12814906301634,388.5075
391.1511,391.40015,366.9001,391.86432,388.6227,387.8098,381.75638,389.89526,391.14314892788866,388.53525
391.17865,391.43063,366.90356,391.8868,388.63272,387.82043,381.77014,389.92337,391.14958741339876,388.55945
391.18896,391.42465,366.9097,391.90878,388.62646,387.83218,381.7839,389.95148,391.1405069168297,388.56882
391.18726,391.44394,366.9171,391.92697,388.62604,387.8447,381.79767,389.97958,391.1257342654208,388.58444
391.19836,391.43713,366.92627,391.9418,388.62772,387.85757,381.81143,390.0077,391.1222391064018,388.59344
391.21268,391.45273,366.95157,391.9595,388.61588,387.87054,381.82516,390.03577,391.1363464423426,388.60782
391.38986,391.52866,367.00784,391.97922,388.69708,387.88358,381.83893,390.0639,391.15634644464586,388.64587
391.43115,391.56326,367.00906,392.03192,388.73364,387.89783,381.8527,390.092,391.1638505920869,388.68094
391.434,391.5964,367.0065,392.06448,388.72836,387.91483,381.86646,390.12012,391.15312294212623,388.70532
391.4405,391.59955,367.00198,392.07928,388.72168,387.93396,381.88022,390.14822,391.138566395374,388.7174
391.44498,391.5949,367.00253,392.09256,388.69916,387.95456,381.89395,390.1763,391.14180376608346,388.72687
391.45444,391.62018,367.03442,392.10815,388.70657,387.97568,381.9077,390.20444,391.16998320543985,388.7472
391.67474,391.72235,367.17316,392.12692,388.8589,387.99692,381.92148,390.23254,391.2064374526465,388.78983
391.69836,391.76556,367.171,392.18777,388.87912,388.0195,381.93527,390.26062,391.2236087777957,388.82965
391.6545,391.79178,367.16254,392.2191,388.86914,388.0446,381.94904,390.28876,391.2068488643156,388.85205
391.57486,391.7878,367.15366,392.22116,388.83292,388.07077,381.9628,390.31683,391.1670436798444,388.85406
391.54428,391.76648,367.14615,392.20535,388.76868,388.096,381.97653,390.34494,391.1304796683804,388.84476
391.53262,391.77377,367.14252,392.20624,388.78867,388.11926,381.9903,390.37308,391.1158992732308,388.8582
391.5432,391.80945,367.1395,392.22122,388.7891,388.14023,382.00406,390.40115,391.12015875059114,388.88284
391.56912,391.83258,367.13696,392.24292,388.79706,388.15918,382.01782,390.42926,391.1251018233367,388.90594
391.57,391.82208,367.13428,392.26758,388.786,388.1765,382.0316,390.45737,391.1172289868206,388.91608
391.57175,391.83932,367.13492,392.28528,388.79572,388.1925,382.04532,390.48547,391.1002937392277,388.93307
391.59106,391.8529,367.14,392.3,388.79108,388.20718,382.05908,390.51355,391.08913783264546,388.94696
391.62317,391.88287,367.1469,392.3181,388.8012,388.22095,382.07285,390.5417,391.09243952978795,388.96942
391.6525,391.92047,367.15283,392.34024,388.81454,388.23416,382.0866,390.5698,391.102864280617,388.99634
391.67072,391.955,367.15814,392.36255,388.83215,388.24728,382.10037,390.59787,391.1047977075362,389.0218
391.67865,391.96344,367.16336,392.38214,388.8242,388.26044,382.11414,390.626,391.09129631810237,389.03427
391.67886,391.97424,367.16882,392.39896,388.82156,388.2736,382.1279,390.65408,391.0722076159474,389.04675
391.67972,391.97394,367.1759,392.41403,388.82175,388.2867,382.14166,390.68222,391.06450588020186,389.05713
391.697,391.98126,367.1963,392.4296,388.8101,388.29944,382.15543,390.71033,391.0745080846771,389.06982
391.87204,392.0426,367.28906,392.4495,388.8813,388.31192,382.1692,390.7384,391.09049384984354,389.10147
391.89795,392.0962,367.29526,392.50208,388.92447,388.32547,382.18292,390.76654,391.0940984802961,389.14215
391.92047,392.1363,367.29507,392.53122,388.92566,388.341,382.1967,390.79462,391.07959818589785,389.16843
391.92303,392.15787,367.29498,392.5497,388.93594,388.3584,382.21045,390.82272,391.06141198694183,389.18698
391.93597,392.16193,367.30026,392.56332,388.91864,388.37692,382.2242,390.85086,391.06116727721457,389.19897
391.95245,392.20374,367.35583,392.58047,388.93704,388.39612,382.23798,390.87894,391.086006286408,389.22522
392.19083,392.30734,367.5103,392.60092,389.0791,388.41568,382.2517,390.90704,391.1192645383946,389.26944
392.19632,392.35794,367.5086,392.6645,389.10474,388.43726,382.26547,390.93515,391.1333673011807,389.31158
392.14816,392.3848,367.49866,392.692,389.0896,388.4614,382.27927,390.96326,391.11370066293864,389.33286
392.05865,392.3645,367.4847,392.68988,389.03964,388.48682,382.29303,390.99136,391.0711765853527,389.32892
391.9989,392.33374,367.47162,392.67017,388.9675,388.51154,382.3068,391.01947,391.03209816208704,389.31744
391.98914,392.3347,367.462,392.66275,388.9768,388.53387,382.32056,391.04758,391.01517644725163,389.32562
391.99896,392.361,367.45554,392.6774,388.9695,388.5537,382.3343,391.07565,391.0172721559749,389.3475
392.01672,392.38263,367.4487,392.70007,388.98102,388.57117,382.34805,391.1038,391.0202301682767,389.3711
391.99884,392.37094,367.44122,392.7237,388.96613,388.58667,382.36182,391.1319,391.0105624423042,389.38
391.96936,392.37805,367.43713,392.737,388.96323,388.6004,382.37558,391.15997,390.99203038878613,389.39188
391.98187,392.38086,367.43762,392.74393,388.9504,388.61203,382.38934,391.1881,390.9794936625153,389.40057
391.99524,392.40405,367.439,392.75934,388.95557,388.62204,382.40308,391.2162,390.9816167518025,389.42117
392.00012,392.43774,367.43823,392.77792,388.96518,388.63077,382.41684,391.24432,390.991054181385,389.44745
392.04172,392.45792,367.43573,392.7948,388.97202,388.63852,382.4306,391.2724,390.99219430394925,389.4676
392.05798,392.46365,367.43478,392.8188,388.9668,388.6462,382.44437,391.3005,390.9781070948084,389.48102
392.0885,392.47946,367.43576,392.83905,388.9734,388.65414,382.45816,391.32864,390.9586454069286,389.49652
392.10373,392.4763,367.4407,392.86087,388.97113,388.6627,382.4719,391.35672,390.9507812942709,389.50705
392.081,392.48727,367.46243,392.8801,388.96094,388.6719,382.48566,391.38483,390.96082023056226,389.52148
392.19327,392.54028,367.54825,392.89035,389.01544,388.6809,382.49942,391.41293,390.97703087265654,389.54175
392.20142,392.5778,367.5565,392.92807,389.045,388.69025,382.51318,391.44104,390.9810455386723,389.5713
392.09897,392.59714,367.56238,392.9513,389.05414,388.70078,382.52695,391.46915,390.96714686606083,389.58856
392.05124,392.59116,367.56238,392.9428,389.0203,388.71045,382.54068,391.49725,390.9497666719635,389.5898
392.06482,392.56836,367.5676,392.94135,388.98718,388.7186,382.55444,391.52536,390.9505236561903,389.58948
392.0548,392.58798,367.6264,392.95947,389.00528,388.72556,382.5682,391.55344,390.9765350486432,389.6048
392.26865,392.69272,367.7762,392.97757,389.15616,388.73132,382.58197,391.58157,391.011104563219,389.64026
392.29788,392.72964,367.76492,393.03687,389.1656,388.73776,382.59573,391.60968,391.02667493330637,389.67773
392.24124,392.7479,367.7485,393.06796,389.16556,388.74677,382.60947,391.63776,391.00862757132785,389.6985
392.11356,392.72998,367.7291,393.06653,389.1296,388.75714,382.62323,391.6659,390.96787924102324,389.6965
391.94086,392.67633,367.70862,393.0403,389.03586,388.76675,382.63702,391.69397,390.9307262506795,389.676
391.85538,392.6429,367.68973,393.00314,388.98254,388.7726,382.6508,391.72208,390.91585922638495,389.66528
391.82416,392.6311,367.66708,392.99612,388.9495,388.77383,382.66455,391.7502,390.9201212028314,389.67188
391.79254,392.61075,367.63693,393.0098,388.94037,388.7708,382.6783,391.7783,390.9253340389296,389.68216
391.76605,392.57382,367.60425,393.02637,388.90103,388.7641,382.69205,391.80643,390.91801007284533,389.68427
391.73398,392.55637,367.57776,393.04077,388.87473,388.75473,382.7058,391.83453,390.9019187367043,389.69
391.72586,392.5512,367.56244,393.05084,388.86972,388.74326,382.71957,391.8626,390.8918967192088,389.69904
391.73364,392.56042,367.55246,393.06387,388.87726,388.73013,382.73334,391.89075,390.89659336570173,389.7154
391.7537,392.57538,367.54733,393.08078,388.88577,388.71634,382.7471,391.91885,390.90864268251937,389.73483
391.77505,392.6016,367.555,393.1007,388.91107,388.70282,382.76083,391.94693,390.91242076088014,389.75595
391.7658,392.60995,367.5579,393.121,388.9175,388.68997,382.7746,391.97507,390.90099375257677,389.7687
391.74966,392.61523,367.56006,393.13428,388.91388,388.67807,382.78836,392.00314,390.88420642850843,389.77783
391.75302,392.5931,367.56815,393.1446,388.89682,388.66678,382.80212,392.03125,390.87902965051677,389.77817
391.7441,392.58533,367.59644,393.1599,388.87866,388.65646,382.81592,392.0594,390.89173724951996,389.78403
391.90363,392.61243,367.61566,393.17465,388.90616,388.6473,382.82965,392.08746,390.91057295092486,389.80554
391.91714,392.6314,367.60785,393.22357,388.94595,388.64075,382.8434,392.11557,390.91716137325824,389.83423
391.88693,392.62585,367.59756,393.25015,388.9404,388.63733,382.85718,392.14368,390.9057902975257,389.84595
391.86636,392.61752,367.59122,393.2571,388.93027,388.63684,382.87094,392.17178,390.8908857171097,389.85156
391.87625,392.61514,367.6125,393.26367,388.91608,388.6379,382.8847,392.19992,390.8940528702868,389.85797
391.9055,392.63812,367.71802,393.2802,388.92755,388.6399,382.89844,392.228,390.92238552049986,389.86798
392.10574,392.74118,367.88016,393.3046,389.05212,388.64316,382.9122,392.2561,390.95917420987666,389.90405
392.07336,392.79105,367.86868,393.3631,389.07474,388.64883,382.92596,392.28424,390.9768264654238,389.94656
392.01874,392.8026,367.85013,393.38,389.04303,388.657,382.93973,392.31232,390.960743614049,389.96143
391.92432,392.75687,367.82733,393.37708,389.00214,388.66672,382.95352,392.34042,390.9218537921413,389.9508
391.8812,392.69037,367.80014,393.36105,388.92932,388.6765,382.9673,392.36856,390.8864487812338,389.93054
391.84766,392.66815,367.77457,393.36307,388.92874,388.68594,382.98102,392.39664,390.8731977492862,389.9348
391.79776,392.68066,367.75208,393.37363,388.90967,388.69385,382.99478,392.42474,390.87891407466867,389.95328
391.7806,392.6666,367.72943,393.38193,388.88748,388.69928,383.00854,392.45285,390.8854181494557,389.96277
391.77478,392.6258,367.70898,393.3954,388.85986,388.70258,383.0223,392.48096,390.8792247953594,389.96222
391.85477,392.62405,367.69263,393.4117,388.8606,388.7041,383.03607,392.50906,390.86410871979785,389.97388
391.83316,392.64105,367.68433,393.44525,388.86957,388.70578,383.0498,392.53717,390.85490408930156,389.99518
391.82626,392.67175,367.68143,393.45938,388.86502,388.70718,383.06357,392.56528,390.8602548521212,390.01758
391.83325,392.68658,367.67828,393.46967,388.86234,388.7082,383.07733,392.59335,390.87277668765154,390.03558
391.83316,392.69202,367.67316,393.48395,388.87363,388.70905,383.0911,392.6215,390.87684495203865,390.051
391.83176,392.69067,367.66718,393.49896,388.86835,388.7098,383.1049,392.6496,390.86553875547776,390.06125
391.82907,392.69226,367.6626,393.51422,388.8433,388.71072,383.11862,392.67767,390.848719737895,390.0703
391.83624,392.67194,367.66196,393.52957,388.84613,388.71188,383.1324,392.7058,390.84334645629457,390.07538
391.8393,392.6737,367.6884,393.54736,388.82993,388.71323,383.14615,392.73392,390.8556904311299,390.08603
391.9979,392.72583,367.76868,393.56473,388.893,388.7149,383.1599,392.76202,390.8739905145901,390.11023
392.0306,392.75378,367.7664,393.61337,388.92438,388.71808,383.17368,392.79013,390.87987761491075,390.14108
392.00296,392.78052,367.76166,393.64328,388.9223,388.7239,383.1874,392.81824,390.867650791331,390.16342
391.99136,392.79926,367.76035,393.651,388.91925,388.73163,383.20117,392.84634,390.8517634474132,390.1775
391.9853,392.79248,367.77628,393.659,388.8937,388.74045,383.21494,392.87445,390.853823227314,390.18314
391.98386,392.82452,367.86664,393.67194,388.90872,388.74957,383.2287,392.90253,390.88091257484473,390.19803
391.98407,392.92676,367.98727,393.68854,389.03497,388.75858,383.2425,392.93066,390.91630435004294,390.23816
391.9591,392.9161,367.9804,393.70654,389.02045,388.76587,383.25626,392.95877,390.9324419748304,390.25067
391.93152,392.8922,367.973,393.71866,388.99902,388.77307,383.27,392.98685,390.9147388550575,390.25204
391.92163,392.86917,367.96518,393.72824,388.96768,388.7798,383.28375,393.01498,390.8741468517713,390.24896
391.9127,392.8597,367.95877,393.7416,388.95374,388.78625,383.29752,393.04306,390.83697100563694,390.2521
391.90503,392.8538,367.95303,393.75626,388.94885,388.79205,383.31128,393.07117,390.8218819773744,390.2605
391.91144,392.85883,367.94858,393.771,388.94696,388.7971,383.325,393.0993,390.8256949287904,390.2753
391.9104,392.8568,367.95264,393.78833,388.9407,388.8018,383.33878,393.12738,390.83023289881345,390.28723
391.846,392.8502,367.96335,393.80435,388.9269,388.806,383.35254,393.15552,390.8220339000328,390.29407
391.77444,392.87906,367.97504,393.80545,388.92935,388.8088,383.3663,393.18362,390.8049000029384,390.3078
391.75507,392.8427,367.96674,393.80206,388.8915,388.80862,383.38007,393.2117,390.7936814647703,390.30182
391.7142,392.82855,367.9571,393.81155,388.88446,388.8067,383.39386,393.23984,390.7970192523233,390.30945
391.68964,392.8269,367.94577,393.82074,388.8821,388.80286,383.4076,393.26794,390.8075383260723,390.3224
391.68668,392.82443,367.93253,393.8325,388.8739,388.79715,383.42136,393.29602,390.8096277245446,390.33398
391.6841,392.80936,367.9202,393.84906,388.86896,388.79028,383.43512,393.32416,390.7963887740432,390.3404
391.68597,392.8057,367.91025,393.86606,388.87405,388.78275,383.44888,393.35223,390.7777047823895,390.34964
391.6826,392.8121,367.91263,393.88297,388.87256,388.77502,383.46265,393.38034,390.7705465744419,390.36185
391.6931,392.8106,368.0031,393.89816,388.86304,388.76733,383.47638,393.40848,390.7811938737139,390.36218
391.86215,392.88214,368.16168,393.91574,388.93506,388.76004,383.49014,393.43655,390.7978797093515,390.38138
391.8639,392.92126,368.1789,393.9658,388.9647,388.75485,383.5039,393.46466,390.802251136279,390.4126
391.83597,392.93088,368.17883,393.98856,388.95026,388.7523,383.51767,393.49277,390.7886409333958,390.42615
391.79807,392.92203,368.18576,393.99414,388.9263,388.7519,383.53143,393.52087,390.7715162755168,390.4283
391.78543,392.90903,368.19632,393.99658,388.8989,388.7525,383.5452,393.54898,390.7724951174456,390.43085
391.78668,392.91083,368.20428,394.00754,388.92294,388.7536,383.55896,393.5771,390.79865819009603,390.44678
391.7806,392.93073,368.20676,394.02554,388.93433,388.75504,383.57272,393.6052,390.83327718938364,390.47128
391.77365,392.93494,368.2062,394.0432,388.9283,388.75662,383.5865,393.63333,390.8488059087019,390.48743
391.7518,392.9119,368.21042,394.05942,388.9136,388.7584,383.60025,393.6614,390.83067950762677,390.4884
391.74484,392.9187,368.22052,394.07126,388.91528,388.76004,383.61398,393.6895,390.78985956911924,390.4939
391.7303,392.9265,368.23227,394.0851,388.91437,388.76135,383.62775,393.71765,390.7526898180984,390.50037
391.7282,392.9322,368.24155,394.09802,388.91504,388.76218,383.6415,393.74573,390.7378237159029,390.50995
391.72083,392.9516,368.24237,394.11325,388.92487,388.76273,383.65527,393.77383,390.7420622282626,390.5288
391.74686,392.95154,368.2384,394.1278,388.9276,388.76285,383.66904,393.80194,390.747235514714,390.54208
391.72836,392.9366,368.2345,394.14923,388.9171,388.76318,383.68277,393.83005,390.7398946552053,390.54965
391.71875,392.92,368.2311,394.16226,388.88843,388.764,383.69656,393.85815,390.72385499550654,390.55252
391.69168,392.9046,368.22824,394.1746,388.8787,388.7652,383.71033,393.88626,390.7139711458039,390.55746
391.68054,392.8883,368.22388,394.1838,388.85605,388.766,383.7241,393.91437,390.71887837171766,390.56326
391.67163,392.88174,368.21936,394.19638,388.85043,388.76648,383.73785,393.94244,390.7311944105246,390.57486
391.66812,392.8936,368.21558,394.21097,388.8505,388.7666,383.75162,393.97058,390.7353076031374,390.59134
391.6658,392.8815,368.212,394.22696,388.8494,388.76633,383.76535,393.9987,390.7243258148816,390.59833
391.66888,392.8821,368.2098,394.24323,388.8511,388.76578,383.7791,394.02676,390.7081460341379,390.60834
391.67767,392.88242,368.2168,394.2603,388.84982,388.7651,383.79288,394.0549,390.70373504853006,390.619
391.702,392.89325,368.307,394.27856,388.84604,388.76465,383.80664,394.083,390.71735021612545,390.62534
391.8874,392.9779,368.45242,394.30014,388.94067,388.76468,383.8204,394.1111,390.7372183702409,390.65317
391.87805,393.01053,368.45502,394.35376,388.95782,388.7669,383.83417,394.13922,390.74498308707126,390.68567
391.84235,393.03018,368.45074,394.3742,388.9448,388.77188,383.84793,394.16733,390.7349826254733,390.70337
391.81522,393.01245,368.4461,394.37668,388.90918,388.77856,383.8617,394.19543,390.7216872183684,390.7041
391.7657,392.9967,368.44687,394.3809,388.88138,388.7861,383.87546,394.22354,390.72670567103876,390.70758
391.75247,393.00226,368.4482,394.38443,388.89825,388.79318,383.88922,394.25162,390.7571094058045,390.72302
391.9746,393.01627,368.44498,394.39758,388.89673,388.79944,383.90295,394.27975,390.79612720298474,390.74387
391.9712,393.03644,368.4372,394.45914,388.91202,388.8086,383.91672,394.30786,390.8162102478748,390.77832
391.92322,393.0643,368.4262,394.48544,388.9027,388.81982,383.93048,394.33594,390.8028034570656,390.80115
391.85776,393.06525,368.41666,394.4859,388.87064,388.83182,383.94424,394.36407,390.76689089477674,390.80383
391.8485,393.0389,368.40472,394.47925,388.82285,388.84302,383.958,394.39215,390.7347810682343,390.79547
391.85812,393.05396,368.3988,394.48843,388.8609,388.85336,383.97174,394.42026,390.72511629061967,390.81342
391.87323,393.09366,368.39313,394.508,388.8561,388.86285,383.98553,394.4484,390.7346745915506,390.8407
391.9031,393.10507,368.3896,394.5303,388.86627,388.8719,383.9993,394.47647,390.74527198308226,390.8603
391.908,393.08472,368.38193,394.5546,388.8493,388.8806,384.01306,394.50458,390.7434559857086,390.86688
391.9329,393.09827,368.37708,394.57248,388.853,388.88947,384.02682,394.5327,390.73303747853237,390.88306
391.95883,393.09073,368.3748,394.59235,388.8437,388.89865,384.0406,394.5608,390.7288702485826,390.89206
391.9845,393.10944,368.3761,394.61334,388.8455,388.9085,384.05432,394.58893,390.73956436818213,390.9122
392.0123,393.14423,368.38007,394.63458,388.8545,388.91913,384.06808,394.61703,390.75771372432644,390.93884
392.0533,393.17383,368.3863,394.65637,388.86823,388.93057,384.08185,394.6451,390.76769657861905,390.96283
392.05704,393.17755,368.39484,394.6813,388.86862,388.9431,384.0956,394.67325,390.76262408732845,390.97565
392.0563,393.2026,368.40448,394.6989,388.8701,388.95633,384.10938,394.70132,390.75238749376183,390.99292
392.06473,393.1991,368.41574,394.71368,388.8729,388.96982,384.12314,394.72943,390.7539417671277,391.00146
392.08936,393.21512,368.44733,394.7309,388.86755,388.9833,384.1369,394.75757,390.7735242093288,391.01486
392.26813,393.30057,368.51962,394.7529,388.961,388.99686,384.15067,394.78564,390.79934324439387,391.05322
392.4242,393.34558,368.5221,394.80655,388.99344,389.01172,384.16443,394.81375,390.8130358564095,391.09308
392.43936,393.39502,368.51587,394.8646,389.00687,389.03134,384.1782,394.84186,390.8089362066731,391.13364
392.4426,393.42618,368.5041,394.88757,389.018,389.05463,384.19193,394.86996,390.80152598515025,391.16052
392.4367,393.41135,368.4943,394.896,388.98572,389.08032,384.2057,394.89807,390.8124024934785,391.1674
392.44046,393.43314,368.52756,394.90106,388.97626,389.10742,384.21945,394.92618,390.8485997595603,391.18243
392.67334,393.54324,368.65558,394.9135,389.1334,389.13486,384.23322,394.95428,390.89334558600007,391.22458
392.68002,393.59042,368.64212,394.97745,389.14734,389.16376,384.24698,394.98242,390.9190803193374,391.27213
392.62067,393.62027,368.6238,395.0072,389.13672,389.19498,384.2607,395.0105,390.9112558808705,391.30032
392.5402,393.58963,368.60532,395.00238,389.08505,389.22668,384.2745,395.0386,390.8808647445494,391.294
392.46677,393.56696,368.5947,394.9848,389.02246,389.257,384.28827,395.06674,390.8542134785446,391.28506
392.44318,393.5648,368.58914,394.97473,389.02707,389.28403,384.30203,395.09482,390.84993301981467,391.29187
392.43774,393.59772,368.58215,394.98538,389.01535,389.30743,384.3158,395.12292,390.8647851937953,391.31644
392.4676,393.62332,368.57553,395.0038,389.02304,389.32748,384.32956,395.15103,390.880574519776,391.34186
392.49655,393.61084,368.56894,395.02936,389.01697,389.34497,384.3433,395.17914,390.88385861283473,391.35345
392.51462,393.63324,368.56735,395.05374,389.0314,389.3609,384.35706,395.20724,390.87846483284955,391.3756
392.53027,393.6583,368.56738,395.07312,389.03403,389.37552,384.37082,395.23535,390.8792402711542,391.39682
392.55792,393.68042,368.56927,395.08984,389.03802,389.38928,384.38458,395.26346,390.89479040700377,391.4181
392.59296,393.71106,368.57184,395.10907,389.04813,389.40253,384.39835,395.29153,390.9177023218353,391.4441
392.62125,393.74167,368.57523,395.1313,389.06543,389.41583,384.41208,395.31967,390.9323565868955,391.47025
392.65338,393.75717,368.57928,395.15308,389.0602,389.4293,384.42587,395.34778,390.9318742047111,391.48718
392.6541,393.7669,368.58554,395.17572,389.0576,389.44342,384.43964,395.37585,390.92616232833893,391.50162
392.6562,393.76132,368.5932,395.192,389.05777,389.4579,384.4534,395.404,390.9321801766602,391.51093
392.7156,393.76956,368.6098,395.2074,389.04367,389.4723,384.46716,395.4321,390.95615516867383,391.52414
392.9222,393.8344,368.71246,395.23602,389.1052,389.4873,384.4809,395.46017,390.9862883238894,391.5495
392.9807,393.9386,368.7797,395.29572,389.1847,389.5045,384.49466,395.4883,391.00422409214985,391.60236
392.98138,394.0027,368.78372,395.33276,389.19345,389.52405,384.50842,395.51642,391.0043251869493,391.6408
392.9803,394.02692,368.78424,395.34674,389.1957,389.546,384.5222,395.54453,391.00108291429325,391.66052
392.9957,394.02792,368.78958,395.35403,389.1772,389.56943,384.53595,395.57263,391.0160992281675,391.67087
393.00137,394.07175,368.84143,395.3689,389.19055,389.59378,384.54968,395.6007,391.05640274174334,391.69415
393.2238,394.18146,368.97852,395.3874,389.35068,389.61832,384.56345,395.62885,391.10522934380623,391.7359
393.23138,394.2267,368.97156,395.44928,389.36487,389.64423,384.57724,395.65695,391.13499514054166,391.78146
393.19305,394.25528,368.95828,395.47778,389.34372,389.6724,384.591,395.68503,391.13119253546813,391.80743
393.09827,394.23404,368.9415,395.47946,389.3049,389.70157,384.60477,395.71317,391.1048420440832,391.8068
393.07108,394.19156,368.92206,395.45978,389.2256,389.72968,384.61853,395.74124,391.0822617452462,391.7917
393.0382,394.19528,368.9078,395.4607,389.24243,389.75595,384.63226,395.76935,391.0820735497276,391.80618
393.0151,394.2249,368.90073,395.47128,389.23038,389.77933,384.64603,395.7975,391.10103017567747,391.83038
393.009,394.24527,368.89868,395.48465,389.22665,389.79965,384.6598,395.82556,391.1209455474673,391.8517
392.97018,394.23325,368.89365,395.50107,389.2069,389.81683,384.67355,395.85367,391.1283925959972,391.86023
392.97464,394.23444,368.88586,395.50955,389.2086,389.83075,384.68732,395.8818,391.1272157117922,391.872
392.98578,394.2442,368.87927,395.52454,389.20206,389.8421,384.70105,395.90988,391.13227408460386,391.88797
393.03265,394.2705,368.87527,395.54272,389.2069,389.8516,384.71484,395.93802,391.1521693101149,391.91248
393.05963,394.30823,368.87433,395.56845,389.22388,389.86023,384.7286,395.96613,391.1794822980781,391.94388
393.0859,394.33167,368.87405,395.5908,389.23743,389.86847,384.74237,395.9942,391.1985998391777,391.96814
393.0996,394.35052,368.8752,395.6111,389.2383,389.87686,384.75613,396.02234,391.20266310250213,391.9871
393.09512,394.35974,368.87805,395.62857,389.23773,389.88544,384.76987,396.0504,391.20159217495836,392.001
393.1122,394.35037,368.88303,395.64206,389.228,389.89423,384.78363,396.07852,391.21234768764685,392.00818
393.1392,394.37537,368.91003,395.66037,389.22498,389.90326,384.7974,396.10666,391.241151222308,392.0268
