step,forecast_tb
573,412.27862683097555
574,412.30673218475386
575,412.3348375385321
576,412.36294289231046
577,412.3910482460887
578,412.419153599867
579,412.44725895364525
580,412.47536430742355
581,412.5034696612018
582,412.53157501498015
583,412.5596803687584
584,412.5877857225367
585,412.615891076315
586,412.64399643009324
587,412.67210178387154
588,412.70020713764984
589,412.72831249142814
590,412.7564178452064
591,412.7845231989847
592,412.81262855276293
593,412.84073390654123
594,412.8688392603195
595,412.89694461409783
596,412.9250499678761
597,412.9531553216544
598,412.9812606754326
599,413.0093660292109
600,413.0374713829892
601,413.0655767367675
602,413.0936820905458
603,413.12178744432407
604,413.14989279810237
605,413.1779981518806
606,413.2061035056589
607,413.23420885943716
608,413.2623142132155
609,413.29041956699376
610,413.31852492077206
611,413.3466302745503
612,413.3747356283286
613,413.40284098210685
614,413.4309463358852
615,413.45905168966345
616,413.48715704344175
617,413.51526239722006
618,413.5433677509983
619,413.5714731047766
620,413.5995784585549
621,413.6276838123332
622,413.65578916611145
623,413.68389451988975
624,413.711999873668
625,413.7401052274463
626,413.76821058122454
627,413.7963159350029
628,413.82442128878114
629,413.85252664255944
630,413.88063199633774
631,413.908737350116
632,413.9368427038943
633,413.9649480576726
634,413.9930534114509
635,414.02115876522913
636,414.04926411900743
637,414.07736947278573
638,414.105474826564
639,414.13358018034234
640,414.1616855341206
641,414.1897908878989
642,414.2178962416771
643,414.2460015954554
644,414.2741069492337
645,414.302212303012
646,414.3303176567903
647,414.3584230105686
648,414.3865283643469
649,414.4146337181251
650,414.4427390719034
651,414.47084442568166
652,414.49894977946
653,414.5270551332383
654,414.55516048701656
655,414.58326584079487
656,414.6113711945731
657,414.6394765483514
658,414.6675819021297
659,414.695687255908
660,414.72379260968626
661,414.75189796346456
662,414.78000331724286
663,414.8081086710211
664,414.83621402479946
665,414.8643193785777
666,414.892424732356
667,414.92053008613425
668,414.94863543991255
669,414.97674079369085
670,415.00484614746915
671,415.03295150124745
672,415.0610568550257
673,415.089162208804
674,415.11726756258224
675,415.14537291636054
676,415.1734782701389
677,415.20158362391714
678,415.22968897769545
679,415.2577943314737
680,415.285899685252
681,415.31400503903023
682,415.34211039280854
683,415.37021574658684
684,415.39832110036514
685,415.42642645414344
686,415.4545318079217
687,415.4826371617
688,415.5107425154782
689,415.5388478692566
690,415.56695322303483
691,415.59505857681313
692,415.6231639305914
693,415.6512692843697
694,415.679374638148
695,415.7074799919263
696,415.7355853457046
697,415.7636906994828
698,415.7917960532611
699,415.81990140703937
700,415.84800676081767
701,415.876112114596
702,415.90421746837427
703,415.93232282215257
704,415.9604281759308
705,415.9885335297091
706,416.01663888348736
707,416.04474423726566
708,416.072849591044
709,416.10095494482226
710,416.12906029860056
711,416.1571656523788
712,416.1852710061571
713,416.21337635993535
714,416.2414817137137
715,416.26958706749195
716,416.29769242127026
717,416.32579777504856
718,416.3539031288268
719,416.3820084826051
720,416.4101138363834
721,416.4382191901617
722,416.46632454393995
723,416.49442989771825
724,416.5225352514965
725,416.5506406052748
726,416.57874595905315
727,416.6068513128314
728,416.6349566666097
729,416.66306202038794
730,416.69116737416624
731,416.7192727279445
732,416.7473780817228
733,416.77548343550114
734,416.8035887892794
735,416.8316941430577
736,416.85979949683593
737,416.88790485061423
738,416.9160102043925
739,416.94411555817084
740,416.97222091194914
741,417.0003262657274
742,417.0284316195057
743,417.0565369732839
744,417.0846423270622
745,417.1127476808405
746,417.14085303461883
747,417.1689583883971
748,417.1970637421754
749,417.2251690959537
750,417.2532744497319
751,417.2813798035103
752,417.3094851572885
753,417.3375905110668
754,417.36569586484507
755,417.39380121862337
756,417.4219065724016
757,417.4500119261799
758,417.47811727995827
759,417.5062226337365
760,417.5343279875148
761,417.56243334129306
762,417.59053869507136
763,417.6186440488496
764,417.64674940262796
765,417.67485475640626
766,417.7029601101845
767,417.7310654639628
768,417.75917081774105
769,417.78727617151935
770,417.81538152529765
771,417.84348687907595
772,417.87159223285425
773,417.8996975866325
774,417.9278029404108
775,417.95590829418904
776,417.9840136479674
777,418.01211900174565
778,418.04022435552395
779,418.0683297093022
780,418.0964350630805
781,418.1245404168588
782,418.15264577063704
783,418.1807511244154
784,418.20885647819364
785,418.23696183197194
786,418.2650671857502
787,418.2931725395285
788,418.3212778933067
789,418.3493832470851
790,418.3774886008634
791,418.40559395464163
792,418.43369930841993
793,418.4618046621982
794,418.4899100159765
795,418.5180153697548
796,418.5461207235331
797,418.5742260773114
798,418.6023314310896
799,418.6304367848679
800,418.65854213864617
801,418.6866474924245
802,418.71475284620277
803,418.7428581999811
804,418.7709635537594
805,418.7990689075376
806,418.8271742613159
807,418.85527961509416
808,418.8833849688725
809,418.91149032265076
810,418.93959567642906
811,418.9677010302073
812,418.9958063839856
813,419.0239117377639
814,419.0520170915422
815,419.0801224453205
816,419.10822779909876
817,419.13633315287706
818,419.1644385066553
819,419.1925438604336
820,419.2206492142119
821,419.2487545679902
822,419.2768599217685
823,419.30496527554675
824,419.33307062932505
825,419.3611759831033
826,419.38928133688165
827,419.4173866906599
828,419.4454920444382
829,419.4735973982165
830,419.50170275199474
831,419.52980810577304
832,419.5579134595513
833,419.58601881332964
834,419.6141241671079
835,419.6422295208862
836,419.6703348746645
837,419.69844022844273
838,419.72654558222104
839,419.75465093599934
840,419.78275628977764
841,419.8108616435559
842,419.8389669973342
843,419.8670723511124
844,419.8951777048907
845,419.9232830586691
846,419.95138841244733
847,419.97949376622563
848,420.0075991200039
849,420.0357044737822
850,420.0638098275604
851,420.0919151813388
852,420.120020535117
853,420.1481258888953
854,420.1762312426736
855,420.20433659645187
856,420.23244195023017
857,420.2605473040084
858,420.28865265778677
859,420.316758011565
860,420.3448633653433
861,420.3729687191216
862,420.40107407289986
863,420.42917942667816
864,420.45728478045646
865,420.48539013423476
866,420.513495488013
867,420.5416008417913
868,420.5697061955696
869,420.59781154934785
870,420.6259169031262
871,420.65402225690445
872,420.68212761068276
873,420.710232964461
874,420.7383383182393
875,420.76644367201754
876,420.7945490257959
877,420.8226543795742
878,420.85075973335245
879,420.87886508713075
880,420.906970440909
881,420.9350757946873
882,420.96318114846554
883,420.9912865022439
884,421.01939185602214
885,421.04749720980044
886,421.07560256357874
887,421.103707917357
888,421.1318132711353
889,421.1599186249136
890,421.1880239786919
891,421.21612933247013
892,421.24423468624843
893,421.27234004002673
894,421.300445393805
895,421.32855074758334
896,421.3566561013616
897,421.3847614551399
898,421.4128668089181
899,421.4409721626964
900,421.4690775164747
901,421.497182870253
902,421.5252882240313
903,421.5533935778096
904,421.5814989315879
905,421.6096042853661
906,421.6377096391444
907,421.66581499292266
908,421.693920346701
909,421.7220257004793
910,421.75013105425757
911,421.77823640803587
912,421.8063417618141
913,421.8344471155924
914,421.8625524693707
915,421.890657823149
916,421.91876317692726
917,421.94686853070556
918,421.97497388448386
919,422.0030792382621
920,422.03118459204046
921,422.0592899458187
922,422.087395299597
923,422.11550065337525
924,422.14360600715355
925,422.17171136093185
926,422.19981671471015
927,422.22792206848845
928,422.2560274222667
929,422.284132776045
930,422.31223812982324
931,422.34034348360154
932,422.3684488373799
933,422.39655419115815
934,422.42465954493645
935,422.4527648987147
936,422.480870252493
937,422.50897560627124
938,422.53708096004954
939,422.56518631382784
940,422.59329166760614
941,422.62139702138444
942,422.6495023751627
943,422.677607728941
944,422.7057130827192
945,422.7338184364976
946,422.76192379027583
947,422.79002914405413
948,422.8181344978324
949,422.8462398516107
950,422.874345205389
951,422.9024505591673
952,422.9305559129456
953,422.9586612667238
954,422.9867666205021
955,423.01487197428037
956,423.04297732805867
957,423.071082681837
958,423.09918803561527
959,423.12729338939357
960,423.1553987431718
961,423.1835040969501
962,423.21160945072836
963,423.23971480450666
964,423.267820158285
965,423.29592551206326
966,423.32403086584156
967,423.3521362196198
968,423.3802415733981
969,423.40834692717635
970,423.4364522809547
971,423.46455763473296
972,423.49266298851126
973,423.52076834228956
974,423.5488736960678
975,423.5769790498461
976,423.6050844036244
977,423.6331897574027
978,423.66129511118095
979,423.68940046495925
980,423.7175058187375
981,423.7456111725158
982,423.77371652629415
983,423.8018218800724
984,423.8299272338507
985,423.85803258762894
986,423.88613794140724
987,423.9142432951855
988,423.9423486489638
989,423.97045400274214
990,423.9985593565204
991,424.0266647102987
992,424.05477006407693
993,424.08287541785523
994,424.1109807716335
995,424.13908612541184
996,424.16719147919014
997,424.1952968329684
998,424.2234021867467
999,424.2515075405249
1000,424.2796128943032
1001,424.3077182480815
1002,424.33582360185983
1003,424.3639289556381
1004,424.3920343094164
1005,424.4201396631947
1006,424.4482450169729
1007,424.4763503707513
1008,424.5044557245295
1009,424.5325610783078
1010,424.56066643208607
1011,424.58877178586437
1012,424.6168771396426
1013,424.6449824934209
1014,424.67308784719927
1015,424.7011932009775
1016,424.7292985547558
1017,424.75740390853406
1018,424.78550926231236
1019,424.8136146160906
1020,424.84171996986896
1021,424.86982532364726
1022,424.8979306774255
1023,424.9260360312038
1024,424.95414138498205
1025,424.98224673876035
1026,425.01035209253865
1027,425.03845744631695
1028,425.06656280009526
1029,425.0946681538735
1030,425.1227735076518
1031,425.15087886143004
1032,425.1789842152084
1033,425.20708956898665
1034,425.23519492276495
1035,425.2633002765432
1036,425.2914056303215
1037,425.3195109840998
1038,425.34761633787804
1039,425.3757216916564
1040,425.40382704543464
1041,425.43193239921294
1042,425.4600377529912
1043,425.4881431067695
1044,425.51624846054773
1045,425.5443538143261
1046,425.5724591681044
1047,425.60056452188263
1048,425.62866987566093
1049,425.6567752294392
1050,425.6848805832175
1051,425.7129859369957
1052,425.7410912907741
1053,425.7691966445524
1054,425.7973019983306
1055,425.8254073521089
1056,425.85351270588717
1057,425.8816180596655
1058,425.90972341344377
1059,425.9378287672221
1060,425.9659341210004
1061,425.9940394747786
1062,426.0221448285569
1063,426.05025018233516
1064,426.0783555361135
1065,426.10646088989176
1066,426.13456624367006
1067,426.1626715974483
1068,426.1907769512266
1069,426.2188823050049
1070,426.2469876587832
1071,426.2750930125615
1072,426.30319836633976
1073,426.33130372011806
1074,426.3594090738963
1075,426.3875144276746
1076,426.41561978145285
1077,426.4437251352312
1078,426.4718304890095
1079,426.49993584278775
1080,426.52804119656605
1081,426.5561465503443
1082,426.58425190412265
1083,426.6123572579009
1084,426.6404626116792
1085,426.6685679654575
1086,426.69667331923574
1087,426.72477867301404
1088,426.7528840267923
1089,426.78098938057065
1090,426.8090947343489
1091,426.8372000881272
1092,426.8653054419055
1093,426.89341079568374
1094,426.92151614946204
1095,426.94962150324034
1096,426.97772685701864
1097,427.0058322107969
1098,427.0339375645752
1099,427.0620429183534
1100,427.0901482721317
1101,427.1182536259101
1102,427.14635897968833
1103,427.17446433346663
1104,427.2025696872449
1105,427.2306750410232
1106,427.2587803948014
1107,427.2868857485798
1108,427.314991102358
1109,427.3430964561363
1110,427.3712018099146
1111,427.39930716369287
1112,427.42741251747117
1113,427.4555178712494
1114,427.48362322502777
1115,427.511728578806
1116,427.5398339325843
1117,427.5679392863626
1118,427.59604464014086
1119,427.62414999391916
1120,427.65225534769746
1121,427.68036070147576
1122,427.708466055254
1123,427.7365714090323
1124,427.7646767628106
1125,427.79278211658885
1126,427.8208874703672
1127,427.84899282414545
1128,427.87709817792376
1129,427.905203531702
1130,427.9333088854803
1131,427.96141423925854
1132,427.9895195930369
1133,428.0176249468152
1134,428.04573030059345
1135,428.07383565437175
1136,428.10194100815
1137,428.1300463619283
1138,428.15815171570654
1139,428.1862570694849
1140,428.21436242326314
1141,428.24246777704144
1142,428.27057313081974
1143,428.298678484598
1144,428.3267838383763
1145,428.3548891921546
1146,428.3829945459329
1147,428.41109989971113
1148,428.43920525348943
1149,428.46731060726773
1150,428.495415961046
1151,428.52352131482434
1152,428.5516266686026
1153,428.5797320223809
1154,428.6078373761591
1155,428.6359427299374
1156,428.6640480837157
1157,428.692153437494
1158,428.72025879127233
1159,428.7483641450506
1160,428.7764694988289
1161,428.8045748526071
1162,428.8326802063854
1163,428.86078556016366
1164,428.888890913942
1165,428.9169962677203
1166,428.94510162149857
1167,428.97320697527687
1168,429.0013123290551
1169,429.0294176828334
1170,429.0575230366117
1171,429.08562839039
1172,429.11373374416826
1173,429.14183909794656
1174,429.16994445172486
1175,429.1980498055031
1176,429.22615515928146
1177,429.2542605130597
1178,429.282365866838
1179,429.31047122061625
1180,429.33857657439455
1181,429.36668192817285
1182,429.39478728195115
1183,429.42289263572945
1184,429.4509979895077
1185,429.479103343286
1186,429.50720869706424
1187,429.53531405084254
1188,429.5634194046209
1189,429.59152475839915
1190,429.61963011217745
1191,429.6477354659557
1192,429.675840819734
1193,429.70394617351224
1194,429.73205152729054
1195,429.76015688106884
1196,429.78826223484714
1197,429.81636758862544
1198,429.8444729424037
1199,429.872578296182
1200,429.90068364996023
1201,429.9287890037386
1202,429.95689435751683
1203,429.98499971129513
1204,430.0131050650734
1205,430.0412104188517
1206,430.06931577263
1207,430.0974211264083
1208,430.1255264801866
1209,430.1536318339648
1210,430.1817371877431
1211,430.20984254152137
1212,430.23794789529967
1213,430.266053249078
1214,430.29415860285627
1215,430.3222639566346
1216,430.3503693104128
1217,430.3784746641911
1218,430.40658001796936
1219,430.43468537174766
1220,430.462790725526
1221,430.49089607930426
1222,430.51900143308256
1223,430.5471067868608
1224,430.5752121406391
1225,430.60331749441735
1226,430.6314228481957
1227,430.65952820197396
1228,430.68763355575226
1229,430.71573890953056
1230,430.7438442633088
1231,430.7719496170871
1232,430.80005497086535
1233,430.8281603246437
1234,430.85626567842195
1235,430.88437103220025
1236,430.9124763859785
1237,430.9405817397568
1238,430.96868709353515
1239,430.9967924473134
1240,431.0248978010917
1241,431.05300315486994
1242,431.08110850864824
1243,431.1092138624265
1244,431.1373192162048
1245,431.16542456998314
1246,431.1935299237614
1247,431.2216352775397
1248,431.24974063131793
1249,431.27784598509623
1250,431.3059513388745
1251,431.33405669265284
1252,431.3621620464311
1253,431.3902674002094
1254,431.4183727539876
1255,431.4464781077659
1256,431.47458346154417
1257,431.5026888153225
1258,431.5307941691008
1259,431.5588995228791
1260,431.5870048766573
1261,431.6151102304356
1262,431.64321558421386
1263,431.67132093799216
1264,431.69942629177046
1265,431.72753164554877
1266,431.755636999327
1267,431.7837423531053
1268,431.81184770688355
1269,431.83995306066186
1270,431.8680584144401
1271,431.89616376821846
1272,431.9242691219967
1273,431.952374475775
1274,431.98047982955325
1275,432.00858518333155
1276,432.0366905371098
1277,432.06479589088815
1278,432.0929012446664
1279,432.1210065984447
1280,432.14911195222294
1281,432.17721730600124
1282,432.2053226597795
1283,432.2334280135578
1284,432.2615333673361
1285,432.2896387211144
1286,432.31774407489263
1287,432.34584942867093
1288,432.3739547824492
1289,432.4020601362275
1290,432.4301654900058
1291,432.4582708437841
1292,432.4863761975623
1293,432.5144815513406
1294,432.54258690511887
1295,432.57069225889717
1296,432.5987976126754
1297,432.62690296645377
1298,432.655008320232
1299,432.6831136740103
1300,432.71121902778856
1301,432.73932438156686
1302,432.7674297353451
1303,432.79553508912346
1304,432.8236404429017
1305,432.85174579668
1306,432.87985115045825
1307,432.90795650423655
1308,432.9360618580148
1309,432.9641672117931
1310,432.9922725655714
1311,433.0203779193497
1312,433.04848327312794
1313,433.07658862690624
1314,433.1046939806845
1315,433.1327993344628
1316,433.1609046882411
1317,433.1890100420194
1318,433.21711539579763
1319,433.24522074957594
1320,433.2733261033542
1321,433.3014314571325
1322,433.3295368109107
1323,433.3576421646891
1324,433.3857475184673
1325,433.4138528722456
1326,433.44195822602387
1327,433.4700635798022
1328,433.4981689335804
1329,433.5262742873588
1330,433.554379641137
1331,433.5824849949153
1332,433.61059034869356
1333,433.63869570247186
1334,433.6668010562501
1335,433.69490641002847
1336,433.7230117638067
1337,433.751117117585
1338,433.77922247136325
1339,433.80732782514156
1340,433.8354331789198
1341,433.8635385326981
1342,433.8916438864764
1343,433.9197492402547
1344,433.94785459403295
1345,433.97595994781125
1346,434.0040653015895
1347,434.0321706553678
1348,434.06027600914604
1349,434.0883813629244
1350,434.11648671670264
1351,434.14459207048094
1352,434.1726974242592
1353,434.2008027780375
1354,434.22890813181573
1355,434.2570134855941
1356,434.28511883937233
1357,434.31322419315063
1358,434.3413295469289
1359,434.3694349007072
1360,434.3975402544854
1361,434.4256456082638
1362,434.453750962042
1363,434.4818563158203
1364,434.50996166959857
1365,434.53806702337687
1366,434.5661723771551
1367,434.5942777309334
1368,434.6223830847117
1369,434.65048843849
1370,434.67859379226826
