epoch,loss_total,val_loss_total,data_loss,val_data_loss,phys_loss,val_phys_loss
1,0.03773694112896919,0.004698632284998894,0.03773685172200203,0.004698354285210371,0.0001105754854506813,0.00027875046362169087
2,0.001674096449278295,0.004141929559409618,0.0016738121630623937,0.004141679033637047,0.0002844830451067537,0.00025018799351528287
3,0.0015896055847406387,0.00414291163906455,0.001589330262504518,0.004142662975937128,0.00027533178217709064,0.0002486960729584098
4,0.001575489528477192,0.0041595944203436375,0.001575215719640255,0.004159347154200077,0.0002741183852776885,0.0002473604981787503
5,0.0015787361189723015,0.004164158832281828,0.0015784621937200427,0.004163909703493118,0.0002738952462095767,0.00024874231894500554
6,0.0015726742567494512,0.004160414915531874,0.0015724009135738015,0.004160168580710888,0.0002736384922172874,0.0002463712589815259
7,0.0015889316564425826,0.004159590229392052,0.0015886586625128984,0.004159343428909779,0.000272918347036466,0.0002461530966684222
8,0.0015747749712318182,0.004165741614997387,0.0015745031414553523,0.004165494814515114,0.00027192692505195737,0.00024680583737790585
9,0.0015763806877657771,0.004170623142272234,0.0015761090908199549,0.004170376807451248,0.00027179933385923505,0.00024617608869448304
10,0.0015709225554019213,0.004171520005911589,0.00157065165694803,0.004171276465058327,0.000271029828581959,0.00024352117907255888
11,0.0015750518068671227,0.004175221547484398,0.0015747817233204842,0.004174979403614998,0.0002701359335333109,0.00024256427423097193
12,0.0015750039601698518,0.004177107010036707,0.0015747363213449717,0.004176866263151169,0.0002676444419194013,0.0002399665245320648
13,0.001573321409523487,0.004180064424872398,0.001573056448251009,0.004179826937615871,0.0002651112445164472,0.00023729586973786354
14,0.0015706486301496625,0.004181384574621916,0.0015703861135989428,0.004181148950010538,0.00026233564130961895,0.00023583673464599997
15,0.0015725018456578255,0.004182986915111542,0.0015722386306151748,0.004182749893516302,0.00026351449196226895,0.00023692207469139248
16,0.0015726285055279732,0.004184977151453495,0.0015723647084087133,0.004184739198535681,0.0002639625163283199,0.0002372970775468275
17,0.0015641292557120323,0.004187820013612509,0.0015638649929314852,0.004187582526355982,0.0002645282365847379,0.0002370637230342254
18,0.0015738173387944698,0.004189271479845047,0.0015735530760139227,0.004189032129943371,0.0002645823115017265,0.00024038032279349864
19,0.0015714912442490458,0.004189884755760431,0.0015712268650531769,0.0041896444745361805,0.0002644422638695687,0.0002400224475422874
20,0.0015699799405410886,0.004191916435956955,0.0015697152120992541,0.004191676154732704,0.00026470792363397777,0.0002406695275567472
21,0.0015618851175531745,0.004191841930150986,0.0015616205055266619,0.004191603045910597,0.0002646528882905841,0.00023972109192982316
22,0.0015715431654825807,0.004193372558802366,0.001571278553456068,0.004193132743239403,0.00026475373306311667,0.00024003579164855182
23,0.0015648123808205128,0.004194329958409071,0.001564547885209322,0.004194090608507395,0.00026459613582119346,0.000239723056438379
24,0.0015816186787560582,0.004195699002593756,0.001581353833898902,0.004195458721369505,0.0002647389774210751,0.00024010465131141245
25,0.0015568468952551484,0.004197006579488516,0.001556582166813314,0.00419676722958684,0.00026485411217436194,0.00023980403784662485
26,0.0015680897049605846,0.004199351649731398,0.0015678253257647157,0.004199110437184572,0.0002645993954502046,0.00024076641420833766
27,0.0015636332100257277,0.0042005437426269054,0.0015633682487532496,0.004200303461402655,0.0002650300448294729,0.00024037284310907125
28,0.0015591473784297705,0.004202727228403091,0.0015588824171572924,0.004202486481517553,0.00026489864103496075,0.00024089061480481178
29,0.0015721620293334126,0.00420417869463563,0.0015718968352302909,0.004203938879072666,0.00026515097124502063,0.00024042135919444263
30,0.0015511864330619574,0.004205983132123947,0.0015509212389588356,0.004205742850899696,0.00026512512704357505,0.00024053116794675589
31,0.0015754422638565302,0.004208097234368324,0.001575177302584052,0.004207856487482786,0.00026487631839700043,0.0002407957217656076
32,0.0015579545870423317,0.004209782928228378,0.00155768939293921,0.004209541250020266,0.00026518222875893116,0.0002409598237136379
