time_index,y_true_tb,y_pred_tb
307,390.60413081792,379.7916906050159
308,390.56638211792,379.8103033507936
309,390.55460452352,379.8289160965714
310,390.49993322112,379.84752884234905
311,390.59777785152,379.8661415881268
312,390.53496401472,379.88475433390454
313,390.43718649312,379.90336707968225
314,390.19524808432,379.92197982546
315,389.98235660112,379.94059257123774
316,389.88047425792,379.9592053170155
317,389.64653298112,379.9778180627932
318,389.45572029312,379.99643080857095
319,389.32769907232,380.01504355434867
320,389.14477166832,380.0336563001264
321,389.02244351072,380.0522690459041
322,388.95824275872,380.07088179168187
323,388.74740927872,380.0894945374596
324,388.58661659392,380.1081072832373
325,388.44454726432,380.1267200290151
326,388.25662025472,380.14533277479273
327,388.18033991872,380.1639455205705
328,388.16566546112,380.1825582663482
329,388.30333916432,380.20117101212594
330,388.37972016352,380.2197837579037
331,388.38824298112,380.23839650368143
332,388.38256110272,380.25700924945914
333,388.38904828672,380.27562199523686
334,388.40032256512,380.29423474101463
335,388.39209055232,380.3128474867923
336,388.40694396672,380.33146023257007
337,388.40667553152,380.35007297834784
338,388.40372274432,380.3686857241255
339,388.40394644032,380.38729846990327
340,388.40797296832,380.405911215681
341,388.40889012192,380.4245239614587
342,388.43429080272,380.4431367072364
343,388.44680659392,380.4617494530142
344,388.43435791152,380.48036219879185
345,388.39723556032,380.4989749445696
346,388.38108470912,380.5175876903474
347,388.35952041472,380.53620043612506
348,388.32833719232,380.55481318190283
349,388.31591087952,380.57342592768055
350,388.30237727152,380.59203867345826
351,388.31022900112,380.610651419236
352,388.32753188672,380.62926416501375
353,388.50572812032,380.6478769107914
354,388.55972833472,380.6664896565692
355,388.57353037792,380.68510240234696
356,388.55515375152,380.7037151481246
357,388.53974109712,380.7223278939024
358,388.54626183552,380.7409406396801
359,388.54183265472,380.7595533854578
360,388.51160014032,380.77816613123554
361,388.49690331312,380.7967788770133
362,388.48895092032,380.815391622791
363,388.48564021952,380.83400436856874
364,388.47373959232,380.8526171143465
365,388.45687291392,380.8712298601242
366,388.45159368832,380.88984260590195
367,388.45748807792,380.90845535167966
368,388.45700713152,380.9270680974574
369,388.46134683392,380.94568084323515
370,388.47092102272,380.96429358901287
371,388.48702713472,380.9829063347906
372,388.49226162112,381.0015190805683
373,388.47547323632,381.0201318263461
374,388.46761032192,381.03874457212373
375,388.47485807232,381.0573573179015
376,388.49678028032,381.0759700636792
377,388.64503480432,381.09458280945694
378,388.65825523792,381.1131955552347
379,388.63041627072,381.1318083010124
380,388.58877526032,381.15042104679014
381,388.57302706192,381.16903379256786
382,388.55149632192,381.18764653834563
383,388.77774245632,381.20625928412335
384,388.77563971392,381.22487202990106
385,388.72644896352,381.24348477567884
386,388.68485269232,381.26209752145655
387,388.65472084112,381.28071026723427
388,388.65743874752,381.299323013012
389,388.66762810032,381.31793575878976
390,388.71199820192,381.3365485045674
391,388.72573313632,381.3551612503452
392,388.72684043152,381.37377399612296
393,388.81023430032,381.3923867419006
394,388.94011219792,381.4109994876784
395,389.06156794112,381.4296122334561
396,389.09517826512,381.4482249792338
397,389.10147530752,381.46683772501154
398,389.11131793152,381.4854504707893
399,389.13189796352,381.504063216567
400,389.14701981312,381.52267596234475
401,389.33089792512,381.5412887081225
402,389.36530236992,381.5599014539002
403,389.37883597792,381.57851419967795
404,389.37353438272,381.59712694545567
405,389.38141966672,381.6157396912334
406,389.38489813952,381.6343524370111
407,389.61816832832,381.6529651827889
408,389.64640994832,381.67157792856653
409,389.60049634432,381.6901906743443
410,389.49798765232,381.7088034201221
411,389.45973563632,381.72741616589974
412,389.44334990432,381.7460289116775
413,389.43582253392,381.76464165745523
414,389.45422152992,381.78325440323295
415,389.46381808832,381.80186714901066
416,389.46804594272,381.82047989478843
417,389.48046107072,381.83909264056615
418,389.50690193792,381.85770538634387
419,389.53856610672,381.87631813212164
420,389.56244565472,381.8949308778993
421,389.56941378512,381.91354362367707
422,389.56698668352,381.9321563694548
423,389.57799252672,381.9507691152325
424,389.59324859392,381.9693818610103
425,389.77019212992,381.987994606788
426,389.82053491472,382.0066073525657
427,389.83577979712,382.0252200983434
428,389.83703249472,382.0438328441212
429,389.84763568512,382.06244558989886
430,389.87090006912,382.08105833567663
431,390.09103930272,382.0996710814544
432,390.08256122432,382.11828382723206
433,390.03537255312,382.13689657300984
434,389.91851376272,382.15550931878755
435,389.82923668912,382.17412206456527
436,389.78973197552,382.192734810343
437,389.66385823632,382.21134755612076
438,389.60145823712,382.2299603018984
439,389.55781514752,382.2485730476762
440,389.52912613552,382.26718579345396
441,389.53820819312,382.2857985392316
442,389.56565569232,382.3044112850094
443,389.60058582272,382.3230240307871
444,389.63619822592,382.3416367765649
445,389.65196879392,382.36024952234254
446,389.65563740832,382.3788622681203
447,389.65758356352,382.3974750138981
448,389.67411469792,382.41608775967575
449,389.84830677312,382.4347005054535
450,389.88154799872,382.45331325123124
451,389.90069637632,382.47192599700895
452,389.91537083392,382.49053874278667
453,389.93111903232,382.50915148856444
454,389.94726988352,382.5277642343421
455,390.16993688192,382.5463769801199
456,390.19673566272,382.56498972589765
457,390.16558599472,382.5836024716753
458,390.06701435232,382.6022152174531
459,390.02242055472,382.6208279632308
460,389.99905550752,382.6394407090085
461,390.00514003872,382.6580534547862
462,390.02075401952,382.676666200564
463,390.01758872112,382.69527894634166
464,390.02493713472,382.71389169211943
465,390.05421894112,382.7325044378972
466,390.09103930272,382.75111718367486
467,390.13281453072,382.76972992945264
468,390.15682829632,382.78834267523035
469,390.16318126272,382.80695542100807
470,390.16693935552,382.8255681667858
471,390.18143485632,382.84418091256356
472,390.18742990912,382.8627936583413
473,390.36798613552,382.881406404119
474,390.40602564032,382.90001914989676
475,390.40553350912,382.9186318956744
476,390.42271336192,382.9372446414522
477,390.43424489072,382.9558573872299
478,390.44745413952,382.9744701330076
479,390.69302760832,382.9930828787854
480,390.69530930752,383.0116956245631
481,390.64709163472,383.0303083703409
482,390.56685187952,383.04892111611855
483,390.51867894592,383.0675338618963
484,390.50661054672,383.08614660767404
485,390.49945227472,383.10475935345175
486,390.52055799232,383.1233720992295
487,390.52108367792,383.14198484500724
488,390.51666568192,383.16059759078496
489,390.51543535392,383.1792103365627
490,390.51975268672,383.19782308234045
491,390.54037745792,383.2164358281181
492,390.55832906192,383.2350485738959
493,390.55505191552,383.2536613196736
494,390.56052128272,383.27227406545137
495,390.56927898112,383.2908868112291
496,390.58462452672,383.3094995570068
497,390.75848105792,383.3281123027846
498,390.77490034432,383.34672504856223
499,390.78299813952,383.36533779434
500,390.80004377472,383.3839505401177
501,390.80800735232,383.40256328589544
502,390.82176465632,383.4211760316732
503,390.84030905472,383.43978877745093
504,390.83337447872,383.45840152322864
505,390.83932479232,383.47701426900636
506,390.84455927872,383.49562701478413
507,390.84778050112,383.5142397605618
508,390.85914425792,383.53285250633957
509,390.85717573312,383.55146525211734
510,390.87061986272,383.570077997895
511,390.86925531712,383.58869074367277
512,390.84788116432,383.6073034894505
513,390.79785155392,383.62591623522826
514,390.78003416752,383.6445289810059
515,390.77132120832,383.6631417267837
516,390.76568406912,383.68175447256147
517,390.75861527552,383.7003672183391
518,390.75745205632,383.7189799641169
519,390.76631041792,383.7375927098946
520,390.77870317632,383.75620545567233
521,390.95072540032,383.77481820145005
522,390.97403452352,383.7934309472278
523,390.97054486592,383.8120436930055
524,390.97657347312,383.83065643878325
525,390.95859949952,383.849269184561
526,390.95121753152,383.86788193033874
527,390.94839896192,383.88649467611646
528,390.94788446112,383.9051074218942
529,390.95698888832,383.92372016767195
530,390.95777182432,383.9423329134496
531,390.97179756352,383.9609456592274
532,390.98203165552,383.97955840500515
533,390.94407044432,383.9981711507828
534,390.91158978512,384.0167838965606
535,390.90348080512,384.0353966423383
536,390.90229521632,384.054009388116
537,390.91257404752,384.07262213389373
538,390.91941914512,384.0912348796715
539,390.90161294352,384.10984762544916
540,390.86796906512,384.12846037122694
541,390.84443624592,384.1470731170047
542,390.83037695232,384.16568586278237
543,390.82723402352,384.18429860856014
544,390.83118225792,384.20291135433786
545,391.01045223232,384.22152410011563
546,391.00137017472,384.2401368458933
547,390.95612765872,384.25874959167106
548,390.90784287712,384.27736233744884
549,390.89398490992,384.2959750832265
550,390.87712941632,384.31458782900427
551,391.10243602752,384.333200574782
552,391.10762577472,384.3518133205597
553,391.06545907872,384.3704260663374
554,391.02726298672,384.3890388121152
555,391.01674927472,384.40765155789285
556,391.01973561632,384.4262643036706
557,391.03040591552,384.4448770494484
558,391.05525854112,384.4634897952261
559,391.06247273712,384.4821025410038
560,391.07046986912,384.50071528678154
561,391.09077028112,384.5193280325593
562,391.12368714752,384.537940778337
563,391.15110109232,384.55655352411475
564,391.17862688512,384.5751662698925
565,391.18896164032,384.5937790156702
566,391.18726155072,384.61239176144795
567,391.19835687232,384.63100450722567
568,391.21267341632,384.6496172530034
569,391.38987420272,384.6682299987811
570,391.43112374512,384.6868427445589
571,391.43399823872,384.7054554903366
572,391.44048542272,384.7240682361143
573,391.44497052752,384.7426809818921
574,391.45443286832,384.76129372766974
575,391.67473987392,384.7799064734475
576,391.69837335632,384.7985192192252
577,391.65449538592,384.817131965003
578,391.57485960992,384.83574471078066
579,391.54428036672,384.85435745655843
580,391.53259225072,384.8729702023362
581,391.54320662592,384.89158294811386
582,391.56911062272,384.91019569389164
583,391.57001659152,384.92880843966935
584,391.57173905072,384.94742118544707
585,391.59104401552,384.9660339312248
586,391.62315557632,384.98464667700256
587,391.65248212192,385.0032594227803
588,391.67072453072,385.021872168558
589,391.67864336912,385.04048491433576
590,391.67887824992,385.0590976601135
591,391.67970592512,385.0777104058912
592,391.69697525632,385.0963231516689
593,391.87203974592,385.1149358974467
594,391.89794374272,385.1335486432244
595,391.92044756032,385.1521613890021
596,391.92304243392,385.1707741347799
597,391.93594969312,385.18938688055755
598,391.95243608832,385.2079996263353
599,392.19080654592,385.22661237211304
600,392.19630946752,385.24522511789075
601,392.14815890352,385.2638378636685
602,392.05862457952,385.28245060944624
603,391.99892011712,385.30106335522396
604,391.98914460192,385.3196761010017
605,391.99894248672,385.33828884677945
606,392.01672631872,385.3569015925571
607,391.99885300832,385.3755143383349
608,391.96933632112,385.3941270841126
609,391.98185211232,385.41273982989037
610,391.99522913312,385.4313525756681
611,392.00012807552,385.4499653214458
612,392.04173553152,385.4685780672236
613,392.05795349152,385.48719081300123
614,392.08847681072,385.505803558779
615,392.10373287792,385.5244163045567
616,392.08098299472,385.54302905033444
617,392.19323364752,385.5616417961122
618,392.20140973632,385.58025454188993
619,392.09897933792,385.59886728766764
620,392.05122024192,385.61748003344536
621,392.06479858912,385.63609277922313
622,392.05479937792,385.65470552500085
623,392.26864156912,385.67331827077857
624,392.29786745152,385.69193101655634
625,392.24121643952,385.71054376233405
626,392.11354194752,385.72915650811177
627,391.94084863552,385.7477692538895
628,391.85536320912,385.76638199966726
629,391.82416880192,385.7849947454449
630,391.79252700272,385.8036074912227
631,391.76605258112,385.82222023700047
632,391.73394102032,385.8408329827781
633,391.72583204032,385.8594457285559
634,391.73361666112,385.8780584743336
635,391.75369337712,385.89667122011133
636,391.77504516032,385.91528396588905
637,391.76580651552,385.9338967116668
638,391.74966684912,385.9525094574445
639,391.75303347392,385.97112220322225
640,391.74408563392,385.989734949
641,391.90360325152,386.00834769477774
642,391.91713685952,386.02696044055546
643,391.88693789952,386.0455731863332
644,391.86635786752,386.06418593211095
645,391.87624523072,386.0827986778886
646,391.90550466752,386.1014114236664
647,392.10575732672,386.12002416944415
648,392.07336614592,386.1386369152218
649,392.01875076752,386.1572496609996
650,391.92432868592,386.1758624067773
651,391.88118891232,386.194475152555
652,391.84765688192,386.21308789833273
653,391.79773911952,386.2317006441105
654,391.78059282112,386.2503133898883
655,391.77477672512,386.26892613566594
656,391.85477041472,386.2875388814437
657,391.83316138112,386.3061516272214
658,391.82627154432,386.32476437299914
659,391.83323967472,386.34337711877686
660,391.83316138112,386.36198986455463
661,391.83172972672,386.3806026103323
662,391.82906774432,386.39921535611006
663,391.83624838592,386.41782810188784
664,391.83929065152,386.4364408476655
665,391.99789111552,386.45505359344327
666,392.03059547072,386.473666339221
667,392.00294664512,386.4922790849987
668,391.99135919232,386.5108918307764
669,391.98528584592,386.5295045765542
670,391.98384300672,386.54811732233185
671,391.98406670272,386.5667300681096
672,391.95911341392,386.5853428138874
673,391.93149814272,386.6039555596651
674,391.92161077952,386.6225683054428
675,391.91266293952,386.64118105122054
676,391.90501253632,386.6597937969983
677,391.91141024192,386.678406542776
678,391.91038124032,386.69701928855375
679,391.84597916192,386.7156320343315
680,391.77441881152,386.7342447801092
681,391.75504673792,386.75285752588695
682,391.71418866352,386.77147027166467
683,391.68963802752,386.7900830174424
684,391.68667405552,386.8086957632201
685,391.68410155152,386.8273085089979
686,391.68596941312,386.84592125477565
687,391.68256923392,386.8645340005533
688,391.69308294592,386.8831467463311
689,391.86213001312,386.9017594921088
690,391.86388602672,386.9203722378865
691,391.83594639632,386.9389849836642
692,391.79804110912,386.957597729442
693,391.78542465472,386.97621047521966
694,391.78666616752,386.99482322099743
695,391.78059282112,387.0134359667752
696,391.77365824512,387.03204871255286
697,391.75178077632,387.05066145833064
698,391.74484620032,387.06927420410835
699,391.73026122112,387.08788694988607
700,391.72820321792,387.1064996956638
701,391.72082124992,387.12511244144156
702,391.74685946432,387.1437251872193
703,391.72834862032,387.162337932997
704,391.71871850752,387.18095067877476
705,391.69169603072,387.1995634245525
706,391.68053360032,387.2181761703302
707,391.67163049952,387.2367889161079
708,391.66811847232,387.2554016618857
709,391.66579203392,387.2740144076634
710,391.66885666912,387.2926271534411
711,391.67764792192,387.3112398992189
712,391.70198604672,387.32985264499655
713,391.88737410672,387.3484653907743
714,391.87805716832,387.36707813655204
715,391.84233291712,387.38569088232975
716,391.81519859232,387.4043036281075
717,391.76568348272,387.42291637388524
718,391.75245186432,387.441529119663
719,391.97461554672,387.4601418654407
720,391.97118181312,387.47875461121845
721,391.92319902112,387.49736735699616
722,391.85773438672,387.5159801027739
723,391.84852929632,387.5345928485516
724,391.85812585472,387.55320559432937
725,391.87322533472,387.5718183401071
726,391.90312230512,387.5904310858848
727,391.90798769312,387.6090438316626
728,391.93286268832,387.62765657744023
729,391.95880023952,387.646269323218
730,391.98446935552,387.6648820689957
731,392.01230832272,387.68349481477344
732,392.05328942992,387.7021075605512
733,392.05703633792,387.72072030632893
734,392.05627577152,387.73933305210664
735,392.06472029552,387.75794579788436
736,392.08933804032,387.77655854366213
737,392.26811588352,387.79517128943985
738,392.42416621312,387.81378403521757
739,392.43933280192,387.83239678099534
740,392.44259876352,387.85100952677305
741,392.43669318912,387.86962227255077
742,392.44045128192,387.8882350183285
743,392.67331881792,387.90684776410626
744,392.68002969792,387.9254605098839
745,392.62068314912,387.9440732556617
746,392.54017495872,387.96268600143947
747,392.46676911632,387.9812987472171
748,392.44316918832,387.9999114929949
749,392.43772219072,388.0185242387726
750,392.46758560672,388.0371369845504
751,392.49655423872,388.05574973032805
752,392.51460650592,388.0743624761058
753,392.53028759552,388.09297522188353
754,392.55793642112,388.11158796766125
755,392.59296721472,388.130200713439
756,392.62124238912,388.14881345921674
757,392.65338750432,388.16742620499446
758,392.65408096192,388.1860389507722
759,392.65618370432,388.20465169654994
760,392.71559736192,388.2232644423276
761,392.92220298752,388.2418771881054
762,392.98072186112,388.26048993388315
763,392.98139294912,388.2791026796608
764,392.98027446912,388.2977154254386
765,392.99566475392,388.3163281712163
766,393.00139137152,388.334940916994
767,393.22378993472,388.35355366277173
768,393.23137322912,388.3721664085495
769,393.19304291952,388.3907791543273
770,393.09825173952,388.40939190010494
771,393.07106149072,388.4280046458827
772,393.03816699392,388.4466173916604
773,393.01508156672,388.46523013743814
774,393.00898585072,388.48384288321586
775,392.97015222512,388.50245562899363
776,392.97463732992,388.5210683747713
777,392.98577739072,388.53968112054906
778,393.03265288752,388.55829386632684
779,393.05963062512,388.5769066121045
780,393.08590372032,388.59551935788227
781,393.09959391552,388.61413210366
782,393.09511999552,388.63274484943776
783,393.11221036992,388.6513575952154
784,393.13918810752,388.6699703409932
785,393.31903969152,388.68858308677096
786,393.36579215552,388.7071958325486
787,393.37366625472,388.7258085783264
788,393.36565793792,388.7444213241041
789,393.38409048832,388.7630340698818
790,393.38010869952,388.78164681565954
791,393.61387101952,388.8002595614373
792,393.61932920192,388.818872307215
793,393.57178261712,388.83748505299275
794,393.50280595552,388.8560977987705
795,393.44508120272,388.8747105445482
796,393.40726539392,388.89332329032595
797,393.38556688192,388.91193603610367
798,393.38316214992,388.9305487818814
799,393.34552529792,388.9491615276591
800,393.32720459552,388.9677742734369
801,393.34974196752,388.98638701921465
802,393.40209801632,389.0049997649923
803,393.43853809472,389.0236125107701
804,393.47749475312,389.0422252565478
805,393.48380298032,389.0608380023255
806,393.49626284752,389.0794507481032
807,393.50730224512,389.098063493881
808,393.51620534592,389.11667623965866
809,393.68701961152,389.13528898543643
810,393.72141287152,389.1539017312142
811,393.72987976512,389.17251447699186
812,393.73314572672,389.19112722276964
813,393.72652432512,389.20973996854735
814,393.73565112192,389.2283527143251
815,393.98010611072,389.2469654601028
816,393.99187252032,389.26557820588056
817,393.96009650352,389.28419095165833
818,393.87367155392,389.302803697436
819,393.82525255472,389.32141644321376
820,393.81691987872,389.3400291889915
821,393.80807270192,389.3586419347692
822,393.78858878032,389.3772546805469
823,393.75908327792,389.3958674263247
