time_index,y_true_norm,y_pred_norm
155,-0.3160180834057912,-0.3361165993987262
156,-0.32030623712755635,-0.3361165993987262
157,-0.3401635557592833,-0.3361165993987262
158,-0.32628055109520526,-0.3361165993987262
159,-0.334779825837147,-0.3361165993987262
160,-0.32812077674426615,-0.3361165993987262
161,-0.21121937248903913,-0.3361165993987262
162,-0.28578702762679997,-0.3361165993987262
163,-0.3345316093542504,-0.3361165993987262
164,-0.3318097872314534,-0.3361165993987262
165,-0.3143148047817767,-0.3361165993987262
166,-0.3133390572283211,-0.3361165993987262
167,-0.3402149108936757,-0.3361165993987262
168,-0.3669794951011801,-0.3361165993987262
169,-0.35888250224531215,-0.3361165993987262
170,-0.3544574014985006,-0.3361165993987262
171,-0.3505629704737438,-0.3361165993987262
172,-0.34968137400000765,-0.3361165993987262
173,-0.3704887626179939,-0.3361165993987262
174,-0.35477409149392036,-0.3361165993987262
175,-0.3449395832577763,-0.3361165993987262
176,-0.3514873628928069,-0.3361165993987262
177,-0.33383831503995304,-0.3361165993987262
178,-0.3194246406538202,-0.3361165993987262
179,-0.3338554334180839,-0.3361165993987262
180,-0.3354388833951828,-0.3361165993987262
181,-0.3313133542656602,-0.3361165993987262
182,-0.3370394517504125,-0.3361165993987262
183,-0.33519066691228616,-0.3361165993987262
184,-0.3352848179920056,-0.3361165993987262
185,-0.19175577655432055,-0.3361165993987262
186,-0.28868859271997044,-0.3361165993987262
187,-0.32712791081267983,-0.3361165993987262
188,-0.3446143340732911,-0.3361165993987262
189,-0.3470879397131916,-0.3361165993987262
190,-0.3614331405868012,-0.3361165993987262
191,-0.34168709141292447,-0.3361165993987262
192,-0.3440494275949747,-0.3361165993987262
193,-0.3543118952843888,-0.3361165993987262
194,-0.354465960687566,-0.3361165993987262
195,-0.35509934067840554,-0.3361165993987262
196,-0.3699495337068738,-0.3361165993987262
197,-0.3664402661900599,-0.3361165993987262
198,-0.36969275803491175,-0.3361165993987262
199,-0.3476014910571155,-0.3361165993987262
200,-0.34703658457879916,-0.3361165993987262
201,-0.34566711432833525,-0.3361165993987262
202,-0.3586942000858733,-0.3361165993987262
203,-0.34549593054702726,-0.3361165993987262
204,-0.34892816536225246,-0.3361165993987262
205,-0.33815214632891444,-0.3361165993987262
206,-0.32515073813857254,-0.3361165993987262
207,-0.32666571460314825,-0.3361165993987262
208,-0.3254674281339923,-0.3361165993987262
209,-0.20378143719120692,-0.3361165993987262
210,-0.3088711605361826,-0.3361165993987262
211,-0.33152733399229517,-0.3361165993987262
212,-0.3351564301560246,-0.3361165993987262
213,-0.32413219463979,-0.3361165993987262
214,-0.33775842363190606,-0.3361165993987262
215,-0.16802970446503301,-0.3361165993987262
216,-0.3337869599055607,-0.3361165993987262
217,-0.36862285940173684,-0.3361165993987262
218,-0.37994666653526044,-0.3361165993987262
219,-0.34392959894805913,-0.3361165993987262
220,-0.3407113438594689,-0.3361165993987262
221,-0.32872847916790954,-0.3361165993987262
222,-0.3516328691069187,-0.3361165993987262
223,-0.3477469972712273,-0.3361165993987262
224,-0.3211535968450309,-0.3361165993987262
225,-0.28523923952661445,-0.3361165993987262
226,-0.2860780400550236,-0.3361165993987262
227,-0.25798678154238225,-0.3361165993987262
228,-0.28708802436474073,-0.3361165993987262
229,-0.28667718328960157,-0.3361165993987262
230,-0.2962292382865874,-0.3361165993987262
231,-0.26420075280386235,-0.3361165993987262
232,-0.3001151101222788,-0.3361165993987262
233,-0.14765027530031669,-0.3361165993987262
234,-0.23675143347112598,-0.3361165993987262
235,-0.29643465882415704,-0.3361165993987262
236,-0.28123353904400744,-0.3361165993987262
237,-0.29375563264668697,-0.3361165993987262
238,-0.32508226462604933,-0.3361165993987262
239,-0.18644907933377283,-0.3361165993987262
240,-0.3353019363701364,-0.3361165993987262
241,-0.353310470163737,-0.3361165993987262
242,-0.39133038799224185,-0.3361165993987262
243,-0.3694958966864076,-0.3361165993987262
244,-0.3521635388289735,-0.3361165993987262
245,-0.2272336152304017,-0.3361165993987262
246,0.014255345060781188,-0.3361165993987262
247,-0.262351967965736,-0.3361165993987262
248,-0.0809656332917888,-0.3361165993987262
249,-0.010104107019345943,-0.3361165993987262
250,0.02496289058159601,-0.3361165993987262
251,-0.06466893731126805,-0.3361165993987262
252,-0.03855485147273402,-0.3361165993987262
253,-0.0848343867493494,-0.3361165993987262
254,-0.12543917967560483,-0.3361165993987262
255,-0.13330507442670703,-0.3361165993987262
256,-0.07431514338797335,-0.3361165993987262
257,0.09282014149208367,-0.3361165993987262
258,-0.05491146177671258,-0.3361165993987262
259,0.007057067056780164,-0.3361165993987262
260,0.06812688103840597,-0.3361165993987262
261,0.07416966851857804,-0.3361165993987262
262,0.12506260670144376,-0.3361165993987262
263,0.16143916022939186,-0.3361165993987262
264,-0.09127089692652984,-0.3361165993987262
265,-0.3446913667748797,-0.3361165993987262
266,-0.4198838427144147,-0.3361165993987262
267,-0.11615245953964634,-0.3361165993987262
268,-0.11917385327973237,-0.3361165993987262
269,-0.12015816002225332,-0.3361165993987262
270,-0.20309670206597497,-0.3361165993987262
271,-0.18752753715601317,-0.3361165993987262
272,-0.19929642212093757,-0.3361165993987262
273,-0.09080014152793286,-0.3361165993987262
274,-0.037056993386289094,-0.3361165993987262
275,-0.1495076193275084,-0.3361165993987262
276,-0.19547902379776935,-0.3361165993987262
277,-0.12560180426784745,-0.3361165993987262
278,-0.046728877030190574,-0.3361165993987262
279,0.014657626946854962,-0.3361165993987262
280,-0.007074154090194462,-0.3361165993987262
281,0.06250349382243847,-0.3361165993987262
282,-0.04769606539458077,-0.3361165993987262
283,-0.03727953230198949,-0.3361165993987262
284,-0.39253723365046317,-0.3361165993987262
285,-0.4542061908666669,-0.3361165993987262
286,-0.42241736267777297,-0.3361165993987262
287,-0.2268056557771317,-0.3361165993987262
288,-0.44369550669435626,-0.3361165993987262
289,-0.3407541398047959,-0.3361165993987262
290,-0.4152533214300336,-0.3361165993987262
291,-0.4765542335164251,-0.3361165993987262
292,-0.5253844071345295,-0.3361165993987262
293,-0.5775954604334668,-0.3361165993987262
294,-0.5177924064335202,-0.3361165993987262
295,-0.4655984715127137,-0.3361165993987262
296,-0.7539917878822862,-0.3361165993987262
297,-0.4922945822076949,-0.3361165993987262
298,-0.4090051134122919,-0.3361165993987262
299,-0.4625685185835623,-0.3361165993987262
300,-0.48017477049108914,-0.3361165993987262
301,-0.433450157383073,-0.3361165993987262
302,-0.4803545134614625,-0.3361165993987262
303,-0.45782672784133094,-0.3361165993987262
304,-0.40966417097032765,-0.3361165993987262
305,-0.4238467472516947,-0.3361165993987262
306,-0.48683381958397,-0.3361165993987262
307,-0.4650849201687898,-0.3361165993987262
308,-0.37575266389321466,-0.3361165993987262
309,-0.3558782268833569,-0.3361165993987262
310,-0.38870271694916414,-0.3361165993987262
311,-0.2719896148533759,-0.3361165993987262
312,-0.394933806588775,-0.3361165993987262
313,-0.421689831607214,-0.3361165993987262
314,-0.5320092194711488,-0.3361165993987262
315,-0.5097810054683062,-0.3361165993987262
316,-0.42483105399421567,-0.3361165993987262
317,-0.5258893992893882,-0.3361165993987262
318,-0.49288516625320744,-0.3361165993987262
319,-0.44483387884005443,-0.3361165993987262
320,-0.48685093796210077,-0.3361165993987262
321,-0.440477251605766,-0.3361165993987262
322,-0.3959951460328846,-0.3361165993987262
323,-0.5082061146802727,-0.3361165993987262
324,-0.46991230280167506,-0.3361165993987262
325,-0.4555842203061963,-0.3361165993987262
326,-0.4906768954743344,-0.3361165993987262
327,-0.4052390702235161,-0.3361165993987262
328,-0.3580950568512954,-0.3361165993987262
329,-0.24151034259148813,-0.3361165993987262
330,-0.2884146986698777,-0.3361165993987262
331,-0.34034329872965674,-0.3361165993987262
332,-0.35121346884271415,-0.3361165993987262
333,-0.3419010711395594,-0.3361165993987262
334,-0.33823773821956843,-0.3361165993987262
335,-0.35316496394962527,-0.3361165993987262
336,-0.33549879771864055,-0.3361165993987262
337,-0.3470708213350608,-0.3361165993987262
338,-0.3491250267107567,-0.3361165993987262
339,-0.3466942170161832,-0.3361165993987262
340,-0.34378409273394733,-0.3361165993987262
341,-0.3461635472941284,-0.3361165993987262
342,-0.3274274824299688,-0.3361165993987262
343,-0.3372876682333091,-0.3361165993987262
344,-0.35639177822728085,-0.3361165993987262
345,-0.3752733493055523,-0.3361165993987262
346,-0.3592248698079281,-0.3361165993987262
347,-0.3633675173155815,-0.3361165993987262
348,-0.3707284199118251,-0.3361165993987262
349,-0.35637465984915007,-0.3361165993987262
350,-0.35722201956662464,-0.3361165993987262
351,-0.3408568500735807,-0.3361165993987262
352,-0.3336243353133181,-0.3361165993987262
353,-0.21050040060754557,-0.3361165993987262
354,-0.30554163598974216,-0.3361165993987262
355,-0.33630336149078816,-0.3361165993987262
356,-0.36092814843194265,-0.3361165993987262
357,-0.35865996332961175,-0.3361165993987262
358,-0.34187539357236324,-0.3361165993987262
359,-0.3502548396673894,-0.3361165993987262
360,-0.37000088884126614,-0.3361165993987262
361,-0.3581121752294262,-0.3361165993987262
362,-0.35295098422299026,-0.3361165993987262
363,-0.34939892076084944,-0.3361165993987262
364,-0.3559723779630763,-0.3361165993987262
365,-0.3597726579081137,-0.3361165993987262
366,-0.35090533803635976,-0.3361165993987262
367,-0.3423547081600256,-0.3361165993987262
368,-0.3472334459273034,-0.3361165993987262
369,-0.34354443544011615,-0.3361165993987262
370,-0.33953873495750914,-0.3361165993987262
371,-0.3345401685433158,-0.3361165993987262
372,-0.34285970031488416,-0.3361165993987262
373,-0.3597127435846559,-0.3361165993987262
374,-0.35288251071046706,-0.3361165993987262
375,-0.34131904628311227,-0.3361165993987262
376,-0.33008939022930806,-0.3361165993987262
377,-0.23341334973562017,-0.3361165993987262
378,-0.3367484393221889,-0.3361165993987262
379,-0.36816922238127064,-0.3361165993987262
380,-0.37873126168797366,-0.3361165993987262
381,-0.3589167390015737,-0.3361165993987262
382,-0.3633418397483853,-0.3361165993987262
383,-0.1737301243825891,-0.3361165993987262
384,-0.34847452834178627,-0.3361165993987262
385,-0.3845087143071184,-0.3361165993987262
386,-0.3786970249317121,-0.3361165993987262
387,-0.36992385613967754,-0.3361165993987262
388,-0.3447855178545991,-0.3361165993987262
389,-0.3390679795589122,-0.3361165993987262
390,-0.31291109777505116,-0.3361165993987262
391,-0.3363547166251805,-0.3361165993987262
392,-0.3460180410800166,-0.3361165993987262
393,-0.28304808712587215,-0.3361165993987262
394,-0.24747609737007162,-0.3361165993987262
395,-0.2539211667363175,-0.3361165993987262
396,-0.3211450376559655,-0.3361165993987262
397,-0.3420465773536712,-0.3361165993987262
398,-0.3393333144199396,-0.3361165993987262
399,-0.331116492917156,-0.3361165993987262
400,-0.335293377181071,-0.3361165993987262
401,-0.2061523325623226,-0.3361165993987262
402,-0.32053733523232214,-0.3361165993987262
403,-0.3365087820283577,-0.3361165993987262
404,-0.35092245641449055,-0.3361165993987262
405,-0.3408311725063845,-0.3361165993987262
406,-0.3442034929981519,-0.3361165993987262
407,-0.1683549536495182,-0.3361165993987262
408,-0.3252534484073573,-0.3361165993987262
409,-0.38200087191095633,-0.3361165993987262
410,-0.42531036858187804,-0.3361165993987262
411,-0.37613782740115764,-0.3361165993987262
412,-0.3594046127783015,-0.3361165993987262
413,-0.3526257350385051,-0.3361165993987262
414,-0.3327855347849089,-0.3361165993987262
415,-0.33952161657937835,-0.3361165993987262
416,-0.34363002733077014,-0.3361165993987262
417,-0.3373647009348977,-0.3361165993987262
418,-0.3266314778468866,-0.3361165993987262
419,-0.32263433655334506,-0.3361165993987262
420,-0.32859153214286313,-0.3361165993987262
421,-0.3415330260097473,-0.3361165993987262
422,-0.34872274482468285,-0.3361165993987262
423,-0.33844315875713804,-0.3361165993987262
424,-0.33519066691228616,-0.3361165993987262
425,-0.21145902978287032,-0.3361165993987262
426,-0.3083404908141278,-0.3361165993987262
427,-0.3351992261013516,-0.3361165993987262
428,-0.34590677162216643,-0.3361165993987262
429,-0.33875128956349243,-0.3361165993987262
430,-0.3290622875414601,-0.3361165993987262
431,-0.17840344161229726,-0.3361165993987262
432,-0.35335326610906403,-0.3361165993987262
433,-0.38297661946441186,-0.3361165993987262
434,-0.4362918081527857,-0.3361165993987262
435,-0.41518484791751037,-0.3361165993987262
436,-0.3770964565764824,-0.3361165993987262
437,-0.4431905145394977,-0.3361165993987262
438,-0.39461711659335524,-0.3361165993987262
439,-0.3802633565306802,-0.3361165993987262
440,-0.368819720750241,-0.3361165993987262
441,-0.33991533927638673,-0.3361165993987262
442,-0.3258611508310007,-0.3361165993987262
443,-0.32013505334624837,-0.3361165993987262
444,-0.319612942813259,-0.3361165993987262
445,-0.33479694421527784,-0.3361165993987262
446,-0.34405798678404015,-0.3361165993987262
447,-0.34537610190011164,-0.3361165993987262
448,-0.33421491935883063,-0.3361165993987262
449,-0.2135645902929586,-0.3361165993987262
450,-0.32142749089512374,-0.3361165993987262
451,-0.33221206911752715,-0.3361165993987262
452,-0.33563574474368696,-0.3361165993987262
453,-0.3348140625934086,-0.3361165993987262
454,-0.33450593178705423,-0.3361165993987262
455,-0.17646906488351696,-0.3361165993987262
456,-0.32635758379679386,-0.3361165993987262
457,-0.3707027423446289,-0.3361165993987262
458,-0.4222975340308574,-0.3361165993987262
459,-0.38099088760123917,-0.3361165993987262
460,-0.36474554675511084,-0.3361165993987262
461,-0.3422092019459138,-0.3361165993987262
462,-0.3349167728621934,-0.3361165993987262
463,-0.34928765130299927,-0.3361165993987262
464,-0.3412420135815237,-0.3361165993987262
465,-0.32445744382427516,-0.3361165993987262
466,-0.31868855039419586,-0.3361165993987262
467,-0.31489682963822385,-0.3361165993987262
468,-0.32848882187407835,-0.3361165993987262
469,-0.34200378140834425,-0.3361165993987262
470,-0.34398951327151694,-0.3361165993987262
471,-0.33577269176873337,-0.3361165993987262
472,-0.342277675458437,-0.3361165993987262
473,-0.20869441171474626,-0.3361165993987262
474,-0.3177555987860673,-0.3361165993987262
475,-0.34724200511636877,-0.3361165993987262
476,-0.3337184863930375,-0.3361165993987262
477,-0.33804087687106427,-0.3361165993987262
478,-0.3367569985112543,-0.3361165993987262
479,-0.15893984567757868,-0.3361165993987262
480,-0.34511932622814967,-0.3361165993987262
481,-0.3837640648584286,-0.3361165993987262
482,-0.40826902315266755,-0.3361165993987262
483,-0.38372982810216705,-0.3361165993987262
484,-0.3561007657990573,-0.3361165993987262
485,-0.3523432817993469,-0.3361165993987262
486,-0.33071421103108223,-0.3361165993987262
487,-0.3464631189114174,-0.3361165993987262
488,-0.350246280478324,-0.3361165993987262
489,-0.34780691159468513,-0.3361165993987262
490,-0.34356155381824693,-0.3361165993987262
491,-0.33108225616089443,-0.3361165993987262
492,-0.3331279023475249,-0.3361165993987262
493,-0.34937324319365326,-0.3361165993987262
494,-0.3426799573445108,-0.3361165993987262
495,-0.3401635557592833,-0.3361165993987262
496,-0.335122193399763,-0.3361165993987262
497,-0.2138213659649206,-0.3361165993987262
498,-0.3343005112494846,-0.3361165993987262
499,-0.3406685479141419,-0.3361165993987262
500,-0.33382119666182225,-0.3361165993987262
501,-0.3407712581829267,-0.3361165993987262
502,-0.33633759824704973,-0.3361165993987262
503,-0.33267426532705874,-0.3361165993987262
504,-0.3521720980180389,-0.3361165993987262
505,-0.3423119122146986,-0.3361165993987262
506,-0.34285970031488416,-0.3361165993987262
507,-0.3444003543466561,-0.3361165993987262
508,-0.3381692647070452,-0.3361165993987262
509,-0.3483718180730015,-0.3361165993987262
510,-0.3365772555408809,-0.3361165993987262
511,-0.3479096218634699,-0.3361165993987262
512,-0.36322201110146973,-0.3361165993987262
513,-0.3851506534870234,-0.3361165993987262
514,-0.36050018897867264,-0.3361165993987262
515,-0.3535330090794374,-0.3361165993987262
516,-0.3511792320864525,-0.3361165993987262
517,-0.35227480828682367,-0.3361165993987262
518,-0.3477555564602927,-0.3361165993987262
519,-0.3400865230576947,-0.3361165993987262
520,-0.33738181931302846,-0.3361165993987262
521,-0.21522507297164611,-0.3361165993987262
522,-0.32902805078519853,-0.3361165993987262
523,-0.34953586778589585,-0.3361165993987262
524,-0.34225199789124083,-0.3361165993987262
525,-0.36062001762558826,-0.3361165993987262
526,-0.35251446558065486,-0.3361165993987262
527,-0.34902231644197185,-0.3361165993987262
528,-0.34725912349449956,-0.3361165993987262
529,-0.33989822089825594,-0.3361165993987262
530,-0.3462662575629132,-0.3361165993987262
531,-0.3361321777094801,-0.3361165993987262
532,-0.3390337428026506,-0.3361165993987262
533,-0.37591528848545724,-0.3361165993987262
534,-0.37172128584341146,-0.3361165993987262
535,-0.3530708128699058,-0.3361165993987262
536,-0.3477726748384235,-0.3361165993987262
537,-0.338999506046389,-0.3361165993987262
538,-0.34162717708946666,-0.3361165993987262
539,-0.36049162978960725,-0.3361165993987262
540,-0.372611441506213,-0.3361165993987262
541,-0.36487393459109185,-0.3361165993987262
542,-0.3576243014526984,-0.3361165993987262
543,-0.3492705329248684,-0.3361165993987262
544,-0.34384400705740514,-0.3361165993987262
545,-0.2096787184572672,-0.3361165993987262
546,-0.3538154623185956,-0.3361165993987262
547,-0.38148732056703233,-0.3361165993987262
548,-0.38381541999282104,-0.3361165993987262
549,-0.3574702360495212,-0.3361165993987262
550,-0.3597640987190483,-0.3361165993987262
551,-0.17444909626408267,-0.3361165993987262
552,-0.3428939370711458,-0.3361165993987262
553,-0.3791335435740475,-0.3361165993987262
554,-0.3760950314558306,-0.3361165993987262
555,-0.35491103851896677,-0.3361165993987262
556,-0.3445800973170295,-0.3361165993987262
557,-0.3386999344291,-0.3361165993987262
558,-0.3278468826941734,-0.3361165993987262
559,-0.34134472385030845,-0.3361165993987262
560,-0.3407455806157305,-0.3361165993987262
561,-0.331330472643791,-0.3361165993987262
562,-0.3216757073780203,-0.3361165993987262
563,-0.3258868283981969,-0.3361165993987262
564,-0.3258012365075429,-0.3361165993987262
565,-0.338956710101062,-0.3361165993987262
566,-0.3481663975354319,-0.3361165993987262
567,-0.33837468524461484,-0.3361165993987262
568,-0.3359096387937798,-0.3361165993987262
569,-0.21126216843436613,-0.3361165993987262
570,-0.3152991115242976,-0.3361165993987262
571,-0.3446656892076835,-0.3361165993987262
572,-0.3419010711395594,-0.3361165993987262
573,-0.343433165982266,-0.3361165993987262
574,-0.3396243268481632,-0.3361165993987262
575,-0.17827505377631625,-0.3361165993987262
576,-0.32877983430230195,-0.3361165993987262
577,-0.3804430995010536,-0.3361165993987262
578,-0.40780682694313597,-0.3361165993987262
579,-0.37026622370229356,-0.3361165993987262
580,-0.3558097533708337,-0.3361165993987262
581,-0.338742730374427,-0.3361165993987262
582,-0.32704231892202584,-0.3361165993987262
583,-0.3461721064831938,-0.3361165993987262
584,-0.3455472856814196,-0.3361165993987262
585,-0.33209224047061153,-0.3361165993987262
586,-0.3222919689907291,-0.3361165993987262
587,-0.32442320706801353,-0.3361165993987262
588,-0.33290536343182453,-0.3361165993987262
589,-0.34080549493918827,-0.3361165993987262
590,-0.3466856578271178,-0.3361165993987262
591,-0.3462320208066516,-0.3361165993987262
592,-0.33365001288051427,-0.3361165993987262
593,-0.21289697354585743,-0.3361165993987262
594,-0.32704231892202584,-0.3361165993987262
595,-0.32964431239790726,-0.3361165993987262
596,-0.3448796689343185,-0.3361165993987262
597,-0.3369880966160201,-0.3361165993987262
598,-0.33424915611509226,-0.3361165993987262
599,-0.16445196343569599,-0.3361165993987262
600,-0.3426542797773146,-0.3361165993987262
601,-0.38371270972403626,-0.3361165993987262
602,-0.4153817092660146,-0.3361165993987262
603,-0.39255435202859396,-0.3361165993987262
604,-0.35434613204065035,-0.3361165993987262
605,-0.33936755117620115,-0.3361165993987262
606,-0.3332562901835059,-0.3361165993987262
607,-0.36054298492399967,-0.3361165993987262
608,-0.36945310074108056,-0.3361165993987262
609,-0.3372876682333091,-0.3361165993987262
610,-0.33662861067527333,-0.3361165993987262
611,-0.3431164759868462,-0.3361165993987262
612,-0.31502521747420487,-0.3361165993987262
613,-0.3344545766526618,-0.3361165993987262
614,-0.3235073738380158,-0.3361165993987262
615,-0.33519066691228616,-0.3361165993987262
616,-0.36427479135651386,-0.3361165993987262
617,-0.2609653793371413,-0.3361165993987262
618,-0.3406086335906841,-0.3361165993987262
619,-0.42525045425842023,-0.3361165993987262
620,-0.38341313810674726,-0.3361165993987262
621,-0.33647454527209614,-0.3361165993987262
622,-0.3545173158219584,-0.3361165993987262
623,-0.1832222650561172,-0.3361165993987262
624,-0.32450023976960213,-0.3361165993987262
625,-0.3902176934137399,-0.3361165993987262
626,-0.444568543979027,-0.3361165993987262
627,-0.47901927996726024,-0.3361165993987262
628,-0.4122832828243399,-0.3361165993987262
629,-0.37073697910089054,-0.3361165993987262
630,-0.3710793466635065,-0.3361165993987262
631,-0.3671250013152919,-0.3361165993987262
632,-0.37143883260425326,-0.3361165993987262
633,-0.3530708128699058,-0.3361165993987262
634,-0.3409082052079731,-0.3361165993987262
635,-0.331501656425099,-0.3361165993987262
