time_index,Actual_TB,ARIMA_TB,MLP_TB,LSTM_TB,GRU_TB,PINT_TB,TFKAN_TB,EXP_TB,PROPHET_TB,MOE_TB
95,376.41511590752,375.8457885001372,376.405093566176,375.728837150432,375.948512511712,375.752702478048,374.829195380448,375.3441011405712,376.748640993053,376.22467041015625
96,376.43670257152,375.86440124591496,376.474876036832,375.732578076384,376.015895578336,375.78585792688,374.854652708576,375.35814723687383,376.791162737212,376.27978515625
97,376.39271275312,375.8830139916926,376.515157083872,375.728219277024,376.048172713696,375.821922256608,374.842666960608,375.3721933331764,376.7999739852682,376.30853271484375
98,376.28955534272,375.9016267374704,376.501831780064,375.718842255072,376.043986011872,375.859072911072,374.813779347168,375.3862394294791,376.78561683952984,376.29815673828125
99,376.24342922752,375.9202394832481,376.467417515744,375.705617483488,376.016498509536,375.894845081312,374.723792389856,375.40028552578167,376.77430995039555,376.27001953125
100,376.21344277872,375.9388522290258,376.467728942816,375.693512197856,376.008232978144,375.928083236576,374.735772829408,375.4143316220843,376.7850010007949,376.2710266113281
101,376.22547762352,375.95746497480354,376.504104568544,375.68101277872,376.018884019936,375.95781456048,374.729035335392,375.4283777183869,376.8148495257171,376.2964172363281
102,376.23564460672,375.9760777205813,376.528802989792,375.667648939744,376.041298511584,375.98429700272,374.732926600928,375.4424238146895,376.8457740269711,376.3162841796875
103,376.23803815392,375.994690466359,376.517187127008,375.65805158576,376.063629379296,376.008031782624,374.714859570912,375.4564699109921,376.8640541121583,376.31256103515625
104,376.27153662992,376.01330321213675,376.533206746848,375.652558882528,376.081219241696,376.029338453728,374.728984348384,375.47051600729475,376.8732028762295,376.3260498046875
105,376.28381754032,376.0319159579145,376.5603604088,375.652120970976,376.102813091552,376.048924411616,374.738928387808,375.4845621035974,376.88800849449336,376.3473205566406
106,376.32102936992,376.0505287036922,376.595361613536,375.654965888736,376.120369530592,376.06694903984,374.74642616496,375.4986081999,376.91732213980754,376.3741760253906
107,376.36147360672,376.06914144946995,376.633215731424,375.665991141088,376.141828638432,376.084112787168,374.755597207264,375.51265429620264,376.95400106538347,376.40435791015625
108,376.40710759072,376.08775419524767,376.683158357728,375.6767975032,376.1654142584,376.10085867696,374.794778232544,375.52670039250523,376.9824196324721,376.4427490234375
109,376.42568554352,376.1063669410254,376.709040883424,375.683344025312,376.190627792608,376.117343340256,374.803503302368,375.5407464888079,376.99541172869147,376.4638671875
110,376.43220628192,376.1249796868031,376.720564733664,375.6906878584,376.210414159584,376.13407428784,374.79613489328,375.5547925851104,377.002605336247,376.474609375
111,376.43860398752,376.1435924325809,376.71469637808,375.700248119008,376.226485421792,376.151172368096,374.793776383712,375.56883868141307,377.0209965149258,376.47607421875
112,376.46083936992,376.16220517835865,376.72217010352,375.716778264288,376.242802575072,376.168101627616,374.780366407392,375.58288477771566,377.05712077032285,376.48699951171875
113,376.65207708032,376.1808179241363,376.783938045664,375.814058591968,376.26368811184,376.18490925232,374.859085891296,375.5969308740183,377.099457508868,376.5421142578125
114,376.72436444272,376.1994306699141,376.850436114144,375.833872090848,376.319352817376,376.202924705504,374.907261273824,375.61097697032096,377.1295880767192,376.59454345703125
115,376.71965564192,376.2180434156918,376.90967908528,375.840778143456,376.359320340192,376.223490688736,374.927611512544,375.62502306662356,377.14151115075987,376.6371154785156
116,376.76014461792,376.2366561614695,376.944338978528,375.844347758304,376.3738187384,376.245825357536,374.933939209952,375.6390691629262,377.1494074625315,376.66143798828125
117,376.78050095392,376.2552689072472,376.963182151392,375.858978801376,376.393803810528,376.26994679984,374.933763835616,375.65311525922874,377.1749476990787,376.678955078125
118,376.79242395072,376.273881653025,377.01758673072,375.915694311136,376.413772891872,376.294952716,374.956714673888,375.6671613555314,377.2255743816651,376.7240295410156
119,377.04907037152,376.29249439880266,377.14427437232,376.060381284064,376.43321139376,376.32039248048,375.133681927904,375.681207451834,377.2848920110239,376.8273010253906
120,377.06208947872,376.31110714458043,377.195639654112,376.059597604576,376.499333547744,376.347872773856,375.149418563296,375.69525354813663,377.32533117926465,376.8687438964844
121,377.04377996112,376.3297198903582,377.231620490976,376.050922997472,376.529484039904,376.378207553248,375.144032683744,375.7092996444392,377.3319455816094,376.893310546875
122,376.97725277072,376.34833263613586,377.208564926176,376.039091259104,376.53390221488,376.410327271136,375.093800978144,375.7233457407419,377.31530724651935,376.8765869140625
123,376.94400036032,376.36694538191364,377.185217595104,376.027182974688,376.519997310688,376.442575701728,375.02869954736,375.7373918370445,377.30166020919495,376.85748291015625
124,376.95257910192,376.38555812769135,377.182385653472,376.01627136176,376.517888362208,376.473324406496,375.039925012192,375.7514379333471,377.3099525304452,376.85723876953125
125,376.92317426272,376.40417087346907,377.22554163376,376.011916232416,376.537017009888,376.502315697888,375.041784661728,375.7654840296497,377.33734055962907,376.8873291015625
126,376.89175615952,376.4227836192468,377.248382502624,376.007351781088,376.550880757472,376.528594585312,375.031365486304,375.7795301259523,377.365745916005,376.90447998046875
127,376.88332282032,376.44139636502456,377.222831589088,376.002142193376,376.560854288096,376.551793805024,374.993755686624,375.79357622225496,377.3814927667127,376.89080810546875
128,376.89879139872,376.4600091108023,377.2394641016,375.999760352992,376.57442050224,376.57213853872,375.004205205216,375.80762231855755,377.38810963517517,376.9038391113281
129,376.91395798752,376.47862185658,377.25556498608,375.997744072416,376.593768826592,376.589965117152,375.009726744288,375.8216684148602,377.4004013742195,376.9172668457031
130,376.94675182112,376.49723460235776,377.287540524768,376.001244350176,376.613457676,376.605989717728,375.019514545888,375.8357145111628,377.42722633628017,376.9417724609375
131,376.99184893472,376.5158473481354,377.322235283168,376.005543904992,376.635805976288,376.620742133472,375.027525994208,375.84976060746544,377.461456862415,376.9687194824219
132,377.03840007232,376.5344600939132,377.352879130336,376.009710421728,376.660851214048,376.635003553504,375.05287479472,375.863806703768,377.48745921204426,376.9936828613281
133,377.06826348832,376.5530728396909,377.380921722592,376.014167918304,376.686368573152,376.649381103328,375.056589833952,375.8778528000706,377.49810288568506,377.0147399902344
134,377.08658419072,376.57168558546863,377.405986096864,376.020740392672,376.708126263008,376.66430836912,375.049189770976,375.8918988963733,377.50304134244476,377.032958984375
135,377.10057637552,376.5902983312464,377.39821457584,376.030047291104,376.726720661216,376.679805798112,375.048442791648,375.90594499267587,377.5192740450098,377.0335693359375
136,377.11895300192,376.6089110770241,377.419956537056,376.04865335472,376.744602552032,376.695701685984,375.041596770016,375.9199910889785,377.5533453349639,377.0529479980469
137,377.27562968032,376.6275238228019,377.478837487328,376.141670696672,376.76432548016,376.711782385376,375.113869739744,375.9340371852811,377.5937344629541,377.1048583984375
138,377.34640709472,376.64613656857955,377.54058367152,376.157566846688,376.813353486048,376.728856348384,375.160584718048,375.94808328158376,377.62203496003656,377.1519470214844
139,377.36649499552,376.6647493143573,377.58107312304,376.164617864928,376.851898877664,376.7482914424,375.16538208432,375.96212937788636,377.63226608794287,377.1814270019531
140,377.39933356832,376.68336206013504,377.622478243552,376.175682307808,376.873161377504,376.770044675808,375.183754315488,375.97617547418895,377.6386268260955,377.21051025390625
141,377.43033783392,376.70197480591276,377.63700285616,376.19024060592,376.893880190688,376.7933081208,375.178685105888,375.99022157049154,377.6628042377402,377.224853515625
142,377.47042415712,376.7205875516905,377.683630147296,376.241668277984,376.916677281504,376.8178579064,375.19291637936,376.0042676667942,377.7122201998223,377.26385498046875
143,377.69743085792,376.73920029746824,377.819811333856,376.392941094624,376.943041627872,376.843563484896,375.379827541728,376.0183137630968,377.77047122249235,377.3723449707031
144,377.70352657392,376.75781304324596,377.874310285024,376.4045092472,377.00595146928,376.871297009376,375.399168526048,376.03235985939943,377.8099936064772,377.4150390625
145,377.66234414032,376.7764257890237,377.914620430048,376.406359197408,377.033163589344,376.90182525104,375.395800368864,376.0464059557021,377.81586639875974,377.4413757324219
146,377.62457307072,376.79503853480145,377.8978256504,376.402787223264,377.030043551456,376.933443225312,375.3493206648,376.0604520520047,377.79868313013793,377.42852783203125
147,377.58919554832,376.8136512805791,377.883260143328,376.3978901112,377.023406589664,376.96500457648,375.294152722144,376.07449814830727,377.7846858399395,377.4163513183594
148,377.56372775872,376.8322640263569,377.89601554608,376.389511726816,377.024511526624,376.995057551072,375.319340697312,376.08854424460986,377.792813850418,377.4262390136719
149,377.53785731632,376.8508767721346,377.922021279456,376.37628158128,377.03596040368,377.022596564704,375.303855195872,376.1025903409125,377.8202112913811,377.44317626953125
150,377.51825036192,376.8694895179123,377.918024369888,376.36464500912,377.048767710944,377.04753012912,375.2812877432,376.1166364372151,377.8487954473088,377.4436950683594
151,377.53201885072,376.8881022636901,377.900582356704,376.356703618784,377.062051071712,377.069727958752,375.257129993952,376.13068253351776,377.86489865275587,377.43597412109375
152,377.54727491792,376.9067150094678,377.92178036912,376.353202685664,377.081643189984,377.089515898592,375.265592395488,376.14472862982035,377.8720501834262,377.451416015625
153,377.56560680512,376.9253277552455,377.945774671584,376.353172801248,377.101967738592,377.107216647904,375.2657884792,376.158774726123,377.88505994196777,377.46875
154,377.58523612912,376.94394050102323,377.978884769504,376.358586336992,377.121568245472,377.123357378272,375.276083267296,376.17282082242565,377.9127700202295,377.493408203125
155,377.62554614832,376.962553246801,378.010439829216,376.365906708192,377.140497401568,377.138254497504,375.286868264672,376.1868669187282,377.94802531301985,377.5179748535156
156,377.66025258272,376.98116599257867,378.042963248864,376.372443530976,377.163597530848,377.152528762592,375.309681346272,376.20091301503084,377.975207416625,377.54339599609375
157,377.66901028112,376.99977873835644,378.064989898464,376.37839708336,377.186648377056,377.166644954848,375.313342973664,376.2149591113334,377.98717772655226,377.56048583984375
158,377.69590972512,377.0183914841342,378.08825229488,376.3845273208,377.203825100512,377.180675950304,375.305309046496,376.2290052076361,377.9935896515901,377.5764465332031
159,377.71170266272,377.0370042299119,378.084009756384,376.392949745376,377.223984236256,377.194925836,375.307864032992,376.24305130393867,378.0114326829492,377.5798034667969
160,377.73619737472,377.05561697568965,378.097169385184,376.415073912544,377.243527857888,377.209383864032,375.301258266336,376.2570974002413,378.04723188057505,377.59478759765625
161,377.91345408512,377.07422972146736,378.157321996,376.496229762784,377.265039918816,377.224100628192,375.357476751072,376.2711434965439,378.0894585035619,377.64483642578125
162,377.99326881792,377.0928424672451,378.209356531424,376.51528343728,377.317751572192,377.24048777392,375.40171342,376.2851895928465,378.1196703290689,377.68585205078125
163,378.00938611472,377.1114552130228,378.264982177504,376.524045076192,377.35834902704,377.25969637552,375.417545213664,376.2992356891491,378.1319034404081,377.72320556640625
164,378.02906017792,377.13006795880057,378.308920657632,376.536813848288,377.378208532192,377.281314342624,375.426782643936,376.31328178545175,378.14035928811865,377.7520446777344
165,378.07159597232,377.14868070457834,378.327121053408,376.557077579488,377.394453333728,377.304536631008,375.416607655648,376.3273278817544,378.1666995037607,377.76800537109375
166,378.11540683392,377.167293450356,378.38209343664,376.63214067888,377.418410936032,377.329156933344,375.443090491104,376.341373978057,378.218330136842,377.813720703125
167,378.12409742352,377.18590619613377,378.505417246432,376.784408856288,377.446689982176,377.354918610656,375.623882557152,376.35542007435964,378.27882038645015,377.9133605957031
168,378.09781314352,377.2045189419115,378.540059051744,376.797078013664,377.467967948512,377.379601565408,375.625768158944,376.36946617066224,378.320594614735,377.9399108886719
169,378.08210968432,377.2231316876892,378.526492575456,376.804352771808,377.478071764704,377.404048852704,375.5921413752,376.3835122669649,378.32873209680855,377.9341735839844
170,378.07218876672,377.2417444334669,378.527502878432,376.810471474912,377.48975657136,377.427915228896,375.58043795632,376.3975583632674,378.3138276638557,377.93536376953125
171,378.06735693312,377.2603571792447,378.531206973152,376.815351023328,377.504065439456,377.450696853216,375.571107464928,376.41160445957007,378.30211394614355,377.93865966796875
172,378.06367713392,377.27896992502235,378.539992467168,376.819342427872,377.520163702496,377.472141280992,375.566144816864,376.42565055587266,378.3125149965081,377.94696044921875
173,378.03280708592,377.2975826708001,378.555538654944,376.823561111264,377.53633956016,377.492063176416,375.565689472736,376.4396966521753,378.3421421238126,377.9609680175781
174,378.02247233072,377.3161954165779,378.556013135584,376.82789540016,377.545782249184,377.51000850608,375.546719553248,376.45374274847796,378.3728962146481,377.9654541015625
175,378.02498891072,377.33480816235556,378.55736946864,376.832858310368,377.557849261792,377.525958395616,375.537766680288,376.46778884478056,378.3911079698638,377.97015380859375
176,378.01894911872,377.35342090813333,378.573663815392,376.83613982896,377.573915805408,377.539933292256,375.534358415072,376.4818349410832,378.40031744951557,377.9822692871094
177,378.03597238432,377.37203365391105,378.585490179808,376.838782764768,377.588796409568,377.552087336672,375.53713242288,376.4958810373858,378.4153208962519,377.99285888671875
178,378.07183085312,377.39064639968876,378.601459468,376.842231531232,377.607867909856,377.562937214688,375.541468808928,376.5099271336884,378.4449447690375,378.0075988769531
179,378.08883174912,377.4092591454665,378.624760923872,376.84711710896,377.631844124384,377.57322322096,375.555262564064,376.523973229991,378.48201839835315,378.02789306640625
180,378.10376345712,377.42787189124425,378.651924285152,376.851002607328,377.652238927584,377.58306410672,375.565438732,376.53801932629364,378.51091711300074,378.0487365722656
181,378.12408623872,377.4464846370219,378.657003063008,376.854756247264,377.6706319992,377.592706025184,375.558139201248,376.55206542259623,378.524507887265,378.05548095703125
182,378.13692638912,377.4650973827997,378.665724593888,376.8605152888,377.69012109488,377.60258203824,375.564975654624,376.5661115188989,378.53244470915183,378.0647277832031
