time_index,Actual_TB,ARIMA_TB,MLP_TB,LSTM_TB,GRU_TB,PINT_TB,TFKAN_TB,EXP_TB,PROPHET_TB,MOE_TB
261,386.98792839072,378.9355042992404,383.734709274336,376.858025707232,381.42441218224,381.233100015328,378.62494232752,377.67575312680555,381.4616422231181,381.0152587890625
262,387.60462470832,378.95411704501805,384.030545069792,376.616962279136,382.042023970528,381.467452557024,378.967005120224,377.6897992231082,381.5590106375601,381.14056396484375
263,388.26885642592,378.9727297907958,384.342669444832,376.401908516576,383.103841912544,381.716355663584,379.52029778096,377.7038453194108,381.66571486656983,381.3277893066406
264,388.60285692352,378.99134253657354,384.678411945696,376.026326943456,384.413773383392,381.978638599904,379.756255692512,377.71789141571344,381.754141029032,381.493896484375
265,388.60569786272,379.00995528235126,384.98290688176,375.57395972272,385.545338930912,382.253082920672,380.080408807136,377.7319375120161,381.8093894159215,381.6168518066406
266,388.51028033392,379.028568028129,385.130005317344,375.058135434976,385.708486870752,382.533298079456,380.4366378616,377.7459836083187,381.84207923484,381.6390686035156
267,388.81176661792,379.04718077390675,385.384271365856,374.524660795104,385.925287298784,382.810678937312,380.61322330288,377.76002970462133,381.87841162741177,381.66839599609375
268,389.10930466752,379.06579351968446,385.664678414048,373.99334461616,386.027973297888,383.083389437664,380.89624707248,377.77407580092387,381.93721007240987,381.7134094238281
269,389.40555646512,379.0844062654622,385.866121397984,373.47586056368,386.184356873952,383.350592816864,381.093593794272,377.7881218972265,382.01551050412843,381.73388671875
270,389.59342755072,379.10301901123995,386.073679677152,372.952087316192,386.328941872864,383.61133801648,381.778562959072,377.8021679935291,382.0951043239344,381.80889892578125
271,389.80164378752,379.1216317570176,386.243540600544,372.43937022128,386.422966634208,383.862231844576,381.892524820192,377.81621408983176,382.1623314256541,381.81170654296875
272,389.99448092432,379.1402445027954,386.504939063008,371.942429607648,386.493632268,384.105920906976,382.244486694624,377.83026018613435,382.2207311843689,381.83929443359375
273,390.32909658592,379.1588572485731,386.797251643104,371.467369891552,386.5517495928,384.340283934432,382.70018838704,377.844306282437,382.2850585951695,381.8778991699219
274,390.73394160672,379.1774699943508,387.1144416888,371.028913080032,386.64420253872,384.566946219744,383.123831965408,377.85835237873965,382.36405202798164,381.9423828125
275,390.99184072512,379.1960827401286,387.372862195424,370.631570409184,386.775015540448,384.788750452448,383.502116243168,377.8723984750422,382.4504482412624,381.9822692871094
276,391.18966628272,379.2146954859063,387.597252216544,370.255661680352,386.886256871136,385.0069350008,384.07288447152,377.88644457134484,382.5285713398696,382.0458984375
277,391.47880454752,379.233308231684,387.802977584864,369.905053517536,386.956650923744,385.220483794656,384.516046243552,377.90049066764743,382.5912934069582,382.136962890625
278,391.87101074432,379.25192097746174,388.060019214048,369.565556590304,387.043004303072,385.4307169912,384.883520751328,377.9145367639501,382.6482306663636,382.265625
279,392.34343432672,379.2705337232395,388.31403360432,369.23155734704,387.171737978592,385.640325236448,385.208394761952,377.9285828602527,382.71633103146695,382.3962707519531
280,392.78745970192,379.28914646901717,388.515024652,368.902662047456,387.33569646768,385.852402878176,385.48160438448,377.9426289565553,382.80200353841667,382.53350830078125
281,393.32240631632,379.30775921479494,388.80378675376,368.580632299232,387.4958612088,386.06821449904,385.931127867104,377.9566750528579,382.8936012796727,382.6989440917969
282,393.71334863072,379.3263719605727,389.126762841824,368.27330568368,387.725883131616,386.288884172512,386.154494478048,377.97072114916057,382.9726693861694,382.8817443847656
283,394.11790284672,379.3449847063504,389.414740608736,367.965563832032,387.916479645408,386.515803358944,386.585598674656,377.9847672454631,383.0332487066305,383.0784606933594
284,394.05822075392,379.36359745212815,389.676198840032,367.663057520352,388.022056568544,386.748118517472,387.203141781216,377.99881334176575,383.0895497199552,383.27520751953125
285,393.91795217712,379.38221019790586,389.942192162528,367.360288016096,387.950892861152,386.977713669856,387.769735628512,378.01285943806835,383.1631762617266,383.46295166015625
286,393.81922394752,379.4008229436836,390.157877954272,367.060343375584,387.9380194936,387.19734210736,388.11199398064,378.026905534371,383.26144525465673,383.6457824707031
287,393.97611313712,379.4194356894613,390.21315678384,366.772845332192,387.94138017968,387.401679161056,388.398235305696,378.04095163067365,383.36775391280605,383.75164794921875
288,393.84957949472,379.43804843523907,390.310048351968,366.506790668,388.015213561568,387.591090783968,388.742512166624,378.05499772697624,383.45451439017364,383.8794250488281
289,393.85756544192,379.4566611810167,390.39106343088,366.210765080288,388.035262334688,387.764874430176,388.775959643872,378.0690438232789,383.50685070306,384.0045166015625
290,393.76819888992,379.4752739267945,390.51834482864,365.93712816304,388.06295208112,387.925349549792,388.759444571872,378.0830899195815,383.5354107724651,384.1514892578125
291,393.59872680032,379.4938866725723,390.688503547616,365.720822138592,388.064397018848,388.071679379168,388.935962904288,378.0971360158841,383.5664116605094,384.30328369140625
292,393.36544542672,379.51249941834993,390.829589448416,365.532963981024,388.03296280752,388.198562318048,389.031452526304,378.11118211218667,383.6186778600331,384.4300231933594
293,393.06393677312,379.5311121641277,390.905113134816,365.370514917088,387.980529813216,388.304092055264,389.109245331168,378.1252282084893,383.6892234417266,384.51885986328125
294,392.84057631712,379.5497249099054,390.960825026272,365.222388877024,387.914507273952,388.38618611888,389.079717431008,378.1392743047919,383.7599236644195,384.58843994140625
295,392.68542077152,379.56833765568314,390.987081369312,365.08660195504,387.868232566496,388.44585533616,389.137366042336,378.15332040109456,383.8170924733477,384.6454772949219
296,392.15340457472,379.58695040146085,391.028250560224,364.962695923424,387.845903140576,388.484616996576,389.114918127328,378.1673664973972,383.864333983813,384.7008972167969
297,391.96336363792,379.6055631472386,390.986281305824,364.828364949216,387.754594191072,388.498516920032,388.789525071584,378.1814125936998,383.9164387220662,384.70098876953125
298,391.88216198992,379.6241758930163,390.901015299808,364.700776318688,387.718298781408,388.489122727648,388.731064862432,378.1954586900024,383.9821699429064,384.6894226074219
299,391.73096586352,379.64278863879406,390.878020028128,364.590172522208,387.725565413088,388.460406425312,388.733536356064,378.209504786305,384.05429123023737,384.7044677734375
300,391.55676260352,379.66140138457183,390.868116227808,364.495223965408,387.725262374624,388.416440682208,388.680376698592,378.22355088260764,384.11716904067094,384.7232666015625
301,391.44361716672,379.6800141303495,390.76482834608,364.416961398496,387.711636129504,388.359744177888,388.558470301408,378.23759697891023,384.1637177114491,384.6889343261719
302,391.26917902592,379.69862687612726,390.769023698656,364.36423794864,387.705958090464,388.292297672416,388.495894431456,378.2516430752129,384.2036445616238,384.70343017578125
303,391.12417927872,379.717239621905,390.760116045536,364.346816906976,387.68947028144,388.214642231008,388.421782128352,378.2656891715155,384.2539439238363,384.704345703125
304,391.04211640112,379.7358523676827,390.71984443568,364.380247607008,387.676891563744,388.12787990704,388.295289259744,378.2797352678181,384.3210389841645,384.6792907714844
305,390.94152030992,379.7544651134604,390.671500887776,364.481026246368,387.680267978464,388.03475587248,388.241644111584,378.2937813641208,384.39333703693694,384.64422607421875
306,390.75861527552,379.7730778592382,390.704260499168,364.640022873824,387.683867739872,387.936246351584,388.228853581536,378.3078274604233,384.4524429960763,384.6378173828125
307,390.60413081792,379.7916906050159,390.68394643632,364.786516281056,387.667879053024,387.833589712608,388.148170901216,378.32187355672596,384.49247307891414,384.6022033691406
308,390.56638211792,379.8103033507936,390.51874328752,364.721824384736,387.654188844768,387.727127791328,388.109485786848,378.33591965302855,384.5277124455141,384.5384826660156
309,390.55460452352,379.8289160965714,390.41703141552,364.718511933152,387.667824527072,387.622737856224,388.144979035872,378.3499657493312,384.5798238683799,384.50079345703125
310,390.49993322112,379.84752884234905,390.369693452,364.885121222368,387.692963088096,387.522737260256,388.187997914848,378.3640118456338,384.65613908440656,384.4625244140625
311,390.59777785152,379.8661415881268,390.367677040352,365.05812263088,387.706972063456,387.427244492512,388.193073022688,378.37805794193645,384.7401631521737,384.44207763671875
312,390.53496401472,379.88475433390454,390.329478465248,365.014351922912,387.746514912992,387.337000896224,388.212247283424,378.39210403823904,384.80436286056283,384.4429931640625
313,390.43718649312,379.90336707968225,390.337702446816,364.974023689952,387.755974117088,387.253746058976,388.201994307296,378.40615013454163,384.8339049800397,384.4586181640625
314,390.19524808432,379.92197982546,390.307910305504,364.944371009248,387.74683263152,387.17513326768,388.19154419888,378.4201962308442,384.839545485176,384.45281982421875
315,389.98235660112,379.94059257123774,390.160634660576,364.913585866464,387.704851842784,387.098562053856,388.096035702496,378.4342423271469,384.84757141731467,384.3891296386719
316,389.88047425792,379.9592053170155,390.066814371552,364.878304429792,387.668440041184,387.022421804768,388.057865438944,378.4482884234495,384.8768586456903,384.3613586425781
317,389.64653298112,379.9778180627932,389.918992418528,364.839553255136,387.664029730528,386.947217934048,388.0435062392,378.4623345197521,384.9244687127683,384.32427978515625
318,389.45572029312,379.99643080857095,389.786874988256,364.787817563872,387.64168667312,386.871340877536,387.974769985248,378.47638061605477,384.97231919544606,384.29449462890625
319,389.32769907232,380.01504355434867,389.61067122864,364.727755130592,387.623054526176,386.793255519968,387.933946824416,378.49042671235736,385.0068399984025,384.25164794921875
320,389.14477166832,380.0336563001264,389.407756044,364.66561966256,387.620118513376,386.712876926688,387.984267986656,378.50447280866,385.0316878296763,384.2059020996094
321,389.02244351072,380.0522690459041,389.325894764256,364.587455661792,387.608905041632,386.632780400352,387.951511520992,378.51851890496255,385.06171714217226,384.2010803222656
322,388.95824275872,380.07088179168187,389.249094960864,364.508329068256,387.606523725536,386.550688433888,387.914773612256,378.5325650012652,385.10575829997,384.2009582519531
323,388.74740927872,380.0894945374596,389.152956270304,364.435539019488,387.61787875504,386.467324544736,387.939381593824,378.5466110975678,385.1565977625335,384.19903564453125
324,388.58661659392,380.1081072832373,389.016845862624,364.360058324704,387.598544062176,386.382232602336,387.90544023728,378.56065719387044,385.1986695953339,384.17486572265625
325,388.44454726432,380.1267200290151,388.882794858208,364.281926829792,387.581542450912,386.295594010336,387.840440059616,378.5747032901731,385.22495634978657,384.14739990234375
326,388.25662025472,380.14533277479273,388.735129143008,364.204252514016,387.572303447776,386.207227365088,387.802939836128,378.5887493864757,385.24523076216576,384.1165771484375
327,388.18033991872,380.1639455205705,388.600483596,364.123441907424,387.556271769312,386.117191386848,387.779976021728,378.60279548277833,385.276519886655,384.0928955078125
328,388.16566546112,380.1825582663482,388.504777967328,364.045235963616,387.562281158368,386.02669613232,387.75967244464,378.6168415790809,385.32530964506833,384.0875549316406
329,388.30333916432,380.20117101212594,388.390362597088,363.975346276064,387.586345977568,385.93736794288,387.782191662816,378.6308876753835,385.3800323639187,384.0799865722656
330,388.37972016352,380.2197837579037,388.314768656096,363.909254530784,387.640358127328,385.853451454176,387.832701568736,378.6449337716861,385.4223371763088,384.0887451171875
331,388.38824298112,380.23839650368143,388.273105585888,363.857688708832,387.6846048888,385.777599563488,387.845795137248,378.65897986798876,385.4463957274692,384.10009765625
332,388.38256110272,380.25700924945914,388.253364045536,363.950138509024,387.703880861408,385.709762987744,387.851650385632,378.67302596429136,385.46653065736325,384.0865173339844
333,388.38904828672,380.27562199523686,388.230327879392,364.119991043808,387.713172293344,385.648724330208,387.838717249248,378.687072060594,385.5044434925711,384.056884765625
334,388.40032256512,380.29423474101463,388.235462756064,364.246070773472,387.726085506784,385.594129172192,387.842839201504,378.7011181568966,385.56747661722204,384.0517578125
335,388.39209055232,380.3128474867923,388.276396017376,364.252523710176,387.743852578528,385.546109634272,387.877754685152,378.71516425319925,385.6391436971964,384.08734130859375
336,388.40694396672,380.33146023257007,388.26120110256,364.228644488928,387.759774156512,385.502795056864,387.87032342704,378.7292103495019,385.6919215317179,384.1044921875
337,388.40667553152,380.35007297834784,388.219188856544,364.211778143968,387.780495066848,385.465315804896,387.854878951136,378.74325644580443,385.7110500708228,384.10675048828125
338,388.40372274432,380.3686857241255,388.147382372064,364.202323134176,387.799247800032,385.433344722656,387.83515943088,378.7573025421071,385.7072920388705,384.09234619140625
339,388.40394644032,380.38729846990327,388.105007318752,364.2000676472,387.81622214832,385.407378835168,387.810409891552,378.7713486384097,385.70694829571704,384.08740234375
340,388.40797296832,380.405911215681,388.101841667808,364.201459107552,387.833249973984,385.386525804256,387.812978902752,378.7853947347123,385.72889241826135,384.10150146484375
341,388.40889012192,380.4245239614587,388.086506243808,364.206124222176,387.851036968672,385.36939102384,387.827555157728,378.7994408310149,385.7701900532594,384.1148681640625
342,388.43429080272,380.4431367072364,388.063045404384,364.210454841056,387.868059551456,385.356606785248,387.807478073056,378.81348692731757,385.8127281563158,384.12335205078125
343,388.44680659392,380.4617494530142,388.058756728544,364.21486305456,387.88990558384,385.34772744368,387.79814469808,378.82753302362016,385.8429535949201,384.1380310058594
344,388.43435791152,380.48036219879185,388.024162109152,364.220332426976,387.909853693664,385.341936158432,387.784153548512,378.8415791199228,385.8645299878435,384.1397399902344
345,388.39723556032,380.4989749445696,387.989309540064,364.224362104544,387.923067848416,385.339025311456,387.758045054688,378.85562521622535,385.8923029999615,384.1412048339844
346,388.38108470912,380.5175876903474,387.966699095776,364.226663728864,387.929297438432,385.337518507744,387.759796176608,378.869671312528,385.93506285621356,384.1498718261719
347,388.35952041472,380.53620043612506,387.916778489568,364.228771366624,387.93971818672,385.336547526368,387.731393398496,378.88371740883065,385.9855929794366,384.14996337890625
348,388.32833719232,380.55481318190283,387.884022023904,364.227223668448,387.951260911328,385.33694283952,387.713861207776,378.89776350513324,386.02829524325864,384.15802001953125
349,388.31591087952,380.57342592768055,387.8355998328,364.22215590064,387.96097282224,385.337743951584,387.691707942624,378.9118096014359,386.0561354267799,384.1602783203125
350,388.30237727152,380.59203867345826,387.77177825456,364.214907094752,387.974334826208,385.338721224416,387.662738933472,378.9258556977385,386.07886581744856,384.15869140625
351,388.31022900112,380.610651419236,387.747479602912,364.207755806432,387.988336461536,385.34018818224,387.64196978864,378.93990179404113,386.11349291889456,384.1690673828125
352,388.32753188672,380.62926416501375,387.747988162272,364.251760346848,388.006539740896,385.34151463088,387.63022573744,378.9539478903437,386.1664377545735,384.1802062988281
353,388.50572812032,380.6478769107914,387.811701737184,364.399169160928,388.02722185392,385.342669113056,387.689730328288,378.9679939866463,386.2260894411549,384.19580078125
354,388.55972833472,380.6664896565692,387.872931235552,364.456812529376,388.079303575264,385.345435256544,387.732133693152,378.9820400829489,386.2740592742833,384.2306213378906
355,388.57353037792,380.68510240234696,387.913006761696,364.464877127392,388.113175725792,385.350717982432,387.743212947168,378.99608617925156,386.30448709961735,384.26068115234375
356,388.55515375152,380.7037151481246,387.92438276272,364.472662804192,388.129679263456,385.358602225376,387.730667783904,379.0101322755542,386.33167218365196,384.27783203125
357,388.53974109712,380.7223278939024,387.921931192032,364.485599086304,388.136704722656,385.368171529952,387.705850087136,379.0241783718568,386.37725720773085,384.28985595703125
358,388.54626183552,380.7409406396801,387.938084505312,364.499511592672,388.145753933536,385.378501052128,387.727275640544,379.03822446815946,386.4485221930453,384.3142395019531
359,388.54183265472,380.7595533854578,387.954383570656,364.511454873312,388.163096332,385.389248956128,387.73384077488,379.05227056446205,386.52891757884123,384.3404846191406
360,388.51160014032,380.77816613123554,387.968345360096,364.528847603424,388.180910589664,385.400164632288,387.738612844256,379.0663166607647,386.59088007109165,384.3627624511719
361,388.49690331312,380.7967788770133,387.96287598768,364.540285470432,388.192328533728,385.41032743088,387.718329190112,379.08036275706723,386.61957318358236,384.3736267089844
362,388.48895092032,380.815391622791,387.962961970912,364.551446513376,388.205224969952,385.419590551264,387.71365568688,379.0944088533699,386.6257448364223,384.3847961425781
363,388.48564021952,380.83400436856874,387.966730553056,364.563605800672,388.220216461024,385.427899467488,387.715468674784,379.1084549496725,386.6356426643941,384.39813232421875
364,388.47373959232,380.8526171143465,387.984180954848,364.577635747552,388.236287985376,385.435280393952,387.722255058656,379.1225010459751,386.66806772921365,384.41778564453125
365,388.45687291392,380.8712298601242,388.006181127904,364.591450736352,388.250069419744,385.44164315312,387.723267983072,379.1365471422778,386.71999646909285,384.4397277832031
366,388.45159368832,380.88984260590195,388.020653573856,364.60238528688,388.261724341984,385.446920636128,387.727688779488,379.15059323858037,386.77327960818315,384.46044921875
367,388.45748807792,380.90845535167966,388.021778695904,364.604011628256,388.275528845024,385.451057268448,387.728965945056,379.164639334883,386.8143033602079,384.4781494140625
368,388.45700713152,380.9270680974574,388.025833539296,364.602257360608,388.2925430392,385.454492403424,387.725660833504,379.1786854311856,386.8466822849037,384.49627685546875
369,388.46134683392,380.94568084323515,388.014732265184,364.599476537056,388.308718372576,385.45759199408,387.709768615648,379.1927315274882,386.88520530162657,384.51025390625
370,388.47092102272,380.96429358901287,388.017874847456,364.596900185824,388.325333059296,385.46074296496,387.703556851424,379.2067776237908,386.9386137552182,384.53033447265625
371,388.48702713472,380.9829063347906,388.01644249264,364.594555569888,388.343200794336,385.463980967648,387.696486303456,379.22082372009345,386.9995924226285,384.55035400390625
372,388.49226162112,381.0015190805683,388.017399842528,364.593264772832,388.362764076768,385.467624769248,387.69588756656,379.23486981639604,387.05249979204564,384.5706787109375
373,388.47547323632,381.0201318263461,388.010987800288,364.593137895136,388.38021972144,385.4717687416,387.691039999712,379.2489159126987,387.09025957580633,384.5865173339844
374,388.46761032192,381.03874457212373,388.00481902768,364.593500702432,388.392170342112,385.47589488816,387.682766735072,379.2629620090013,387.12258277618673,384.60009765625
375,388.47485807232,381.0573573179015,388.005270963936,364.601228707552,388.405239793376,385.479880525536,387.678589208288,379.27700810530393,387.16641002476814,384.6159973144531
376,388.49678028032,381.0759700636792,388.019310348,364.674781071072,388.422804489952,385.483692099296,387.678619616992,379.2910542016066,387.22811799994787,384.6311950683594
377,388.64503480432,381.09458280945694,388.10967662768,364.846840858336,388.444714485472,385.487620064992,387.774702733024,379.3051002979091,387.2960317406268,384.6683044433594
378,388.65825523792,381.1131955552347,388.159356061408,364.896413337312,388.492641748704,385.49270356144,387.809187251936,379.31914639421177,387.351718105934,384.7075500488281
379,388.63041627072,381.1318083010124,388.190708483808,364.90934018224,388.517566400224,385.499672397536,387.8167516792,379.33319249051436,387.3892839208145,384.73663330078125
380,388.58877526032,381.15042104679014,388.1917748856,364.915101058784,388.524130485984,385.50781878448,387.794030085856,379.347238586817,387.4230072514503,384.75128173828125
381,388.57302706192,381.16903379256786,388.179513886432,364.92139880624,388.52576207024,385.516295472864,387.762452219616,379.3612846831196,387.47447476004834,384.7608337402344
382,388.55149632192,381.18764653834563,388.192774178528,364.926906975968,388.535584081632,385.524594951904,387.78361143472,379.37533077942226,387.55092020223753,384.7884521484375
383,388.77774245632,381.20625928412335,388.20723089584,364.925621421792,388.548151264992,385.532089124576,387.789012649696,379.38937687572485,387.63574320033956,384.8167724609375
384,388.77563971392,381.22487202990106,388.229416666848,364.918790997728,388.609266468576,385.54256859312,387.79544985776,379.4034229720275,387.70133801085456,384.855224609375
385,388.72644896352,381.24348477567884,388.25225674928,364.913511417568,388.635434731232,385.555369608928,387.779859629792,379.41746906833004,387.73289387216886,384.87982177734375
386,388.68485269232,381.26209752145655,388.252123580128,364.90603716784,388.635478771424,385.568867927776,387.751879427808,379.4315151646327,387.7411268651906,384.88897705078125
387,388.65472084112,381.28071026723427,388.233652913888,364.894155753184,388.634464798432,385.581939476192,387.70762637488,379.44556126093534,387.7522659780624,384.89190673828125
388,388.65743874752,381.299323013012,388.24582373552,364.879690647264,388.6404081272,385.593907922656,387.73733253296,379.4596073572379,387.7850845606561,384.9167175292969
389,388.66762810032,381.31793575878976,388.277722466016,364.867801892576,388.657320609504,385.604917970656,387.7294315128,379.4736534535406,387.8365322894946,384.9459228515625
390,388.71199820192,381.3365485045674,388.28325789872,364.860632778464,388.678374967008,385.615222327008,387.7263906424,379.48769954984317,387.8884454388253,384.9690246582031
391,388.72573313632,381.3551612503452,388.272734389984,364.858850199264,388.706087782112,385.625476351712,387.724510545632,379.5017456461458,387.9272188410841,384.98699951171875
392,388.72684043152,381.37377399612296,388.291614000864,364.860232222432,388.727148431072,385.63569787056,387.733391984352,379.5157917424484,387.9564537622059,385.01116943359375
393,388.81023430032,381.3923867419006,388.29400580272,364.8653629048,388.7422248568,385.645831309024,387.728737355488,379.529837838751,387.990953356508,385.0282287597656
394,388.94011219792,381.4109994876784,388.320221251296,364.872856028896,388.773779654368,385.65706784944,387.7480961656,379.5438839350536,388.03943329776433,385.0595703125
395,389.06156794112,381.4296122334561,388.388825384672,364.877617612512,388.818984814304,385.67104536752,387.78533109936,379.55793003135625,388.09460466355375,385.10858154296875
396,389.09517826512,381.4482249792338,388.457869919968,364.877072352992,388.8642266744,385.688815584992,387.814645090016,379.5719761276589,388.1408221714215,385.156494140625
397,389.10147530752,381.46683772501154,388.480443664096,364.874844128992,388.889095751392,385.709808076512,387.80315164848,379.5860222239615,388.1710302970072,385.1813659667969
398,389.11131793152,381.4854504707893,388.502257190624,364.876090885856,388.90204356784,385.73313679536,387.803400160992,379.60006832026414,388.1949635770916,385.204345703125
399,389.13189796352,381.504063216567,388.515325593312,364.885068793568,388.914148329184,385.757864314592,387.812170450656,379.61411441656674,388.2295800328412,385.2265625
400,389.14701981312,381.52267596234475,388.55827316912,364.931072968416,388.93355327664,385.783338419936,387.81935739056,379.6281605128694,388.2812681278976,385.25567626953125
401,389.33089792512,381.5412887081225,388.629388642016,364.985295881952,388.956120729312,385.80894884016,387.871478957792,379.6422066091719,388.3383835468294,385.29852294921875
402,389.36530236992,381.5599014539002,388.670337631968,364.986957874912,389.0122069624,385.836046141152,387.914886858464,379.65625270547457,388.3824871466646,385.34356689453125
403,389.37883597792,381.57851419967795,388.704939591392,364.983601383136,389.045125957344,385.865234302688,387.918195115744,379.67029880177716,388.4077479434107,385.3754577636719
404,389.37353438272,381.59712694545567,388.713512748768,364.97979924656,389.062918194912,385.895978551008,387.916705089248,379.6843448980798,388.4284793781045,385.396728515625
405,389.38141966672,381.6157396912334,388.715483023072,364.982325266144,389.072324970208,385.927335167712,387.891026511584,379.69839099438246,388.4663145898944,385.4126892089844
406,389.38489813952,381.6343524370111,388.753985685216,365.001498478304,389.086434608864,385.958465292,387.895004808928,379.71243709068506,388.5285028641065,385.4443054199219
407,389.61816832832,381.6529651827889,388.852887373536,365.091667625696,389.103913322208,385.988891821792,388.050708907744,379.7264831869877,388.5984713196397,385.5054626464844
408,389.64640994832,381.67157792856653,388.900602824416,365.087064377056,389.16617461936,386.019949594336,388.078275970784,379.7405292832903,388.6486557331484,385.5533752441406
409,389.60049634432,381.6901906743443,388.928631260896,365.076822935264,389.198561986272,386.052975544032,388.062947886816,379.7545753795929,388.6643007142773,385.5810241699219
410,389.49798765232,381.7088034201221,388.919152133856,365.063259604704,389.199116682976,386.086525781728,388.033201882848,379.7686214758955,388.6561769939317,385.58807373046875
411,389.45973563632,381.72741616589974,388.876349261536,365.045111899872,389.17529198768,386.118138250976,387.94167902384,379.78266757219814,388.6505723097935,385.5737609863281
412,389.44334990432,381.7460289116775,388.876281104096,365.025196295904,389.17141225648,386.14693109936,387.949727893216,379.79671366850073,388.66629222930044,385.5907287597656
413,389.43582253392,381.76464165745523,388.90247872688,365.00563091632,389.185110853344,386.17247441072,387.93236242608,379.8107597648034,388.70031616379475,385.61639404296875
414,389.45422152992,381.78325440323295,388.920978753248,364.987876427488,389.203170477792,386.19486150832,387.935424268,379.824805861106,388.7345244267849,385.64306640625
415,389.46381808832,381.80186714901066,388.89952698544,364.97381712048,389.22573373616,386.214458345184,387.922467014368,379.8388519574086,388.7553639002655,385.6553649902344
416,389.46804594272,381.82047989478843,388.913049421536,364.967374669536,389.245418653408,386.231979001568,387.935955896032,379.8528980537113,388.76651881413824,385.6777038574219
417,389.48046107072,381.83909264056615,388.942611924704,364.989856138976,389.261436700384,386.24782508208,387.94451017904,379.8669441500138,388.782831388964,385.70025634765625
418,389.50690193792,381.85770538634387,388.986622756576,365.038795278048,389.277954918112,386.261719762656,387.976600798944,379.88099024631646,388.8130600805303,385.72821044921875
419,389.53856610672,381.87631813212164,389.043236423392,365.06272587952,389.297990059744,386.273914701536,388.008230045408,379.89503634261905,388.8499578984009,385.76373291015625
420,389.56244565472,381.8949308778993,389.079764616928,365.066513336032,389.32021043376,386.28510720176,388.033810056928,379.9090824389217,388.8779350590494,385.7946472167969
421,389.56941378512,381.91354362367707,389.088771884768,365.070704494304,389.341104359136,386.296366810848,388.023699687136,379.9231285352243,388.8899793925074,385.8116455078125
422,389.56698668352,381.9321563694548,389.10176059568,365.075978831584,389.357918275296,386.307826697952,388.022521087712,379.93717463152694,388.89589624404107,385.8289794921875
423,389.57799252672,381.9507691152325,389.09986267312,365.0825492088,389.372154791648,386.31919640752,388.022741288672,379.95122072782954,388.9126900493988,385.8439636230469
424,389.59324859392,381.9693818610103,389.107967117024,365.102239368928,389.389692225248,386.330398344928,388.012582684384,379.9652668241322,388.9467817591742,385.86370849609375
425,389.77019212992,381.987994606788,389.167325955808,365.198697875168,389.40964872368,386.34155729072,388.090280068832,379.9793129204347,388.986545354332,385.90478515625
426,389.82053491472,382.0066073525657,389.220960618208,365.204730857184,389.462359590624,386.353985013472,388.129936164576,379.9933590167374,389.0136237415465,385.9517822265625
427,389.83577979712,382.0252200983434,389.26505533616,365.205611661024,389.496850400992,386.369022641888,388.140381030112,380.00740511304,389.0222237951578,385.9869079589844
428,389.83703249472,382.0438328441212,389.286182045408,365.205060110048,389.514891151072,386.386183636704,388.152282367712,380.0214512093426,389.0267095394009,386.01153564453125
429,389.84763568512,382.06244558989886,389.291078895328,365.21191465136,389.52749818032,386.404795860704,388.134395758304,380.03549730564526,389.0487514164016,386.0287170410156
430,389.87090006912,382.08105833567663,389.331657737952,365.26836736176,389.543893714656,386.424199759584,388.14796538032,380.04954340194786,389.09563903161535,386.0608825683594
431,390.09103930272,382.0996710814544,389.44252682416,365.4243849848,389.565894936288,386.444201346784,388.306495391456,380.0635894982505,389.1507910022255,386.1255798339844
432,390.08256122432,382.11828382723206,389.495242933984,365.422401603296,389.62744320176,386.465946715872,388.332511610592,380.0776355945531,389.18668695903983,386.1756896972656
433,390.03537255312,382.13689657300984,389.516359157472,365.411483829984,389.651458737888,386.489884657376,388.3133834872,380.0916816908557,389.18862140701765,386.19921875
434,389.91851376272,382.15550931878755,389.482588718816,365.396223379168,389.649302865632,386.51483447472,388.259468855008,380.1057277871583,389.16741703392546,386.19366455078125
435,389.82923668912,382.17412206456527,389.447548454624,365.379466086112,389.6235791992,386.538646587104,388.177871816416,380.11977388346094,389.1493809443632,386.17987060546875
436,389.78973197552,382.192734810343,389.43262302384,365.362530010848,389.607993165536,386.559211259616,388.17131716784,380.1338199797636,389.1533324936681,386.18603515625
437,389.66385823632,382.21134755612076,389.443193718496,365.347791226592,389.615390869216,386.576074458848,388.14881996976,380.1478660760662,389.17625993544846,386.2049560546875
438,389.60145823712,382.2299603018984,389.435098711776,365.330839946976,389.608230143712,386.58771050672,388.10418208944,380.16191217236883,389.2000587511678,386.2121887207031
439,389.55781514752,382.2485730476762,389.390102218464,365.30843345072,389.61012072624,386.593966311136,388.06145786032,380.1759582686714,389.21119911465115,386.2081298828125
440,389.52912613552,382.26718579345396,389.375786010336,365.285261493984,389.618887870176,386.595436414688,388.050326177504,380.1900043649741,389.21338859408024,386.2169189453125
441,389.53820819312,382.2857985392316,389.38434134192,365.265848682208,389.630986340064,386.59293765808,388.048068593376,380.2040504612766,389.2214833516668,386.2345275878906
442,389.56565569232,382.3044112850094,389.397178009312,365.251148695264,389.650070423264,386.587708409568,388.04325982384,380.21809655757926,389.24423920039493,386.2559814453125
443,389.60058582272,382.3230240307871,389.422232684256,365.237802419936,389.672979711712,386.58101010608,388.060449130208,380.23214265388185,389.2744013769248,386.2853698730469
444,389.63619822592,382.3416367765649,389.442160871136,365.225937258208,389.696475154144,386.574012958432,388.082185062112,380.2461887501845,389.2963766753181,386.3125
