Modelo,MSE_TB,RMSE_TB,R2_TB
MLP,1.7119629383087158,1.3084200160150088,0.9643150568008423
LSTM,441.008544921875,21.000203449535316,-8.192584991455078
GRU,4.91528844833374,2.2170449811254938,0.8975434303283691
TFKAN,12.475381851196289,3.5320506580733366,0.7399573922157288
PINT,9.292349815368652,3.0483355811604227,0.806306004524231
EXP,65.84481811523438,8.11448199919344,-0.3724997043609619
ARIMA,15.57295036315918,3.9462577669431553,0.6753902435302734
PROPHET,5.499020418061274,2.3449990230405797,0.8853758800098953
MOE,7.541637897491455,2.7462042708967327,0.8427985906600952
