forecast_step,MLP_TiB,LSTM_TiB,GRU_TiB,PINN_TiB,TFKAN_TiB,ETS_TiB,ARIMA_TiB,PROPHET_TiB,MOE_TiB
181,458.3584738698008,498.94794377946874,421.5510397877695,425.0634909596445,4.46942202242676e-07,400.3476268324555,392.29229003936223,358.863001583815,386.4270324707031
182,460.6777869191172,499.7858191456797,423.99450597429296,425.4131575551035,4.48697608492676e-07,400.513626914445,392.3762768772842,358.5799931428849,386.5166320800781
183,462.29997167253515,500.6236945118906,427.2199889149668,425.7628241505625,4.4795617880517597e-07,400.6796269964345,392.6519557503103,358.1786330190151,386.606201171875
184,461.8850928273203,501.46156987810156,428.93022069597265,426.1124907460215,4.46090608492676e-07,400.84562707842395,392.98082667533225,357.72993043533603,386.69580078125
185,460.34684667253515,502.2994452443125,427.96933660173437,426.46215734148046,4.44265260836426e-07,401.0116271604134,393.18906568549943,357.42370133685705,386.785400390625
186,459.75327214860937,503.13732061052343,426.3291731801035,426.81182393693945,4.44937319430176e-07,401.1776272424029,393.199042853981,357.38761719533466,386.8749694824219
187,460.4981986012461,503.97519597673437,424.77098378801367,427.16149053239843,4.47332241305176e-07,401.3436273243924,393.08436727253155,357.52872701999087,386.9645690917969
188,462.26766881608984,504.8130713429453,424.5286017384531,427.5111571278574,4.50224592867676e-07,401.50962740638187,393.009700743916,357.5787980680677,387.05413818359375
189,464.5718069996836,505.65094670915624,426.3623534169199,427.8608237233164,4.52027819430176e-07,401.67562748837133,393.10427352637896,357.3271179659045,387.14373779296875
190,466.27921971941015,506.4888220753672,429.5489684071543,428.2104903187754,4.51323678805176e-07,401.84162757036086,393.3661403492438,356.82703769816817,387.2333068847656
191,466.0079947438242,507.3266974415781,433.48923406267187,428.56015691423437,4.49484725680176e-07,402.0076276523503,393.667963401421,356.36912838082986,387.3229064941406
192,464.48993596696874,508.16457280778906,434.52289495134374,428.90982350969335,4.47636991305176e-07,402.1736277343398,393.8566386975939,356.2304751530428,387.4124755859375
193,463.7965842213633,509.002448174,434.5027152028086,429.25949010515234,4.48261741305176e-07,402.33962781632925,393.8689607600955,356.43073180513124,387.5020751953125
194,464.4362097706797,509.84032354021093,429.95689687395117,429.6091567006113,4.50631647555176e-07,402.5056278983187,393.77605798799823,356.7308958406279,387.5916442871094
195,466.1381674733164,510.67819890642187,426.55620870256445,429.9588232960703,4.53515436617676e-07,402.67162798030824,393.72562394087686,356.88400232487294,387.6812438964844
196,468.4204932179453,511.5160742726328,426.0787764515879,430.3084898915293,4.5535578818017597e-07,402.8376280622977,393.82863544106056,356.8999785281619,387.7708435058594
197,470.22089299821874,512.3539496388437,427.253237816334,430.6581564869883,4.5468035068017597e-07,403.0036281442872,394.07733951979037,357.06051583919543,387.86041259765625
198,470.11131963396093,513.1918250050546,430.261424156666,431.00782308244726,4.52864069430176e-07,403.1696282262767,394.3549814246784,357.6495916223758,387.95001220703125
199,468.6286917653086,514.0297003712656,433.1015158619883,431.35748967790624,4.5099671005517597e-07,403.33562830826617,394.5269542481914,358.640151525467,388.0395812988281
200,467.82623967790624,514.8675757374765,433.32594976091406,431.70715627336523,4.51582788180176e-07,403.50162839025563,394.54233144873143,359.63568893489287,388.1291809082031
201,468.3713675465586,515.7054511036874,432.459910484791,432.0568228688242,4.5393810068017597e-07,403.6676284722451,394.469299016086,360.14392436916603,388.21875
202,469.99538335466406,516.5433264698984,429.54550847673437,432.4064894642832,4.56819319430176e-07,403.83362855423456,394.4400950894247,359.95830707680756,388.308349609375
203,472.2502051320078,517.3812018361093,427.78349218034765,432.7561560597422,4.5869905380517597e-07,403.9996286362241,394.5497308349958,359.3196953396125,388.3979187011719
204,474.13022527360937,518.2190772023202,428.1257697072031,433.10582265520117,4.5805049911767597e-07,404.16562871821355,394.7859671311285,358.7214792516508,388.4875183105469
205,474.19047460222265,519.0569525685312,430.55919561052343,433.45548925066015,4.56250045992676e-07,404.331628800203,395.0420283971767,358.5313261450489,388.57708740234375
206,472.74545201921484,519.8948279347421,433.5129996266367,433.80515584611913,4.5435526474267597e-07,404.49762888219254,395.19979182127787,358.7501154827678,388.66668701171875
207,471.831435295582,520.7327033009531,436.27699956560156,434.1548224415781,4.54895131930176e-07,404.663628964182,395.21874374117226,359.08786365326483,388.75628662109375
208,472.30754003191015,521.570578667164,435.37463292741796,434.50449285173437,4.57235272555176e-07,404.8296290461715,395.1638031505269,359.2492234267097,388.8458557128906
209,473.8572073903086,522.4084540333749,434.9507666554453,434.8541632618906,4.60117858492676e-07,404.99562912816094,395.15316224989226,359.15553366449114,388.9354553222656
210,476.09946355485937,523.2463293995859,432.3465949025156,435.20383367204687,4.6204224130517597e-07,405.1616292101504,395.26789594179974,358.926552452603,389.0250244140625
211,478.05553350114843,524.0842047657968,430.8942709889414,435.5535040822031,4.61427803805176e-07,405.32762929213993,395.4923859431866,358.69099555699654,389.1146240234375
212,478.2877264943125,524.9220801320077,431.543837639332,435.90317449235937,4.5964651474267597e-07,405.4936293741294,395.7292206908355,358.4460908030397,389.2041931152344
213,476.89740667009374,525.7599554982187,434.5228796925547,436.2528449025156,4.57725202242676e-07,405.65962945611886,395.87494225364026,358.10566166928595,389.2937927246094
214,475.8698111500742,526.5978308644296,437.707900139332,436.60251531267187,4.58213655367676e-07,405.8256295381084,395.8978305254025,357.6614135777874,389.38336181640625
215,476.2813559498789,527.4357062306406,438.90392217302343,436.9521857228281,4.60531319430176e-07,405.99162962009785,395.85932584086794,357.25896827918655,389.47296142578125
216,477.7611685719492,528.2735815968515,437.65009221696874,437.30185613298437,4.63410405367676e-07,406.1576297020873,395.86488278572455,357.0837762839662,389.5625305175781
217,479.9829627003672,529.1114569630624,435.4783240284922,437.6515265431406,4.65375866305176e-07,406.3236297840768,395.98343706840444,357.1628224006443,389.6521301269531
218,482.00046453142187,529.9493323292734,433.5955344166758,438.00119695329687,4.64796967867676e-07,406.48962986606625,396.196913295156,357.29480761776557,389.7417297363281
219,482.4047156300547,530.7872076954843,433.5392676320078,438.3508673634531,4.63038639742676e-07,406.6556299480558,396.4166483353325,357.2065765830306,389.831298828125
220,481.0791159596445,531.6250830616952,435.70654210710546,438.70053777360937,4.61097225680176e-07,406.82163003004524,396.5522082438957,356.8052207683262,389.9208984375
221,479.9443503346445,532.4629584279062,439.19928655290624,439.0502081837656,4.61539295992676e-07,406.9876301120347,396.57926460052323,356.2835056798666,390.0104675292969
222,480.2843848195078,533.3008337941171,441.82245549821874,439.39987859392187,4.63835327242676e-07,407.15363019402423,396.55565964238514,355.96303172065586,390.1000671386719
223,481.7151022877695,534.1387091603281,441.1223441090586,439.7495490040781,4.66708710055176e-07,407.3196302760137,396.575320626966,356.01115792407325,390.18963623046875
224,483.9114829030039,534.976584526539,440.4680014576914,440.09921941423437,4.68710975680176e-07,407.48563035800316,396.6966326315278,356.2993322939569,390.27923583984375
225,485.9814825978281,535.8144598927499,437.6854315724375,440.4488898243906,4.68164085055176e-07,407.65163043999263,396.89982623041703,356.54499621671323,390.3688049316406
226,486.52341375017187,536.6523352589609,436.07995519304296,440.79856023454687,4.66425827242676e-07,407.8176305219821,397.10437928640664,356.60771044254994,390.4584045410156
227,485.2655631031992,537.4902106251718,436.69248113298437,441.1482306447031,4.64464444430176e-07,407.9836306039716,397.2314045915358,356.65213081863607,390.5479736328125
228,484.05800542497656,538.3280859913827,439.4519415822031,441.49790105485937,4.6486213974267597e-07,408.1496306859611,397.26275484009886,357.0053609559688,390.6375732421875
229,484.3058691945078,539.1659613575937,442.4229346241953,441.8475714650156,4.67140522555176e-07,408.31563076795055,397.25262931526055,357.8246119150178,390.7271728515625
230,485.69794377946874,540.0038367238046,443.6066199269297,442.19724187517187,4.70011264742676e-07,408.4816308499401,397.2845440155587,358.88256754624103,390.8167419433594
231,487.86144170427343,540.8417120900156,442.58937749528906,442.5469122853281,4.7205179599267597e-07,408.64763093192954,397.407735152703,359.6859085307788,390.9063415527344
232,489.9800635304453,541.6795874562265,439.8966132130625,442.89658269548437,4.71537881930176e-07,408.813631013919,397.601366105101,359.8445642232641,390.99591064453125
233,490.6508933033945,542.5174628224374,437.9010077443125,443.2462531056406,4.6981750693017597e-07,408.9796310959085,397.7924631057577,359.37833151114353,391.08551025390625
234,489.4473029103281,543.3553381886484,437.8809348073008,443.59592351579687,4.67833694430176e-07,409.14563117789794,397.9123582191582,358.6973299377324,391.1750793457031
235,488.164198967457,544.1932135548593,439.92197332048437,443.9455939259531,4.68182905367676e-07,409.31163125988746,397.94804266062323,358.2779868118567,391.2646789550781
236,488.3129187550547,545.0310889210702,443.4090872731211,444.29526433610937,4.70441827242676e-07,409.47763134187693,397.9500875047901,358.315801906039,391.354248046875
237,489.67186650896093,545.8689642872812,447.27735051775,444.6449347462656,4.73310514742676e-07,409.6436314238664,397.99262366276366,358.63797904021396,391.44384765625
238,491.79679784441015,546.7068396534921,447.8872900929453,444.99460515642187,4.75390405367676e-07,409.8096315058559,398.1169731930336,358.91359216197793,391.5334167480469
239,493.9516745533945,547.5447150197031,447.07138738298437,445.3442755665781,4.74912967867676e-07,409.9756315878454,398.30174272475335,358.94148987506105,391.6230163574219
240,494.74616155290624,548.382590385914,444.98242101335546,445.69394597673437,4.73212530367676e-07,410.14163166983485,398.48093412487736,358.75962875213645,391.7126159667969
241,493.5993033375742,549.2204657521249,442.5865546193125,446.0436163868906,4.71208280367676e-07,410.3076317518243,398.5949080229232,358.51822264460014,391.80218505859375
242,492.25353917741796,550.0583411183359,442.0752325978281,446.39328679704687,4.7150782724267597e-07,410.4736318338138,398.63489877997296,358.2868887946744,391.89178466796875
243,492.31852636003515,550.8962164845468,443.788336845875,446.7429572072031,4.73744280367676e-07,410.6396319158033,398.64791094065265,358.0038803537432,391.9813537597656
244,493.6289206471445,551.7340918507577,447.8524008717539,447.09262761735937,4.7660841318017597e-07,410.8056319977928,398.6996312579116,357.6025202298722,392.0709533691406
245,495.71999272966406,552.5719672169687,452.4309683766367,447.4422980275156,4.78725038180176e-07,410.97163207978224,398.8245532136071,357.1538176461949,392.1605224609375
246,497.90988835954687,553.4098425831796,455.01898870134374,447.79196843767187,4.78284295992676e-07,411.13763216177176,399.0011380507665,356.84758854771536,392.2501220703125
247,498.8044806447031,554.2477179493906,454.84316167497656,448.1416388478281,4.76604741305176e-07,411.30363224376123,399.1698141571299,356.811504406193,392.3396911621094
248,497.7221823658945,555.0855933156015,450.1576529469492,448.49130925798437,4.74583139742676e-07,411.4696323257507,399.27890458922553,356.95261423084827,392.4292907714844
249,496.31662664079687,555.9234686818124,444.7965689625742,448.8409796681406,4.74835389742676e-07,411.63563240774016,399.32312024988585,357.0026852789265,392.51885986328125
250,496.30499944353124,556.7613440480234,443.7290335621836,449.19065007829687,4.77050335055176e-07,411.8016324897296,399.34599709907496,356.7510051767622,392.60845947265625
251,497.5609656300547,557.5992194142343,444.442145439625,449.5403204884531,4.79909452242676e-07,411.96763257171915,399.40563827556224,356.2509249090251,392.69805908203125
252,499.6129523243906,558.4370947804452,446.73163518571874,449.88999089860937,4.82060928805176e-07,412.1336326537086,399.53066135147054,355.79301559168863,392.7876281738281
253,501.82990178728124,559.2749701466562,449.05229100847265,450.2396613087656,4.81655936617676e-07,412.2996327356981,399.6997095154703,355.6543623639006,392.8772277832031
254,502.8306036915781,560.1128455128671,450.1604758229258,450.58933171892187,4.79995639742676e-07,412.4656328176876,399.8591148151775,355.8546190159885,392.966796875
255,501.8311835255625,560.9507208790781,448.22174749040624,450.9390021290781,4.77956780367676e-07,412.6316328996771,399.9642098094657,356.15478305148474,393.056396484375
256,500.3723975148203,561.788596245289,446.39426335954687,451.28867253923437,4.78161725680176e-07,412.79763298166654,400.012527746061,356.3078895357312,393.1459655761719
257,500.2931738820078,562.6264716114999,445.615859123707,451.6383429493906,4.80356272555176e-07,412.963633063656,400.04426127709354,356.32386573902187,393.2355651855469
258,501.4930945363047,563.4643469777109,446.47839269304296,451.98801335954687,4.83211624117676e-07,413.12963314564547,400.11071503510317,356.48440305005386,393.32513427734375
259,503.51816472673437,564.3022223439218,449.2360678639414,452.3376837697031,4.85398335055176e-07,413.295633227635,400.23546510434346,357.07347883323513,393.41473388671875
260,505.7676154103281,565.1400977101327,451.89340123796484,452.68735417985937,4.85030475680176e-07,413.46163330962446,400.39759298202716,358.0640387363259,393.5043029785156
261,506.88568792009374,565.9779730763437,452.6854315724375,453.0370245900156,4.83388928805176e-07,413.6276333916139,400.5488394843451,359.05957614575294,393.5939025878906
262,505.98082646989843,566.8158484425546,451.83329686784765,453.38669500017187,4.81332678805176e-07,413.79363347360345,400.6506964195451,359.5678115800252,393.6835021972656
263,504.48740300798437,567.6537238087656,449.06769475603124,453.7363654103281,4.81488436617676e-07,413.9596335555929,400.7029630993574,359.38219428766575,393.7730712890625
264,504.3161231007578,568.4915991749765,447.23102483415624,454.08603582048437,4.83661061617676e-07,414.1256336375824,400.7426340330564,358.74358255046883,393.8626708984375
265,505.44806584978124,569.3294745411874,447.4386359181406,454.4357062306406,4.86512319430176e-07,414.29163371957185,400.8149299729572,358.14536646250906,393.9522399902344
266,507.4393683400156,570.1673499073984,449.74425420427343,454.78537664079687,4.88733803805176e-07,414.4576338015613,400.9391149199318,357.9552133559065,394.0418395996094
267,509.72093877458593,571.0052252736093,453.12187108659765,455.1350470509531,4.88404819430176e-07,414.62363388355084,401.09490538261576,358.1740026936272,394.13140869140625
268,510.9628058400156,571.8431006398202,455.22172460222265,455.48471746110937,4.86782975680176e-07,414.7896339655403,401.2389849966786,358.51175086412235,394.22100830078125
269,510.15888127946874,572.6809760060312,454.3071433033945,455.8343878712656,4.84711178805176e-07,414.95563404752977,401.3382474861769,358.6731106375667,394.3105773925781
270,508.6394415822031,573.5188513722421,453.7841940846445,456.18405828142187,4.84817710055176e-07,415.1216341295193,401.39428705169996,358.579420875347,394.4001770019531
271,508.36569890642187,574.3567267384531,451.6055518116953,456.5337286915781,4.869671866176759e-07,415.28763421150876,401.44105895205166,358.3504396634607,394.48974609375
272,509.42641362810156,575.194602104664,450.5677329030039,456.88339910173437,4.898131319301759e-07,415.4536342934982,401.51834909296235,358.11488276785667,394.579345703125
273,511.37021550798437,576.0324774708749,451.53009709978124,457.2330695118906,4.92067569430176e-07,415.6196343754877,401.641745687885,357.8699780138971,394.6689453125
274,513.6715460743906,576.8703528370859,454.83850011491796,457.58273992204687,4.91777678805176e-07,415.78563445747716,401.79174706582023,357.5295488801438,394.7585144042969
275,515.0326758351327,577.7082282032968,458.43835363054296,457.9324103322031,4.90175585055176e-07,415.9516345394667,401.92954304521993,357.0853007886466,394.8481140136719
276,514.3378516163827,578.5461035695077,458.7904425587656,458.28208074235937,4.88089991305176e-07,416.11763462145615,402.02675585821686,356.68285549004486,394.93768310546875
277,512.7972784962656,579.3839789357187,458.0244437184336,458.6317511525156,4.88148249117676e-07,416.2836347034456,402.08637722063185,356.5076634948247,395.02728271484375
278,512.4153662648202,580.2218543019296,456.26969823503515,458.98142156267187,4.90274991305176e-07,416.44963478543514,402.13949069911007,356.58670961150193,395.1168518066406
279,513.3966437306406,581.0597296681406,454.52672490739843,459.3310919728281,4.93115553805176e-07,416.6156348674246,402.22103556523905,356.71869482862394,395.2064514160156
280,515.285422417164,581.8976050343515,454.38790807390234,459.68076238298437,4.95401835055176e-07,416.78163494941407,402.3434781341916,356.63046379388953,395.2960205078125
281,517.6012946095468,582.7354804005624,456.4777441945078,460.0304327931406,4.95151217867676e-07,416.94763503140354,402.48820388168343,356.2291079791808,395.3856201171875
282,519.0777350392343,583.5733557667734,460.03658971452734,460.38010320329687,4.93568092867676e-07,417.113635113393,402.62050137333307,355.7073928907238,395.4751892089844
283,518.4915076222421,584.4112311329843,462.41113195085546,460.7297736134531,4.91469202242676e-07,417.2796351953825,402.7161235978947,355.38691893151463,395.5647888183594
284,516.9496832814218,585.2491064991952,461.73764714860937,461.07944402360937,4.91478842867676e-07,417.445635277372,402.77912625693534,355.4350451349318,395.6543884277344
285,516.4781866993906,586.0869818654062,460.99862584733984,461.4291144337656,4.93582819430176e-07,417.61163535936146,402.8378933268315,355.72321950481603,395.74395751953125
286,517.3663702931406,586.9248572316171,458.3015891041758,461.77878484392187,4.96418342867676e-07,417.777635441351,402.9230494480174,355.96888342757103,395.83355712890625
287,519.2090674366952,587.7627325978281,456.82123479509374,462.1284552540781,4.98736116305176e-07,417.94363552334045,403.0444201191943,356.03159765340916,395.9231262207031
288,521.5294562306406,588.600607964039,457.55321416521093,462.47812566423437,4.98525944430176e-07,418.1096356053299,403.18434903054725,356.0760180294947,396.0127258300781
289,523.1101904835702,589.4384833302499,460.48940190935156,462.8277960743906,4.96961725680176e-07,418.2756356873194,403.3118447697349,356.42924816682665,396.102294921875
290,522.6437293019296,590.2763586964609,463.64313420915624,463.17746648454687,4.94850303805176e-07,418.44163576930885,403.40626140398996,357.2484991258753,396.19189453125
291,521.1094885792734,591.1142340626718,464.7770300831797,463.5271368947031,4.94810585055176e-07,418.60763585129837,403.4724401803397,358.3064547570988,396.2814636230469
292,520.5609503712656,591.9521094288827,463.58188542985937,463.87680730485937,4.96890725680176e-07,418.77363593328784,403.5362388075542,359.10979574163656,396.3710632324219
293,521.3527594532968,592.7899847950937,461.3333579030039,464.2264777150156,4.99720749117676e-07,418.9396360152773,403.62444751054295,359.26845143412345,396.46063232421875
294,523.1461401906015,593.6278601613046,459.4476614918711,464.57614812517187,5.02069077242676e-07,419.1056360972668,403.7446678414891,358.80221872200246,396.55023193359375
295,525.4548865284921,594.4657355275156,459.4093848195078,464.9258185353281,5.01900381930176e-07,419.2716361792563,403.8802446995965,358.121217148589,396.63983154296875
296,527.1197577443124,595.3036108937265,461.57670507097265,465.27548894548437,5.00355452242676e-07,419.43763626124576,404.0035558961487,357.7018740227143,396.7294006347656
297,526.7850714650156,596.1414862599374,465.04403600358984,465.6251593556406,4.98233053805176e-07,419.6036363432352,404.0970880365894,357.7396891168963,396.8190002441406
298,525.2620764698984,596.9793616261484,467.7976904835703,465.97482976579687,4.98144178805176e-07,419.7696364252247,404.16623687901244,358.0618662510734,396.9085693359375
299,524.6200781788827,597.8172369923593,467.13275823259374,466.3245001759531,5.00199866305176e-07,419.9356365072142,404.2345057633389,358.33747937283687,396.9981689453125
300,525.3090887989999,598.6551123585702,466.63471135759374,466.67417058610937,5.03023756930176e-07,420.1016365892037,404.3252831383616,358.365377085919,397.0877380371094
301,527.0432501759531,599.4929877247812,464.46747502946874,467.0238409962656,5.05401288180176e-07,420.26763667119315,404.4443069507964,358.18351596299397,397.1773376464844
302,529.3337317433359,600.3308630909921,463.02536687517187,467.37351140642187,5.05274475680176e-07,420.43363675318267,404.57594350894624,357.9421098554587,397.26690673828125
303,531.0879736866952,601.1687384572031,463.50873479509374,467.7231818165781,5.03748678805176e-07,420.59963683517213,404.6956159711787,357.7107760055332,397.35650634765625
304,530.9077521290781,602.006613823414,466.3587714161875,468.07285222673437,5.01616569430176e-07,420.7656369171616,404.78852975102484,357.4277675646014,397.4460754394531
305,529.4141455616952,602.8444891896249,469.46063909196874,468.4225226368906,5.01478897555176e-07,420.93163699915107,404.86044475926536,357.0264074407316,397.5356750488281
306,528.6664954152109,603.6823645558359,470.69731053972265,468.77219304704687,5.035100772426759e-07,421.09763708114053,404.93267836990333,356.5777048570547,397.6252746582031
307,529.2482367482187,604.5202399220468,469.56764897966406,469.1218634572031,5.06327764742676e-07,421.26363716313006,405.0256063050609,356.27147575857384,397.71484375
308,530.9067145314218,605.3581152882577,467.28505620622656,469.47153386735937,5.08733569430176e-07,421.4296372451195,405.1434135734998,356.2353916170508,397.804443359375
309,533.1708746876718,606.1959906544687,465.3644324269297,469.8212042775156,5.08649194430176e-07,421.595637327109,405.2714897871713,356.3765014417067,397.8940124511719
310,535.0138007130624,607.0338660206796,465.282477470875,470.17087468767187,5.07142178805176e-07,421.7616374090985,405.388005331047,356.42657248978514,397.9836120605469
311,535.0011511769296,607.8717413868906,467.37689885759374,470.5205450978281,5.05001186617676e-07,421.927637491088,405.4805197468753,356.17489238762164,398.07318115234375
312,533.5451117482187,608.7096167531015,470.9107199635508,470.87021550798437,5.04814499117676e-07,422.09363757307744,405.5550015326718,355.6748121198821,398.16278076171875
313,532.6859503712656,609.5474921193124,473.9726172413828,471.2198859181406,5.06820749117676e-07,422.2596376550669,405.6307454132354,355.2169028025458,398.2523498535156
314,533.1934576954843,610.3853674855234,473.53507909441015,471.56955632829687,5.09632186617676e-07,422.4256377370564,405.72546359695673,355.07824957475896,398.3419494628906
315,534.7744666066171,611.2232428517343,473.570075127125,471.9192267384531,5.120655381801759e-07,422.5916378190459,405.8420552549813,355.278506226848,398.4315185546875
316,537.0206366505624,612.0611182179452,471.8673163380625,472.26889714860937,5.12024538180176e-07,422.75763790103537,405.96692069436597,355.5786702623444,398.5211181640625
317,538.9420844044687,612.8989935841562,470.3216086354258,472.6185675587656,5.10536335055176e-07,422.92363798302483,406.08070388521907,355.7317767465892,398.6107177734375
318,539.101828667164,613.7368689503671,470.24408635759374,472.96823796892187,5.083875147426759e-07,423.08963806501436,406.1729976364782,355.7477529498787,398.7002868652344
319,537.6882849659921,614.5747443165781,472.3845816578867,473.3179083790781,5.08151608492676e-07,423.2556381470038,406.249853128577,355.90829026091166,398.7898864746094
320,536.7169257130624,615.412619682789,475.83715734148046,473.66757878923437,5.10132139742676e-07,423.4216382289933,406.3286994799584,356.4973660440923,398.87945556640625
321,537.1597968068124,616.2504950489999,477.9557639088633,474.0172491993906,5.12936913180176e-07,423.58763831098275,406.424898279313,357.48792594718736,398.96905517578125
322,538.6694861378671,617.0883704152109,477.1960974659922,474.36691960954687,5.153967881801759e-07,423.7536383929722,406.54029182316333,358.48346335660887,399.0586242675781
323,540.8988104786874,617.9262457814218,476.80184850358984,474.7165900197031,5.15399897555176e-07,423.91963847496174,406.6622672091401,358.9916987908827,399.1482238769531
324,542.8885260548593,618.7641211476327,474.30656346941015,475.06626042985937,5.13930647555176e-07,424.0856385569512,406.7736914826185,358.8060814985242,399.23779296875
325,543.2214270558359,619.6019965138437,472.96203527116796,475.4159308400156,5.11775319430176e-07,424.2516386389407,406.8659089361967,358.16746976133,399.327392578125
326,541.8708258595468,620.4398718800546,473.680556389332,475.76560125017187,5.11490413180176e-07,424.4176387209302,406.94495272076784,357.56925367336885,399.4169616699219
327,540.7841254200937,621.2777472462656,476.7534781422617,476.1152716603281,5.13444741305176e-07,424.58363880291967,407.0265362646353,357.3791005667653,399.5065612792969
328,541.1573706593515,622.1156226124765,480.07176885271093,476.46494207048437,5.16242460055176e-07,424.74963888490913,407.123950394494,357.59788990448504,399.5961608886719
329,542.6112433400156,622.9534979786874,481.2512579884531,476.8146124806406,5.18727741305176e-07,424.9156389668986,407.23817617783294,357.93563807498185,399.68572998046875
330,544.8182593312265,623.7913733448984,480.0180197682383,477.16428289079687,5.18775475680176e-07,425.08163904888806,407.3575549944027,358.09699784842525,399.77532958984375
331,546.8636694874765,624.6292487111093,478.08618077898046,477.5139533009531,5.17325022555176e-07,425.2476391308776,407.46694820208415,358.00330808620674,399.8648986816406
332,547.3516150441171,625.4671240773202,476.21240148210546,477.86362371110937,5.15164303805176e-07,425.41363921286705,407.5592045826965,357.7743268743186,399.9544982910156
333,546.0641241993906,626.3049994435312,476.0562125172617,478.2132941212656,5.14830600680176e-07,425.5796392948565,407.64025985784224,357.5387699787136,400.0440673828125
334,544.8890906300546,627.1428595509531,478.13525304460546,478.56296453142187,5.16758381930176e-07,425.74563937684604,407.72425397910354,357.2938652247555,400.1336669921875
335,545.1794348683359,627.9807196583749,481.7065955128672,478.9126349415781,5.19548897555176e-07,425.9116394588355,407.822656884018,356.9534360910009,400.2232360839844
336,546.5867529835702,628.8185797657968,484.4724646534922,479.26230535173437,5.22058678805176e-07,426.077639540825,407.9357550103894,356.5091879995034,400.3128356933594
337,548.7651434864999,629.6564398732187,483.9014960255625,479.6119757618906,5.22151647555176e-07,426.24363962281444,408.05280515534946,356.10674270090345,400.40240478515625
338,550.8616248097421,630.4942999806406,483.53041753435156,479.96164617204687,5.20719881930176e-07,426.4096397048039,408.16045457890857,355.9315507056827,400.49200439453125
339,551.4778662648202,631.3321600880624,481.94457921648046,480.3113165822031,5.18554756930176e-07,426.57563978679343,408.25284047567015,356.0105968223611,400.5815734863281
340,550.2545081105234,632.1700201954843,480.7517691578867,480.66098699235937,5.18172210055176e-07,426.7416398687829,408.3357396875803,356.14258203948276,400.6711730957031
341,549.0072089161874,633.0078803029062,481.18949803972265,481.0106574025156,5.20072897555176e-07,426.90763995077236,408.4218528506445,356.0543510047448,400.7607727050781
342,549.1963263478281,633.8457404103281,483.9531851735117,481.36032781267187,5.22856006930176e-07,427.0736400327619,408.52105172783087,355.6529951900407,400.850341796875
343,550.5689002003671,634.6836005177499,486.9580603566172,481.7099982228281,5.253894288051759e-07,427.23964011475135,408.6330694586444,355.1312801015837,400.93994140625
344,552.7075262989999,635.5214606251718,488.35134038591406,482.05966863298437,5.255283819301759e-07,427.4056401967408,408.74803490174963,354.81080614237175,401.0295104980469
345,554.8480139698984,636.3593207325937,487.2275687184336,482.4093390431406,5.24115350680176e-07,427.5716402787303,408.85419177770495,354.85893234578833,401.1191101074219
346,555.5914374318124,637.1971808400156,485.1250601735117,482.75900945329687,5.21946913180176e-07,427.73764036071975,408.9467770477811,355.14710671567383,401.20867919921875
347,554.419211479664,638.0350409474374,483.22728643083593,483.1086798634531,5.21515585055176e-07,427.9036404427093,409.0313622663472,355.3927706384292,401.29827880859375
348,553.1025000538827,638.8729010548593,483.08429631853124,483.45835027360937,5.23388522555176e-07,428.06964052469874,409.1193346973246,355.4554848642668,401.3878479003906
349,553.2032996144296,639.7107611622812,485.1635886158945,483.8080206837656,5.261638819301759e-07,428.2356406066882,409.2191660952779,355.49990524035104,401.4774475097656
350,554.5360785450937,640.5486212697031,488.76361760759374,484.15769109392187,5.287199444301759e-07,428.40164068867773,409.33015570123223,355.85313537768445,401.5670166015625
351,556.6398840870859,641.3864813771249,491.5790396656992,484.5073615040781,5.289054756801759e-07,428.5676407706672,409.4432581254178,356.6723863367301,401.6566162109375
352,558.8141089406015,642.2243414845468,491.03613195085546,484.85703191423437,5.275112256801759e-07,428.73364085265666,409.5481417204429,357.73034196795845,401.7462158203125
353,559.6676093068124,643.0622015919687,490.7964240040781,485.2067023243906,5.25340631930176e-07,428.89964093464613,409.64097886206343,358.53368295249555,401.8357849121094
354,558.5583411183359,643.9000616993906,489.52928838396093,485.55637273454687,5.248607569301759e-07,429.0656410166356,409.72710194526576,358.6923386449819,401.9253845214844
355,557.1805335011484,644.7379218068124,488.52999791765234,485.9060431447031,5.267054288051759e-07,429.2316410986251,409.8167025702238,358.226105932859,402.01495361328125
356,557.2025214161874,645.5757819142343,488.9810172047617,486.25571355485937,5.294727413051759e-07,429.3976411806146,409.9170285032459,357.5451043594489,402.10455322265625
357,558.4819861378671,646.4136420216562,491.72482976579687,486.6053839650156,5.320504444301759e-07,429.56364126260405,410.0270454960653,357.1257612335727,402.1941223144531
358,560.5493536915781,647.2515021290781,494.6930762257578,486.95505437517187,5.322830694301759e-07,429.7296413445936,410.1384859026494,357.16357632775635,402.2837219238281
359,562.7549200978281,648.0893622364999,495.95436772966406,487.3047247853281,5.309075538051759e-07,429.89564142658304,410.2422871772657,357.4857534619309,402.373291015625
360,563.7074805226327,648.9272223439218,494.89687261247656,487.65439519548437,5.287358663051759e-07,430.0616415085725,410.3354142365845,357.76136658369444,402.462890625
