time_index,historical_tib
320,384.06898880720115
321,386.45526558780665
322,381.54086804914454
323,380.63322304105765
324,380.34215940618554
325,384.01666733694043
326,390.19464332437497
327,389.5544078984258
328,392.41390539836914
329,386.60801140403714
330,367.01037806892384
331,364.240008004665
332,362.0125819816592
333,361.6044294357304
334,363.32250484037405
335,364.97630956554394
336,363.8011544299121
337,363.1494575524326
338,363.02105548810937
339,364.10402557849903
340,366.29260034704197
341,368.3830489506719
342,370.41527971363087
343,370.0136662859912
344,370.0803491010664
345,368.1294465990068
346,367.41168051528905
347,366.2758176379199
348,363.1605745968818
349,362.9035199799541
350,361.1680946846006
351,360.70733620834375
352,360.8630463695527
353,360.64100765991213
354,362.66677373647656
355,364.4158437066074
356,365.8890364608769
357,364.6052549295429
358,363.46506332683595
359,363.2526285080908
360,365.6979372115137
361,367.5827620487217
362,368.5731977281572
363,369.71990874767283
364,366.02261005687694
365,362.8042251596455
366,362.4418101210596
367,368.28251723194137
368,369.12484335136423
369,368.6113181128506
370,367.2708112092022
371,361.12609019184083
372,357.5043245997432
373,356.68771657037695
374,356.0152477693555
375,356.4976367468838
376,358.2674060087207
377,360.7321050620078
378,357.86934889936424
379,355.83446926069234
380,354.4996959033008
381,352.11738616466505
382,353.92292670869824
383,356.64790866184273
384,359.6241466197969
385,358.2848889341357
386,356.53258578825
387,355.9582910771367
388,355.41761754798927
389,357.823443142414
390,360.9027527194024
391,363.4607135167119
392,361.98324239587794
393,359.7786047811504
394,357.5801418352129
395,357.1584241495137
396,358.73368952179004
397,363.645877716541
398,364.56896702480276
399,362.46726157236134
400,361.50998277187307
401,358.4188209977148
402,359.06817022943454
403,360.728581694126
404,363.62437327003516
405,363.8877472229004
406,362.4339116997715
407,362.0672160601611
408,360.28484223127344
409,360.61547585725776
410,362.7939673433301
411,365.11123620986916
412,367.7885112061504
413,364.5195013394355
414,361.03236630868946
415,360.6962607617383
416,359.029267381668
417,361.62929368972755
418,364.62885996341697
419,367.35294573593166
420,366.12605501699414
421,367.6633894071582
422,369.10385061168654
423,371.21736954975097
424,373.1100778245928
425,375.4395626559258
426,380.64222615098925
427,374.2607991685869
428,370.2196194815634
429,368.4275796198848
430,366.89783110713967
431,368.070919994831
432,368.99289553785354
433,368.9263672618867
434,367.5394907145498
435,366.7855199422832
436,367.1826421294209
437,368.43841425848046
438,371.30360254621485
439,373.84132047987015
440,374.7824892201426
441,373.8028543224336
442,373.09883526325194
443,375.2622635960576
444,380.40268042373634
445,382.09771669340137
446,383.0384767642022
447,375.1712229394912
448,371.6636484055517
449,369.1650888137822
450,361.82699343061427
451,361.8520462226865
452,366.1124392542842
453,369.0320496535303
454,371.46743514299413
455,369.2264516968731
456,366.01236385488477
457,365.39175500535936
458,365.9940010409356
459,369.0885320706367
460,372.4574701886182
461,374.65575112724315
462,372.8359370250703
463,370.9216132721904
464,368.7565065569873
465,365.56374666452444
466,364.4882007999424
467,364.65783077240036
468,366.75428498554203
469,365.57407982254006
470,364.78277531290036
471,363.32351945352536
472,385.227574986458
473,382.8252486729619
474,382.62339585542674
475,383.0590295772549
476,382.75838113355667
477,367.1253781838418
478,365.78474338626853
479,364.1895909914971
480,365.0603368830684
481,366.23742202377343
482,369.5515443892481
483,369.48685409212106
484,368.8472320690156
485,367.35448872995414
486,365.4826366319658
487,366.9453080840107
488,368.4572878584863
489,369.76892028236426
490,368.11654192590726
491,365.9439823741914
492,364.41769391489066
493,360.8512121477129
494,360.3784283833506
495,362.7510054454805
496,365.86734020519236
497,366.8562422871592
498,367.1563574204443
499,369.6417148861884
500,371.03077956247364
501,374.86236207389845
502,375.7049964957236
503,373.79539129972466
504,369.79708668708787
505,365.7439471435547
506,365.02057884693164
507,368.3160991878506
508,372.1520401034356
509,386.0678850302695
510,384.69592403459575
511,380.7314647355078
512,372.22559567785254
513,363.32710341930374
514,357.2955835862158
515,356.61143740320216
516,356.72999392986327
517,356.50178244733786
518,351.5913576488496
519,348.2196972684863
520,345.3197300267217
521,342.7570449566846
522,344.1777796616553
523,346.2068891687393
524,349.30214546537405
525,349.4238777604101
526,347.7596883559229
527,347.754414570332
528,350.9310981144902
529,353.97589047002833
530,356.43215427255666
531,357.26550184917477
532,354.1465713410381
533,351.6173657875059
534,350.52254373312013
535,351.4510166587832
536,353.9461795473096
537,356.37842887353906
538,357.4865083680156
539,354.89380975151073
540,353.01904752779
541,352.599149149418
542,354.04242285203907
543,356.62534200048435
544,360.12413096189454
545,363.72861263656637
546,361.95654741954786
547,359.73434952688183
548,359.6820866379736
549,357.5182048316006
550,358.8641373419766
551,360.83397110319146
552,361.6465182390215
553,359.4837917170527
554,358.38236579656643
555,358.3381915059092
556,359.5161169967656
557,362.0876895012851
558,364.2362794919013
559,365.12588653135253
560,367.5991642127041
561,365.8241669297217
562,367.52693949031834
563,367.79862629985837
564,366.50706124687207
565,365.9115197706221
566,364.4555767483711
567,361.84191327953323
568,360.8803881745342
569,361.4069574780469
570,362.1974107642178
571,367.91889776563676
572,373.96612945699707
573,381.69380713129004
574,380.48054121303517
575,381.195035817623
576,375.6393583211895
577,371.8707085766797
578,373.16726680946385
579,379.66412503862404
580,382.3933003983496
581,380.7961129455566
582,374.57410765123336
583,372.32346533632324
584,367.3193649735449
585,368.6476153311728
586,370.26869091558495
587,374.26651664972263
588,373.83789110136036
589,374.16424831104297
590,379.6374462976455
591,383.205538772583
592,388.2903999047275
593,397.17836267709765
594,390.80303131198923
595,386.4661873698232
596,375.3746858992578
597,372.8735903902051
598,370.50039553260837
599,373.2306796932217
600,382.00201390552536
601,384.26756732892966
602,382.44407150840726
603,380.955822274208
604,374.86903168106056
605,375.0950287199023
606,375.32760167646387
607,379.7466870064737
608,382.99362423706054
609,379.90809757709474
610,373.58677133893946
611,375.02603477001173
612,373.33366485071195
613,376.1112548041348
614,385.88920392894727
615,386.7843127140996
616,382.9225593867305
617,381.03655857706053
618,375.3839996061328
619,379.6106260609629
620,382.4638351836201
621,384.2710017728808
622,385.1003815093037
623,383.01831431198144
624,375.7452126412393
625,374.56972266960156
626,374.02495623874705
627,379.8570729026797
628,376.0355483345987
629,372.7445910053252
630,369.5054176311494
631,366.99059691905956
632,372.09558615636814
633,374.161862671375
634,380.96485858392674
635,384.04737813377346
636,384.4943939847949
637,375.4424880628584
638,370.30161199235937
