step,forecast_tb
192,4.0330919802633614e-07
193,4.033218158183378e-07
194,4.032266833797102e-07
195,4.031750389154579e-07
196,4.03280522691646e-07
197,4.0353519566826533e-07
198,4.0381950097887067e-07
199,4.0399560115014797e-07
200,4.0401134740350097e-07
201,4.0393656219247206e-07
202,4.0390665737157087e-07
203,4.040189243750357e-07
204,4.0426083034227557e-07
205,4.045230370787089e-07
206,4.0468458682498855e-07
207,4.047039935909604e-07
208,4.046477344261396e-07
209,4.046368381438897e-07
210,4.047543254444029e-07
211,4.049842032058231e-07
212,4.052267219874156e-07
213,4.0537594086772764e-07
214,4.053993784580122e-07
215,4.0535994966104876e-07
216,4.053656399725819e-07
217,4.0548703955804613e-07
218,4.0570563921423973e-07
219,4.0593064789538053e-07
220,4.0606946124174917e-07
221,4.060971669509358e-07
222,4.060729954738024e-07
223,4.060931283220132e-07
224,4.0621735181468446e-07
225,4.0642542205994705e-07
226,4.066348843892804e-07
227,4.067649583017327e-07
228,4.067970609562612e-07
229,4.067866924188268e-07
230,4.0681937307193214e-07
231,4.069455207963679e-07
232,4.0714379889162345e-07
233,4.0733948222029587e-07
234,4.07462254816418e-07
235,4.074987956844782e-07
236,4.0750088960490504e-07
237,4.0754444663066996e-07
238,4.0767178054966636e-07
239,4.0786098455014745e-07
240,4.0804447654387443e-07
241,4.081611858154734e-07
242,4.082021363506923e-07
243,4.082154608032283e-07
244,4.082684224081015e-07
245,4.0839634249073367e-07
246,4.085771653639849e-07
247,4.0874988969690104e-07
248,4.0886159829936696e-07
249,4.089068751358831e-07
250,4.0893030102945274e-07
251,4.0899137359417573e-07
252,4.0911939722390584e-07
253,4.092925025438416e-07
254,4.094557335707418e-07
255,4.0956335084489286e-07
256,4.0961282841196645e-07
257,4.096453235477438e-07
258,4.0971337219594565e-07
259,4.098411162668477e-07
260,4.100071352135958e-07
261,4.101620116319694e-07
262,4.102663131336142e-07
263,4.10319834213742e-07
264,4.103604572498497e-07
265,4.104344882923082e-07
266,4.105616536780102e-07
267,4.107211831117985e-07
268,4.108687206365989e-07
269,4.1097036542584516e-07
270,4.1102774994094077e-07
271,4.110756443669009e-07
272,4.1115478947119345e-07
273,4.112811475843943e-07
274,4.114347489953999e-07
275,4.115758520783052e-07
276,4.116753979988141e-07
277,4.11736450273927e-07
278,4.117908384758887e-07
279,4.1187434041880476e-07
280,4.1199972160941223e-07
281,4.1214792077484384e-07
282,4.122833934062931e-07
283,4.1238131056424415e-07
284,4.124458252871018e-07
285,4.1250600276667544e-07
286,4.1259320263476986e-07
287,4.1271748620205494e-07
288,4.128607734072804e-07
289,4.129913290442085e-07
290,4.1308801167768574e-07
291,4.131557787446678e-07
292,4.132211085389355e-07
293,4.13311434250796e-07
294,4.1343453986968485e-07
295,4.135733705723868e-07
296,4.136996412376563e-07
297,4.1379541814946755e-07
298,4.1386622656410876e-07
299,4.1393613390165907e-07
300,4.140290899336823e-07
301,4.141509703176155e-07
302,4.1428576615316095e-07
303,4.14408310754487e-07
304,4.1450345446504946e-07
305,4.1457709543348774e-07
306,4.14651062650781e-07
307,4.147462208563823e-07
308,4.148668554992638e-07
309,4.149980055420634e-07
310,4.151173174589921e-07
311,4.152120522208003e-07
312,4.152883215694559e-07
313,4.1536588330315303e-07
314,4.154628747232837e-07
315,4.1558226458110084e-07
316,4.1571012679103077e-07
317,4.1582664077846433e-07
318,4.159211495797537e-07
319,4.1599984960366286e-07
320,4.160805882674774e-07
321,4.1617909583801656e-07
322,4.1629725882691924e-07
323,4.164221616221595e-07
324,4.1653626007820135e-07
325,4.1663069075066543e-07
326,4.167116315860663e-07
327,4.1679517313498655e-07
328,4.168949252039618e-07
329,4.1701189240610093e-07
330,4.1713413631426833e-07
331,4.172461549589342e-07
332,4.173406254926812e-07
333,4.174236260944305e-07
334,4.1750963607460204e-07
335,4.176104006492344e-07
336,4.1772621313063873e-07
337,4.1784607247907786e-07
338,4.179563054888024e-07
339,4.1805090864708624e-07
340,4.181357974400822e-07
341,4.1822397731905997e-07
342,4.183255569692988e-07
343,4.1844026312565187e-07
344,4.1855798773939164e-07
345,4.186666923803699e-07
346,4.1876149969692787e-07
347,4.188481149607395e-07
348,4.189381987300604e-07
349,4.1904042608156454e-07
350,4.191540794380618e-07
351,4.192698963204278e-07
352,4.1937729712173354e-07
353,4.1947236235475294e-07
354,4.1956055239195213e-07
355,4.1965230343190916e-07
356,4.197550371873238e-07
357,4.1986769458797085e-07
358,4.1998180956431297e-07
359,4.200881020695201e-07
360,4.201834641782625e-07
