weight_MLP,weight_LSTM,weight_GRU,weight_PINN,weight_TFKAN,weight_EXP,weight_ARIMA,weight_PROPHET
1.3356816e-27,2.7728823e-20,1.120666e-28,0.0,5.5030287e-09,1.624129e-27,5.8430085e-33,1.0
5.168404e-28,1.28671894e-20,4.5495075e-29,0.0,4.1540464e-09,7.145489e-28,1.7422645e-33,1.0
2.1326297e-28,6.3249267e-21,1.848645e-29,0.0,3.215072e-09,3.132297e-28,5.8103097e-34,1.0
1.1785408e-28,4.039153e-21,9.473776e-30,0.0,2.7151499e-09,1.7016886e-28,2.8686197e-34,1.0
9.51605e-29,3.6133745e-21,7.0647406e-30,0.0,2.5676827e-09,1.3045956e-28,2.2959618e-34,1.0
9.6123675e-29,3.95514e-21,6.8001096e-30,0.0,2.627591e-09,1.2250493e-28,2.4972868e-34,1.0
8.7448185e-29,3.9282702e-21,6.181187e-30,0.0,2.6082074e-09,1.0950733e-28,2.3292905e-34,1.0
4.661875e-29,2.4332915e-21,3.4228597e-30,0.0,2.1846656e-09,6.2603773e-29,1.0736928e-34,1.0
1.7636797e-29,1.1093009e-21,1.3679856e-30,0.0,1.6351408e-09,2.7065807e-29,3.1100923e-35,1.0
6.3846526e-30,4.8786925e-22,5.071273e-31,0.0,1.2024667e-09,1.0948264e-29,8.58478e-36,1.0
3.315778e-30,2.9561769e-22,2.4790195e-31,0.0,9.917593e-10,5.699592e-30,3.8848747e-36,1.0
2.4195721e-30,2.416547e-22,1.7186346e-31,0.0,9.0282454e-10,4.1334214e-30,2.6685056e-36,1.0
2.6481915e-30,2.8288211e-22,1.7454061e-31,0.0,9.534746e-10,4.0781657e-30,3.2546633e-36,1.0
2.7530742e-30,3.1511224e-22,1.746405e-31,0.0,9.95527e-10,3.959787e-30,3.6808485e-36,1.0
1.6712769e-30,2.18737e-22,1.0631345e-31,0.0,8.753714e-10,2.4453491e-30,2.0540533e-36,1.0
6.711941e-31,1.05255066e-22,4.4317697e-32,0.0,6.701984e-10,1.0896634e-30,6.5248017e-37,1.0
2.3424908e-31,4.4936543e-23,1.6003975e-32,0.0,4.8600174e-10,4.2931767e-31,1.7142424e-37,1.0
1.0352478e-31,2.3685676e-23,6.975315e-33,0.0,3.7677705e-10,2.0287732e-31,6.1287565e-38,1.0
7.665186e-32,1.9595557e-23,4.8582737e-33,0.0,3.449688e-10,1.4790709e-31,4.3026541e-38,1.0
8.3478854e-32,2.2785678e-23,4.904378e-33,0.0,3.6385964e-10,1.458909e-31,5.1914964e-38,1.0
9.0727505e-32,2.6334326e-23,5.077346e-33,0.0,3.865428e-10,1.4622518e-31,6.243249e-38,1.0
