forecast_step,MoE_TB
1872,469.70862
1873,469.75235
1874,469.79266
1875,469.83078
1876,469.87057
1877,469.9143
1878,469.95996
1879,470.00348
1880,470.04285
1881,470.0808
1882,470.12207
1883,470.1681
1884,470.21582
1885,470.26016
1886,470.29974
1887,470.33844
1888,470.3822
1889,470.4328
1890,470.48572
1891,470.53336
1892,470.57196
1893,470.60437
1894,470.6379
1895,470.67755
1896,470.72238
1897,470.7676
1898,470.80933
1899,470.8487
1900,470.88977
1901,470.93503
1902,470.98236
1903,471.02734
1904,471.06818
1905,471.10764
1906,471.1505
1907,471.1983
1908,471.2478
1909,471.29388
1910,471.3351
1911,471.37546
1912,471.421
1913,471.4736
1914,471.52847
1915,471.57806
1916,471.61826
1917,471.65225
1918,471.68738
1919,471.72876
1920,471.77545
1921,471.82245
1922,471.86594
1923,471.90698
1924,471.94983
1925,471.99683
1926,472.04584
1927,472.0925
1928,472.1349
1929,472.1759
1930,472.22015
1931,472.26956
1932,472.32062
1933,472.36813
1934,472.4106
1935,472.45215
1936,472.49887
1937,472.55267
1938,472.6089
1939,472.65958
1940,472.70065
1941,472.73535
1942,472.7711
1943,472.8132
1944,472.86053
1945,472.9081
1946,472.95206
1947,472.99353
1948,473.03674
1949,473.08395
1950,473.13327
1951,473.1801
1952,473.22253
1953,473.26346
1954,473.30765
1955,473.357
1956,473.40787
1957,473.4552
1958,473.4974
1959,473.53857
1960,473.5849
1961,473.63843
1962,473.69434
1963,473.74448
1964,473.78506
1965,473.81897
1966,473.85394
1967,473.8954
1968,473.9422
1969,473.98917
1970,474.03244
1971,474.07318
1972,474.11557
1973,474.16235
1974,474.211
1975,474.25726
1976,474.29907
1977,474.33936
1978,474.38297
1979,474.4318
1980,474.48236
1981,474.5293
1982,474.57092
1983,474.6116
1984,474.65768
1985,474.71112
1986,474.76688
1987,474.81702
1988,474.85727
1989,474.89096
1990,474.92572
1991,474.96707
1992,475.01398
1993,475.06113
1994,475.10452
1995,475.14536
1996,475.188
1997,475.23508
1998,475.28424
1999,475.33096
2000,475.37317
2001,475.41382
2002,475.45798
2003,475.50745
2004,475.55878
2005,475.60626
2006,475.64856
2007,475.6899
2008,475.7367
2009,475.791
2010,475.84763
2011,475.8986
2012,475.9395
2013,475.9738
2014,476.0092
2015,476.05115
2016,476.0989
2017,476.14673
2018,476.19083
2019,476.23224
2020,476.27563
2021,476.3233
2022,476.37317
2023,476.42044
2024,476.4632
2025,476.50433
2026,476.54898
2027,476.59897
2028,476.65076
2029,476.69873
2030,476.7414
2031,476.783
2032,476.83005
2033,476.88474
2034,476.9419
2035,476.9932
2036,477.03424
2037,477.06854
2038,477.104
2039,477.1462
2040,477.19406
2041,477.2422
2042,477.28638
2043,477.32803
2044,477.37158
2045,477.41962
2046,477.4698
2047,477.51746
2048,477.56052
2049,477.60208
2050,477.6472
2051,477.69788
2052,477.75037
2053,477.7992
2054,477.8426
2055,477.88513
2056,477.93338
2057,477.9893
2058,478.04794
2059,478.10074
2060,478.1434
2061,478.17932
2062,478.2165
2063,478.26074
2064,478.311
2065,478.36157
2066,478.40845
2067,478.45288
2068,478.49945
2069,478.55072
2070,478.60437
2071,478.6557
2072,478.70258
2073,478.74817
2074,478.7976
2075,478.85278
2076,478.91
2077,478.96368
2078,479.0123
2079,479.06006
2080,479.11374
2081,479.17548
2082,479.23993
2083,479.29883
2084,479.34775
2085,479.3901
2086,479.434
2087,479.48492
2088,479.54196
2089,479.59955
2090,479.65353
2091,479.7052
2092,479.75897
2093,479.81766
2094,479.8787
2095,479.93738
2096,479.99182
2097,480.0449
2098,480.10184
2099,480.1644
2100,480.2289
2101,480.28998
2102,480.34583
2103,480.40088
2104,480.46167
2105,480.53006
2106,480.60107
2107,480.66644
2108,480.72186
2109,480.77078
2110,480.82095
2111,480.87793
2112,480.94046
2113,481.0034
2114,481.06247
2115,481.11896
2116,481.17743
2117,481.2401
2118,481.30493
2119,481.36707
2120,481.42477
2121,481.48102
2122,481.5405
2123,481.60504
2124,481.67117
2125,481.7335
2126,481.7906
2127,481.84653
2128,481.90756
2129,481.9756
2130,482.0457
2131,482.1101
2132,482.1646
2133,482.21252
2134,482.2613
2135,482.31616
2136,482.3762
2137,482.43604
2138,482.49203
2139,482.54538
2140,482.60013
2141,482.65878
2142,482.71906
2143,482.7766
2144,482.82965
2145,482.88092
2146,482.9353
2147,482.99417
2148,483.0545
2149,483.11102
2150,483.16223
2151,483.21225
2152,483.26703
2153,483.32858
2154,483.3921
2155,483.44998
2156,483.49823
2157,483.53992
2158,483.5824
2159,483.6309
2160,483.68445
2161,483.7379
2162,483.7876
2163,483.83475
2164,483.88333
2165,483.93594
2166,483.9903
2167,484.04218
2168,484.08963
2169,484.1355
2170,484.1846
2171,484.23856
2172,484.29404
2173,484.34595
2174,484.39282
2175,484.4387
2176,484.48972
2177,484.54767
2178,484.60782
2179,484.6626
2180,484.70804
2181,484.7473
2182,484.7876
2183,484.8342
2184,484.88605
2185,484.93817
2186,484.98682
2187,485.03317
2188,485.08127
2189,485.1336
2190,485.18802
2191,485.2401
2192,485.2882
2193,485.33487
2194,485.385
2195,485.4402
2196,485.49713
2197,485.55075
2198,485.59946
2199,485.64755
2200,485.70078
2201,485.76108
2202,485.82373
2203,485.88113
2204,485.92938
2205,485.9715
2206,486.0148
2207,486.06445
2208,486.1193
2209,486.17447
2210,486.2263
2211,486.27573
2212,486.32693
2213,486.38235
2214,486.4396
2215,486.49466
2216,486.54556
2217,486.5951
2218,486.6478
2219,486.7054
2220,486.7647
2221,486.8205
2222,486.87134
2223,486.92123
2224,486.97617
2225,487.03784
2226,487.1016
2227,487.1601
2228,487.20923
2229,487.25214
2230,487.29596
2231,487.34573
2232,487.40057
2233,487.45538
2234,487.50665
2235,487.55536
2236,487.60562
2237,487.65955
2238,487.71536
2239,487.76862
2240,487.81757
2241,487.8649
2242,487.91522
2243,487.97012
2244,488.02643
2245,488.07916
2246,488.1267
2247,488.1732
2248,488.2245
2249,488.28235
2250,488.3421
2251,488.39645
2252,488.44135
2253,488.47998
2254,488.51938
2255,488.56467
2256,488.61475
2257,488.66495
2258,488.71143
2259,488.75528
2260,488.8007
2261,488.8498
2262,488.9007
2263,488.94913
2264,488.9931
2265,489.03564
2266,489.0812
2267,489.13144
2268,489.18314
2269,489.23132
2270,489.27448
2271,489.3166
2272,489.36353
2273,489.41742
2274,489.4733
2275,489.52383
2276,489.56512
2277,489.60007
2278,489.636
2279,489.67798
2280,489.7252
2281,489.77255
2282,489.81635
2283,489.85776
2284,489.90088
2285,489.948
2286,489.99725
2287,490.0441
2288,490.08664
2289,490.12778
2290,490.17227
2291,490.22177
2292,490.273
2293,490.3208
2294,490.3637
2295,490.40558
2296,490.4528
2297,490.5071
2298,490.56378
2299,490.61496
2300,490.65695
2301,490.69266
2302,490.7295
2303,490.77264
2304,490.82123
2305,490.87003
2306,490.91534
2307,490.95828
2308,491.00302
2309,491.05206
2310,491.1031
2311,491.1519
2312,491.19635
2313,491.23947
2314,491.28592
2315,491.3375
2316,491.3908
2317,491.44055
2318,491.48532
2319,491.52917
2320,491.57828
2321,491.63455
2322,491.69302
2323,491.74606
2324,491.78958
2325,491.82666
2326,491.86487
2327,491.90936
2328,491.95917
2329,492.0092
2330,492.05557
2331,492.09933
2332,492.14478
2333,492.19452
2334,492.24615
2335,492.29532
2336,492.34003
2337,492.38315
2338,492.42957
2339,492.48105
2340,492.53406
2341,492.5834
2342,492.62756
2343,492.67072
2344,492.71887
2345,492.77417
2346,492.83173
2347,492.88358
2348,492.92572
2349,492.96124
2350,492.99765
2351,493.04037
2352,493.0884
2353,493.13654
2354,493.18073
2355,493.2224
2356,493.2657
2357,493.31302
2358,493.36237
2359,493.40906
2360,493.45126
2361,493.4917
2362,493.53555
2363,493.5844
2364,493.6348
2365,493.68152
2366,493.72284
2367,493.76297
2368,493.80835
2369,493.86108
2370,493.916
2371,493.9651
2372,494.0042
2373,494.03656
2374,494.06998
2375,494.10974
2376,494.15497
2377,494.2003
2378,494.24173
2379,494.2805
2380,494.32092
2381,494.3656
2382,494.4124
2383,494.45648
2384,494.49594
2385,494.53363
2386,494.57486
2387,494.6213
2388,494.6693
2389,494.7136
2390,494.7523
2391,494.79007
2392,494.83322
2393,494.88376
2394,494.93665
2395,494.98373
2396,495.0205
2397,495.05035
2398,495.08124
2399,495.1188
2400,495.16193
2401,495.2053
2402,495.2445
2403,495.28113
2404,495.31946
2405,495.36224
2406,495.4071
2407,495.4493
2408,495.48666
2409,495.52237
2410,495.5616
2411,495.60623
2412,495.6526
2413,495.69498
2414,495.73184
2415,495.76743
2416,495.8088
2417,495.85782
2418,495.90933
2419,495.95468
2420,495.9895
2421,496.01703
2422,496.0457
2423,496.08127
2424,496.1227
2425,496.16418
2426,496.2017
2427,496.23633
2428,496.27286
2429,496.31384
2430,496.3572
2431,496.39767
2432,496.4333
2433,496.46707
2434,496.50458
2435,496.54782
2436,496.5928
2437,496.63376
2438,496.66882
2439,496.70288
2440,496.74274
2441,496.79074
2442,496.84128
2443,496.8856
2444,496.91885
2445,496.94473
2446,496.9717
2447,497.00607
2448,497.0465
2449,497.08713
2450,497.12354
2451,497.15707
2452,497.1927
2453,497.2331
2454,497.2758
2455,497.31577
2456,497.3506
2457,497.38373
2458,497.42078
2459,497.46375
2460,497.50867
2461,497.5495
2462,497.58438
2463,497.61795
2464,497.6579
2465,497.70624
2466,497.75735
2467,497.8019
2468,497.83517
2469,497.8608
2470,497.88757
2471,497.92212
2472,497.96298
2473,498.00415
2474,498.04086
2475,498.07465
2476,498.11057
2477,498.15155
2478,498.19507
2479,498.23553
2480,498.27087
2481,498.3043
2482,498.3419
2483,498.3855
2484,498.4313
2485,498.4727
2486,498.508
2487,498.542
2488,498.5823
2489,498.63147
2490,498.68353
2491,498.72873
2492,498.76212
2493,498.78757
2494,498.81427
2495,498.8488
2496,498.88995
2497,498.93127
2498,498.96802
2499,499.0017
2500,499.03748
2501,499.07843
2502,499.12192
2503,499.16226
2504,499.1971
2505,499.23007
2506,499.2672
2507,499.31055
2508,499.3561
2509,499.397
2510,499.43143
2511,499.46457
2512,499.5043
2513,499.55307
2514,499.6047
2515,499.64932
2516,499.68158
2517,499.70557
2518,499.7309
2519,499.76422
2520,499.8044
2521,499.8448
2522,499.88043
2523,499.9128
2524,499.94745
2525,499.98743
2526,500.03
2527,500.0693
2528,500.103
2529,500.13474
2530,500.17078
2531,500.21335
2532,500.25812
2533,500.29828
2534,500.3317
2535,500.36386
2536,500.40286
2537,500.45132
2538,500.50278
2539,500.54703
2540,500.57852
2541,500.60168
2542,500.62613
2543,500.65906
2544,500.69907
2545,500.7394
2546,500.7749
2547,500.80713
2548,500.84186
2549,500.88208
2550,500.9251
2551,500.96497
2552,500.99896
2553,501.03107
2554,501.06772
2555,501.11124
2556,501.15717
2557,501.19833
2558,501.23264
2559,501.26575
2560,501.306
2561,501.35602
2562,501.40942
2563,501.45523
2564,501.48813
2565,501.51224
2566,501.53796
2567,501.5724
2568,501.61432
2569,501.6566
2570,501.69382
2571,501.72775
2572,501.76428
2573,501.80658
2574,501.85184
2575,501.89374
2576,501.92972
2577,501.96375
2578,502.00235
2579,502.04813
2580,502.09637
2581,502.13974
2582,502.17606
2583,502.21103
2584,502.2535
2585,502.30594
2586,502.36166
2587,502.40973
2588,502.44443
2589,502.47018
2590,502.49756
2591,502.5337
2592,502.57764
2593,502.62183
2594,502.66098
2595,502.69656
2596,502.73474
2597,502.77887
2598,502.82596
2599,502.8697
2600,502.90726
2601,502.9427
2602,502.98303
2603,503.03058
2604,503.0806
2605,503.12552
2606,503.1633
2607,503.19974
2608,503.24368
2609,503.2979
2610,503.35556
2611,503.4053
2612,503.44147
2613,503.46832
2614,503.49686
2615,503.53455
2616,503.58008
2617,503.62592
2618,503.6666
2619,503.70377
2620,503.74356
2621,503.78946
2622,503.83826
2623,503.88382
2624,503.92307
2625,503.96024
2626,504.0023
2627,504.0519
2628,504.104
2629,504.15106
2630,504.1908
2631,504.22925
2632,504.2753
2633,504.33197
2634,504.39203
2635,504.44424
2636,504.48257
2637,504.5116
2638,504.5424
2639,504.58243
2640,504.63034
2641,504.67877
2642,504.72195
2643,504.7616
2644,504.80396
2645,504.85248
2646,504.9041
2647,504.95227
2648,504.99408
2649,505.0338
2650,505.07864
2651,505.13092
2652,505.18576
2653,505.23535
2654,505.2777
2655,505.3186
2656,505.36728
2657,505.42657
2658,505.4893
2659,505.54385
2660,505.58444
2661,505.6156
2662,505.64835
2663,505.69052
2664,505.7406
2665,505.79102
2666,505.8361
2667,505.87744
2668,505.92154
2669,505.9717
2670,506.0249
2671,506.07452
2672,506.11765
2673,506.1586
2674,506.20438
2675,506.25778
2676,506.31354
2677,506.36414
2678,506.40704
2679,506.44846
2680,506.49765
2681,506.55734
2682,506.6204
2683,506.6752
2684,506.71576
2685,506.7467
2686,506.77924
2687,506.82108
2688,506.87085
2689,506.9209
2690,506.96545
2691,507.00623
2692,507.04953
2693,507.09903
2694,507.15152
2695,507.20035
2696,507.24252
2697,507.2825
2698,507.3274
2699,507.37982
2700,507.43466
2701,507.4842
2702,507.526
2703,507.56638
2704,507.61453
2705,507.6733
2706,507.73553
2707,507.78952
2708,507.829
2709,507.8589
2710,507.8903
2711,507.93134
2712,507.98032
2713,508.0296
2714,508.07346
2715,508.11362
2716,508.1564
2717,508.20538
2718,508.2575
2719,508.3059
2720,508.3478
2721,508.38757
2722,508.43234
2723,508.48483
2724,508.53976
2725,508.58945
2726,508.63132
2727,508.672
2728,508.72046
2729,508.77985
2730,508.84268
2731,508.89725
2732,508.93732
2733,508.96774
2734,508.99976
2735,509.04144
2736,509.09143
2737,509.1415
2738,509.18622
2739,509.2273
2740,509.27097
2741,509.32095
2742,509.3742
2743,509.42365
2744,509.46655
2745,509.50714
2746,509.55292
2747,509.60648
2748,509.66254
2749,509.7132
2750,509.7561
2751,509.7976
2752,509.84708
2753,509.90732
2754,509.97113
2755,510.02655
2756,510.06723
2757,510.09824
2758,510.13083
2759,510.17313
2760,510.22357
2761,510.27426
2762,510.31943
2763,510.3608
2764,510.40485
2765,510.45526
2766,510.50885
2767,510.55862
2768,510.60178
2769,510.64258
2770,510.6886
2771,510.74237
2772,510.79868
2773,510.8496
2774,510.89264
2775,510.9343
2776,510.984
2777,511.04477
2778,511.1091
2779,511.16492
2780,511.20612
2781,511.23752
2782,511.2707
2783,511.31372
2784,511.36508
2785,511.41687
2786,511.46326
2787,511.50583
2788,511.55136
2789,511.60342
2790,511.65884
2791,511.71075
2792,511.75607
2793,511.7994
2794,511.84802
2795,511.90482
2796,511.96436
2797,512.0187
2798,512.0654
2799,512.1111
2800,512.1651
2801,512.2304
2802,512.2997
2803,512.3607
2804,512.4072
2805,512.4444
2806,512.4836
2807,512.53296
2808,512.59094
2809,512.64966
2810,512.70325
2811,512.7535
2812,512.8068
2813,512.867
2814,512.93066
2815,512.991
2816,513.0453
2817,513.0977
2818,513.1557
2819,513.2219
2820,513.29114
2821,513.35535
2822,513.4122
2823,513.468
2824,513.53235
2825,513.60785
2826,513.6873
2827,513.75867
2828,513.81604
2829,513.864
2830,513.91394
2831,513.9739
2832,514.0423
2833,514.1113
2834,514.17523
2835,514.23566
2836,514.2991
2837,514.36896
2838,514.44214
2839,514.51196
2840,514.5754
2841,514.6368
2842,514.7033
2843,514.77765
2844,514.8545
2845,514.9261
2846,514.9902
2847,515.05286
2848,515.1234
2849,515.2044
2850,515.2887
2851,515.36475
2852,515.4267
2853,515.47925
2854,515.5331
2855,515.5963
2856,515.6672
2857,515.73804
2858,515.80334
2859,515.86487
2860,515.9287
2861,515.9984
2862,516.0707
2863,516.1391
2864,516.201
2865,516.2604
2866,516.3243
2867,516.395
2868,516.4679
2869,516.53516
2870,516.59485
2871,516.65265
2872,516.71765
2873,516.7923
2874,516.8697
2875,516.9389
2876,516.99396
2877,517.0396
2878,517.0863
2879,517.14166
2880,517.2041
2881,517.2665
2882,517.32324
2883,517.37616
2884,517.43097
2885,517.4914
2886,517.5542
2887,517.61334
2888,517.6659
2889,517.7159
2890,517.7704
2891,517.83167
2892,517.8948
2893,517.95276
2894,518.00323
2895,518.0521
2896,518.1081
2897,518.1737
2898,518.24243
2899,518.30316
2900,518.3502
2901,518.38806
2902,518.42737
2903,518.47534
2904,518.53076
2905,518.5863
2906,518.6367
2907,518.68365
2908,518.7329
2909,518.788
2910,518.8459
2911,518.9004
2912,518.94885
2913,518.9952
2914,519.0464
2915,519.10474
2916,519.16547
2917,519.2214
2918,519.27014
2919,519.31775
2920,519.37286
2921,519.438
2922,519.5066
2923,519.56757
2924,519.6153
2925,519.65424
2926,519.695
2927,519.7447
2928,519.8021
2929,519.8599
2930,519.913
2931,519.9627
2932,520.01514
2933,520.07355
2934,520.135
2935,520.1931
2936,520.24554
2937,520.2959
2938,520.3511
2939,520.41364
2940,520.4785
2941,520.5386
2942,520.59174
2943,520.6438
2944,520.7031
2945,520.7723
2946,520.84485
2947,520.9097
2948,520.9615
2949,521.00446
2950,521.04895
2951,521.1022
2952,521.1628
2953,521.22363
2954,521.2794
2955,521.33185
2956,521.38654
2957,521.4469
2958,521.5099
2959,521.5695
2960,521.6229
2961,521.67426
2962,521.73
2963,521.7925
2964,521.857
2965,521.9165
2966,521.96875
2967,522.01953
2968,522.0772
2969,522.1443
2970,522.21436
2971,522.27655
2972,522.3254
2973,522.3653
2974,522.4063
2975,522.4557
2976,522.5121
2977,522.5683
2978,522.6193
2979,522.66675
2980,522.7161
2981,522.771
2982,522.8282
2983,522.88184
2984,522.92914
2985,522.9741
2986,523.02344
2987,523.0792
2988,523.13696
2989,523.18964
2990,523.235
2991,523.27893
2992,523.32947
2993,523.3896
2994,523.4525
2995,523.5077
2996,523.54956
2997,523.58246
2998,523.61664
2999,523.6593
3000,523.7089
3001,523.7588
3002,523.80334
3003,523.8444
3004,523.88776
3005,523.9367
3006,523.98816
3007,524.0363
3008,524.0783
3009,524.1182
3010,524.1627
3011,524.2139
3012,524.2676
3013,524.3163
3014,524.3578
3015,524.3982
3016,524.4456
3017,524.50287
3018,524.5634
3019,524.6164
3020,524.6561
3021,524.6872
3022,524.7197
3023,524.76105
3024,524.80994
3025,524.8591
3026,524.9034
3027,524.9442
3028,524.9876
3029,525.03705
3030,525.0893
3031,525.13824
3032,525.18134
3033,525.2225
3034,525.26843
3035,525.3215
3036,525.37695
3037,525.42773
3038,525.47144
3039,525.5139
3040,525.56384
3041,525.6237
3042,525.68695
3043,525.74255
3044,525.785
3045,525.8185
3046,525.8537
3047,525.8978
3048,525.9494
3049,526.00134
3050,526.0483
3051,526.0918
3052,526.1378
3053,526.18976
3054,526.2445
3055,526.2958
3056,526.34106
3057,526.3843
3058,526.4322
3059,526.4872
3060,526.5443
3061,526.59656
3062,526.64166
3063,526.6854
3064,526.73627
3065,526.7971
3066,526.8611
3067,526.9172
3068,526.9599
3069,526.9936
3070,527.0285
3071,527.07227
3072,527.1235
3073,527.1746
3074,527.2207
3075,527.2632
3076,527.3079
3077,527.3584
3078,527.41156
3079,527.46106
3080,527.5044
3081,527.5455
3082,527.591
3083,527.6435
3084,527.6983
3085,527.7478
3086,527.79
3087,527.8306
3088,527.87836
3089,527.9362
3090,527.9969
3091,528.0497
3092,528.0888
3093,528.1187
3094,528.14996
3095,528.1899
3096,528.23724
3097,528.28467
3098,528.32697
3099,528.36536
3100,528.40607
3101,528.45264
3102,528.5019
3103,528.54755
3104,528.5868
3105,528.62384
3106,528.66547
3107,528.7141
3108,528.76495
3109,528.8107
3110,528.84894
3111,528.8856
3112,528.92975
3113,528.9839
3114,529.04114
3115,529.09045
3116,529.1259
3117,529.152
3118,529.1794
3119,529.21576
3120,529.2597
3121,529.30396
3122,529.3428
3123,529.37787
3124,529.4154
3125,529.45886
3126,529.5051
3127,529.5476
3128,529.5839
3129,529.61786
3130,529.65643
3131,529.70233
3132,529.7506
3133,529.7936
3134,529.829
3135,529.86285
3136,529.90424
3137,529.956
3138,530.0111
3139,530.0579
3140,530.0906
3141,530.11365
3142,530.13824
3143,530.172
3144,530.21356
3145,530.2553
3146,530.29156
3147,530.32404
3148,530.359
3149,530.4001
3150,530.44403
3151,530.48425
3152,530.51794
3153,530.5492
3154,530.5855
3155,530.6292
3156,530.67523
3157,530.716
3158,530.7489
3159,530.7802
3160,530.8195
3161,530.8693
3162,530.9226
3163,530.9674
3164,530.99774
3165,531.01825
3166,531.0402
3167,531.0717
3168,531.1114
3169,531.1512
3170,531.1855
3171,531.2159
3172,531.24896
3173,531.28827
3174,531.3307
3175,531.36926
3176,531.4012
3177,531.4307
3178,531.4656
3179,531.508
3180,531.55304
3181,531.5926
3182,531.62427
3183,531.6544
3184,531.6927
3185,531.74207
3186,531.7949
3187,531.8393
3188,531.8687
3189,531.88824
3190,531.90936
3191,531.94025
3192,531.97974
3193,532.0195
3194,532.0535
3195,532.08374
3196,532.1167
3197,532.15625
3198,532.19904
3199,532.23804
3200,532.2702
3201,532.3
3202,532.3351
3203,532.3783
3204,532.4242
3205,532.4645
3206,532.4967
3207,532.52747
3208,532.5665
3209,532.617
3210,532.67126
3211,532.7166
3212,532.74677
3213,532.76654
3214,532.7881
3215,532.8197
3216,532.8601
3217,532.90076
3218,532.93555
3219,532.9663
3220,533.0
3221,533.0458
3222,533.09686
3223,533.14777
3224,533.1981
3225,533.2485
3226,533.2991
3227,533.3502
3228,533.4014
3229,533.4524
3230,533.5028
3231,533.5531
3232,533.60394
3233,533.6556
3234,533.70734
3235,533.7586
3236,533.8089
3237,533.85846
3238,533.90814
3239,533.9585
3240,534.00946
3241,534.0603
3242,534.11096
3243,534.16113
3244,534.2116
3245,534.2625
3246,534.3136
3247,534.3645
3248,534.41486
3249,534.4651
3250,534.51556
3251,534.5668
3252,534.6181
3253,534.66895
3254,534.7193
3255,534.76953
3256,534.8204
3257,534.87195
3258,534.92377
3259,534.97504
3260,535.02515
3261,535.0747
3262,535.1243
3263,535.1747
3264,535.2255
3265,535.27637
3266,535.32697
3267,535.37714
3268,535.4276
3269,535.4785
3270,535.52966
3271,535.5805
3272,535.6309
3273,535.68115
3274,535.73175
3275,535.7828
3276,535.8342
3277,535.8852
3278,535.93555
3279,535.98584
3280,536.0367
3281,536.08844
3282,536.1404
3283,536.19165
3284,536.24194
3285,536.29156
3286,536.3411
3287,536.3916
3288,536.4426
3289,536.4937
3290,536.54425
3291,536.59467
3292,536.6453
3293,536.6963
3294,536.7476
3295,536.79865
3296,536.8492
3297,536.8996
3298,536.9503
3299,537.00165
3300,537.0533
3301,537.10443
3302,537.155
3303,537.2055
3304,537.2566
3305,537.30853
3306,537.36066
3307,537.41223
3308,537.4627
3309,537.51245
3310,537.5624
3311,537.61304
3312,537.66425
3313,537.71545
3314,537.7663
3315,537.8169
3316,537.86774
3317,537.919
3318,537.9706
3319,538.02185
3320,538.07263
3321,538.12317
3322,538.1741
3323,538.22565
3324,538.2775
3325,538.32886
3326,538.3797
3327,538.4303
3328,538.4816
3329,538.53375
3330,538.5861
3331,538.63794
3332,538.68866
3333,538.7385
3334,538.7886
3335,538.8393
3336,538.89075
3337,538.9422
3338,538.9932
3339,539.044
3340,539.09503
3341,539.1465
3342,539.1981
3343,539.24963
3344,539.3005
3345,539.3512
3346,539.4024
3347,539.45416
3348,539.5061
3349,539.5576
3350,539.6086
3351,539.6595
3352,539.711
3353,539.76324
3354,539.816
3355,539.86786
3356,539.91876
3357,539.96875
3358,540.01904
3359,540.06995
3360,540.12164
3361,540.1733
3362,540.2246
3363,540.2756
3364,540.3267
3365,540.3784
3366,540.43036
3367,540.482
3368,540.53314
3369,540.5841
3370,540.63556
3371,540.68756
3372,540.7398
3373,540.7916
3374,540.8428
3375,540.8939
3376,540.9456
3377,540.9982
3378,541.0511
3379,541.1032
3380,541.1544
3381,541.2047
3382,541.25525
3383,541.30646
3384,541.35834
3385,541.41034
3386,541.4618
3387,541.513
3388,541.5645
3389,541.61633
3390,541.6685
3391,541.7205
3392,541.7719
3393,541.823
3394,541.87463
3395,541.9269
3396,541.9794
3397,542.0313
3398,542.0827
3399,542.134
3400,542.1859
3401,542.2387
3402,542.2917
3403,542.3442
3404,542.39545
3405,542.4458
3406,542.49646
3407,542.5478
3408,542.59985
3409,542.6518
3410,542.7034
3411,542.75476
3412,542.8062
3413,542.8583
3414,542.9105
3415,542.96246
3416,543.01385
3417,543.06506
3418,543.1167
3419,543.16895
3420,543.2214
3421,543.2734
3422,543.3248
3423,543.3761
3424,543.4279
3425,543.4808
3426,543.5337
3427,543.5861
3428,543.6373
3429,543.6877
3430,543.7383
3431,543.7897
3432,543.84155
3433,543.8936
3434,543.9451
3435,543.9964
3436,544.0477
3437,544.09973
3438,544.152
3439,544.20386
3440,544.25525
3441,544.3064
3442,544.3581
3443,544.4102
3444,544.4627
3445,544.51465
3446,544.566
3447,544.6173
3448,544.6692
3449,544.722
3450,544.77496
3451,544.82733
3452,544.87854
3453,544.92896
3454,544.97955
3455,545.03107
3456,545.08295
3457,545.13495
3458,545.18665
3459,545.23785
3460,545.28937
3461,545.34143
3462,545.3937
3463,545.4456
3464,545.49713
3465,545.5484
3466,545.6001
3467,545.6524
3468,545.7049
3469,545.75696
3470,545.8085
3471,545.85986
3472,545.91187
3473,545.96466
3474,546.0178
3475,546.07025
3476,546.12164
3477,546.17224
3478,546.223
3479,546.2744
3480,546.32654
3481,546.3786
3482,546.4304
3483,546.48175
3484,546.5334
3485,546.5856
3486,546.6379
3487,546.69
3488,546.74146
3489,546.7929
3490,546.84467
3491,546.8971
3492,546.94965
3493,547.00183
3494,547.0533
3495,547.1048
3496,547.1568
3497,547.2098
3498,547.263
3499,547.3155
3500,547.3669
3501,547.41754
3502,547.4683
3503,547.51984
3504,547.5719
3505,547.6241
3506,547.6759
3507,547.72736
3508,547.77905
3509,547.8312
3510,547.88367
3511,547.9357
3512,547.9873
3513,548.0388
3514,548.0907
3515,548.1432
3516,548.19586
3517,548.24817
3518,548.29974
3519,548.3514
3520,548.40356
3521,548.4566
3522,548.51
3523,548.56274
3524,548.61426
3525,548.6651
3526,548.7162
3527,548.76794
3528,548.8204
3529,548.87286
3530,548.9249
3531,548.9767
3532,549.0287
3533,549.08136
3534,549.1341
3535,549.18677
3536,549.2387
3537,549.2907
3538,549.3431
3539,549.396
3540,549.4493
3541,549.5021
3542,549.5543
3543,549.6065
3544,549.6592
3545,549.71295
3546,549.76697
3547,549.82025
3548,549.8726
3549,549.92413
3550,549.97595
3551,550.02844
3552,550.08167
3553,550.1349
3554,550.1878
3555,550.24036
3556,550.2931
3557,550.3465
3558,550.4001
3559,550.4534
3560,550.50635
3561,550.5591
3562,550.6123
3563,550.666
3564,550.72003
3565,550.77356
3566,550.8266
3567,550.8795
3568,550.93304
3569,550.9874
3570,551.04205
3571,551.096
3572,551.14905
3573,551.2014
3574,551.2538
3575,551.307
3576,551.3607
3577,551.4145
3578,551.4678
3579,551.5209
3580,551.57416
3581,551.62787
3582,551.68195
3583,551.73553
3584,551.78876
3585,551.84186
3586,551.89526
3587,551.94904
3588,552.0032
3589,552.0568
3590,552.11005
3591,552.1629
3592,552.21655
3593,552.2708
3594,552.3253
3595,552.3791
3596,552.43195
3597,552.48413
3598,552.53644
3599,552.5893
3600,552.64276
3601,552.6961
3602,552.74915
3603,552.8019
3604,552.8547
3605,552.908
3606,552.9615
3607,553.0146
3608,553.06726
3609,553.1198
3610,553.17267
3611,553.22595
3612,553.2794
3613,553.3324
3614,553.38495
3615,553.43726
3616,553.4902
3617,553.5437
3618,553.5975
3619,553.6506
3620,553.7029
3621,553.7545
3622,553.80615
3623,553.8583
3624,553.911
3625,553.9638
3626,554.0162
3627,554.0683
3628,554.12054
